img r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std
rembrandt_eu_464 23.048107 30.602588 118.239423 98.207918 68.066106 69.876556 67.139724 58.082844 77.677885 43.657117 79.601653 79.546712
caravaggio_1962_139_1 58.917431 43.668790 85.397770 95.452424 119.996314 63.274772 112.678325 76.407220 99.883744 45.155404 149.446143 75.959887
