img glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20
rembrandt_eu_464 2889368 39471882 132179827 50735.841 36431.199 29156.062 193314.114 129162.460 93302.122 1.000000 1.000000 1.000000 447123580 1607489387 2865577224 30978.863 19615.156 13031.248 159161.105 83872.517 46207.925 1.000000 1.000000 1.000000 12619132 181069128 649754478 23533.475 14478.861 11100.683 163098.359 88607.538 57146.251 1.000003 1.000400 1.029968 184657089 610303502 1057432896 20774.635 13129.625 7759.410 119069.692 50655.513 26832.343 1.000000 1.000000 -1.098410 130476983 456810166 783776074 16538.629 9978.465 6224.292 113426.455 44175.048 22728.640 1.000000 1.000000 1.000000 14707388 219779239 798904365 21794.250 13390.251 9898.982 159971.292 84741.507 54155.241 1.000003 1.000403 1.033431
caravaggio_1962_139_1 6310931 88985660 271813648 20886.204 14068.606 9992.491 144487.615 79158.354 43458.837 1.000000 1.000000 1.000000 425561651 1583967942 2734327420 26939.215 20268.838 13909.939 160863.043 89469.504 45975.947 1.000000 1.082633 1.000000 21768347 214100396 547376148 9720.068 5885.839 4553.445 95828.511 42252.707 25766.604 1.000260 1.030761 1.000000 104100765 564662877 1247703345 32533.297 23990.803 16209.149 88649.691 43984.838 26755.390 1.000000 1.174740 1.000000 48416360 304356936 641074525 24616.912 19138.737 14133.725 76237.511 36926.823 24014.067 1.000000 1.000000 1.000000 25333388 299313590 839129314 11595.416 6988.692 4360.704 94932.849 41126.176 24523.003 1.001861 1.000000 1.000000
