img cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_carlevariis_va_pc_2007bn4191 109.555049 78.596846 17.355759 8.474682 93.544848 61.403337 197.790109 69.158105 188.297269 42.601819 148.232066 98.517617
nirp_carlevariis_va_pc_2007bn4192 164.515929 42.786813 16.056003 7.948112 101.423148 35.167699 229.466661 31.521146 232.499873 28.621533 183.592777 53.309840
nirp_carlevariis_va_pc_2007bn5321 83.985305 38.693505 20.831269 10.971084 72.766086 51.681218 198.342308 59.777956 202.686941 58.034946 114.707640 62.674542
nirp_carlevariis_va_pc_2007bp1515 108.456856 58.319352 12.540766 15.633985 101.021345 53.131955 166.750697 50.942772 181.889932 44.936978 155.246511 78.705269
nirp_carlevariis_va_pc_2007bp1516 186.501253 68.396465 13.853489 8.908563 105.848293 39.223195 243.937377 30.309427 239.590464 30.369743 198.874377 69.310608
nirp_carlevariis_va_pc_2007bp1517 151.408045 65.506530 18.856709 6.613483 118.422032 50.542823 224.428265 52.880844 202.694054 39.246308 193.983769 78.797276
nirp_carlevariis_va_pc_2007bp1518 99.748743 51.932980 38.318257 47.394155 71.592410 38.484902 189.809677 79.285198 198.421550 73.532891 121.426873 56.547981
nirp_carlevariis_va_pc_2007bp1519 188.174611 59.113344 18.021498 6.970483 124.420204 42.836113 250.081284 19.399579 223.788319 30.804791 218.295970 67.198615
nirp_carlevariis_va_pc_2007bp1520 219.451324 47.035430 14.760635 6.920594 118.596203 27.279505 253.555328 12.969326 246.139439 22.634961 228.021868 45.976460
nirp_carlevariis_va_pc_2007bp2400 139.259766 76.040383 19.492399 7.872428 113.424044 60.813093 229.001442 50.392148 201.663696 43.494626 182.908024 94.105104
nirp_carlevariis_va_pc_2007bp2401 136.348617 78.474414 18.976366 12.622363 115.366671 59.859930 216.672265 66.207098 189.195492 45.155751 183.393442 95.648836
nirp_cuyp_1_40 79.306049 44.909076 27.648863 9.298095 70.571475 58.421777 216.316871 58.983509 214.295217 54.505126 110.085905 77.037063
nirp_cuyp_1899_1_39 133.096540 29.906529 17.822628 8.160509 149.329752 57.426509 248.530526 18.796936 171.585490 51.791419 215.696975 65.448044
nirp_cuyp_1933p319 49.987869 23.555234 31.009262 13.396420 140.867529 62.744382 118.307612 78.943884 98.454081 66.812991 165.867815 67.782216
nirp_cuyp_1974_492 83.837297 54.179476 38.650614 30.247475 106.230069 76.100908 190.869561 77.682941 154.951129 62.020358 148.069969 99.051870
nirp_cuyp_31 48.430930 37.730449 108.005143 99.525035 122.477383 70.471639 110.363837 81.304534 86.981360 43.012970 146.686803 82.103265
nirp_cuyp_49_246 90.365743 28.441786 31.281922 8.182350 160.437259 58.799454 190.588803 51.877942 127.767030 53.815804 205.608345 65.927492
nirp_cuyp_70 62.663793 35.436692 42.055854 37.636820 126.429191 79.408655 167.157734 72.453294 132.112886 74.070648 157.742573 88.528306
nirp_cuyp_a1_120 22.453283 22.747623 56.414474 55.981330 83.343942 77.965924 75.448981 69.131397 84.449444 76.267024 94.575943 82.587414
nirp_cuyp_a1918 116.012109 30.132677 18.173434 10.085108 125.432148 53.005496 192.476234 54.729523 175.869289 45.930301 183.382799 63.846460
nirp_cuyp_a466 50.341846 25.395978 81.267131 71.788275 145.544209 88.949915 182.799171 71.010548 106.912520 66.669475 170.671955 96.675510
nirp_cuyp_brm_bifa_59_5 34.888693 17.767816 164.056207 101.729110 95.724184 71.131619 103.573683 59.457820 113.141546 62.081614 113.182729 74.258906
nirp_cuyp_eu_727 52.366655 31.648129 38.155642 13.045946 136.365327 87.659913 182.432980 77.827673 129.924402 92.569349 162.478067 92.913912
nirp_cuyp_fa001097 40.901025 33.824283 69.094967 55.483788 103.978395 89.125380 145.841444 81.342437 119.559871 73.063836 124.398241 100.714553
nirp_cuyp_mnemg_bentlif_64_1897_112 36.937889 19.471527 37.156777 19.058450 89.084629 81.358743 171.111234 90.711713 158.882965 96.553533 107.466359 85.134491
nirp_cuyp_som_hm_a245 15.402486 22.516267 23.750889 51.443378 68.625902 100.271883 142.047336 95.830240 158.182608 99.000827 76.240399 98.705000
nirp_cuyp_som_hm_a55 94.895072 40.745543 17.482210 10.714586 82.003489 55.897305 207.820825 42.871598 208.295219 40.818229 129.394712 74.529093
nirp_cuyp_som_hm_a85 33.777196 22.769474 105.577363 71.162937 62.442446 49.971960 116.743127 79.958251 138.073581 75.537625 79.313689 55.590629
nirp_cuyp_twcms_b6247 56.975007 26.357599 28.582515 9.002058 126.940839 95.766411 227.724840 44.564307 147.357055 86.789432 155.319965 103.509235
nirp_cuyp_twcms_b8409 95.468442 30.014177 27.398266 6.748590 128.620295 70.730901 214.023257 52.962646 165.700160 71.259650 176.266144 76.705116
nirp_cuyp_va_pc_2006bh7783 45.751606 18.841136 36.284969 17.491086 93.869146 63.436435 126.758931 77.398802 137.400215 77.840788 116.720171 62.334145
nirp_daubigny_1141 73.799824 29.912951 29.777441 10.004004 112.297344 79.672992 205.748745 64.207440 162.936488 73.217347 149.107627 90.643808
nirp_daubigny_1962p6 109.532014 61.008888 25.288902 10.177088 71.929014 48.914584 236.332357 46.415516 232.740821 52.770427 126.508819 69.804859
nirp_daubigny_2136 81.933887 30.712088 35.485241 14.844412 125.993061 58.871240 151.223611 62.523006 141.281843 56.999683 166.966119 67.063914
nirp_daubigny_2137 31.772880 22.324691 70.398570 74.884637 146.463252 72.723750 94.332482 80.088230 77.651911 80.670013 162.373794 68.136018
nirp_daubigny_332 73.411026 24.976748 34.661982 7.511712 159.698137 73.748177 201.577499 67.835065 111.698844 55.977006 196.339751 80.295556
nirp_daubigny_a1_241 40.865471 26.171577 96.549418 34.605451 65.458203 69.880541 168.890709 80.979718 166.326039 79.512378 85.830535 75.736127
nirp_daubigny_ag003149 15.201240 10.723199 103.487275 60.875461 104.993033 81.674548 78.286232 80.571648 84.730531 84.415412 112.609398 80.816847
nirp_daubigny_bermg_1431 30.872135 24.975711 94.925644 73.982101 159.661385 65.864800 75.451841 62.284610 58.852809 58.659067 175.137195 63.582590
nirp_daubigny_brm_bifa_72_1 44.051538 18.441408 29.982923 35.360384 148.451944 75.023272 119.464270 56.067580 82.653013 47.251376 170.514373 79.966319
nirp_daubigny_nwhcm_1949_136_f 34.990719 24.761189 67.485696 77.822343 92.415731 72.630565 95.560120 69.382355 94.481112 50.843443 109.915852 82.498473
nirp_daubigny_po_131 140.725621 59.940104 24.595664 8.326922 109.743195 54.896326 228.534477 38.925810 210.560356 56.534972 179.983824 70.457167
nirp_daubigny_po_136 28.968133 17.808090 136.371031 51.845932 127.456231 71.308122 85.573208 77.708827 79.508364 73.705321 141.955624 69.006186
nirp_daubigny_scag_14_1967 56.696705 28.192155 78.865033 33.225117 140.349543 82.093611 169.039995 63.209853 119.704197 78.949621 168.693468 85.027957
nirp_delacroix_1873 116.460953 58.360614 30.818210 10.802999 78.502835 47.594147 224.394757 49.141876 224.442361 41.730279 136.608676 73.979474
nirp_delacroix_1963p32 53.319002 31.264446 26.366566 28.267946 76.809754 70.253983 167.193600 69.824794 170.755392 82.960802 103.463186 69.051961
nirp_delacroix_brm_bifa_53_1 63.519038 29.186085 26.432025 9.234275 83.194557 58.960468 161.632256 73.798561 170.196227 68.949523 114.911594 67.000196
nirp_delacroix_brm_bifa_62_1 76.824238 41.325513 23.003730 10.530467 73.548430 52.475901 179.689987 65.791404 190.310314 56.852179 111.911893 68.237929
nirp_delacroix_k2873 90.590741 45.101872 24.869549 8.470097 77.885070 52.419284 197.282123 59.025443 202.935142 50.253371 123.106163 70.851420
nirp_delacroix_ncm_1980_195 23.042060 14.065266 55.625660 37.960742 97.333210 69.137888 83.844825 81.311726 89.899953 80.599833 108.917647 70.456364
nirp_delacroix_souag_b47 37.178987 20.787311 40.838588 33.468872 95.774964 65.095773 118.505140 91.623241 125.486525 88.756027 114.343018 65.603719
nirp_delacroix_va_pc_2006ag3572 63.169119 43.986919 40.552695 41.501975 70.541545 46.374220 139.979927 67.104517 163.905116 59.495132 102.112655 61.566883
nirp_delacroix_va_pc_2006ag4483 72.949518 49.014591 45.549374 24.341901 66.218156 40.520319 159.992104 68.508772 182.896327 55.279284 102.661904 60.184779
nirp_diaz_1114 80.287417 54.135668 37.248544 49.394383 66.719271 55.995343 203.506311 68.819559 205.132438 64.225876 106.759233 78.276457
nirp_diaz_1117 67.660082 36.025214 57.152099 48.770881 76.737485 40.199735 133.454398 64.952434 160.759156 61.297668 110.564727 49.083833
nirp_diaz_1159 57.413350 49.865771 79.348611 81.761604 57.148444 57.872236 170.286134 69.487464 182.372261 61.642279 85.795346 79.720520
nirp_diaz_1_44 44.901719 43.162522 17.486368 21.119715 107.636470 96.911459 153.969497 100.080131 154.601756 104.630579 130.028430 93.287708
nirp_diaz_1939p642 63.800308 39.269918 26.114985 10.381527 45.076493 42.643571 230.505977 47.517920 233.262846 45.942950 76.817461 56.504467
nirp_diaz_839 110.808939 61.744721 36.189052 19.215676 70.701597 42.410433 216.001502 48.783203 225.696993 41.935550 126.033710 70.044449
nirp_diaz_art00315 32.818486 25.350790 37.638753 15.604701 60.784382 62.014623 119.209061 67.849737 136.364746 63.333655 77.202393 71.403594
nirp_diaz_cp_tr141 19.938576 12.748726 167.711307 67.253267 46.460609 46.926922 100.534961 67.399104 128.252436 63.703945 56.428518 50.273211
nirp_diaz_fa000722 36.907775 18.727875 85.108701 38.070246 111.045002 58.685229 77.183851 56.527312 89.239733 53.476794 129.519895 61.287275
nirp_diaz_gr_39 40.084852 21.078835 136.244397 41.396440 86.507964 54.198907 105.553169 82.003140 118.567825 75.152828 106.530280 56.777471
nirp_diaz_l_f7_1938_0_0 44.874045 36.255210 48.725788 17.394402 53.650960 57.371108 176.456675 73.027770 185.866501 61.734024 76.028443 73.386608
nirp_diaz_po_138 110.219566 44.798542 20.244751 9.278014 66.178554 38.518790 240.848565 30.247010 241.295562 29.439656 121.112374 57.439414
nirp_diaz_stigm_8147 54.576104 53.529746 25.838510 14.653061 44.925453 55.949068 228.026173 47.734962 227.725838 48.684787 72.064708 79.670290
nirp_diaz_va_pc_2006ag3573 21.210483 19.502217 71.738032 45.818809 53.057370 66.710846 111.437094 79.149486 121.895251 78.571447 63.639614 72.561044
nirp_diaz_va_pc_2006bh7518 41.519998 28.694747 62.862163 23.291750 64.181198 68.353456 166.276324 75.302471 167.855662 68.825713 84.899724 79.877509
nirp_diaz_va_pc_2006bh7591 27.988471 22.522971 69.936472 33.507596 59.118226 62.337340 111.956871 67.806147 129.357133 58.057031 73.112088 71.400075
nirp_diaz_va_pc_2007bp0704 99.988577 51.121231 24.005998 9.009212 54.241060 32.798840 248.738322 26.518793 248.744194 26.005561 104.008119 56.100058
nirp_dughet_1951p104 24.306281 18.695188 72.730596 54.347017 67.795058 62.638019 88.908307 69.467503 107.766368 69.665031 79.969936 66.296821
nirp_dughet_596 32.385402 27.975147 99.130312 46.023899 85.020910 81.896591 124.764741 78.452780 112.876083 56.835476 101.204841 92.982985
nirp_dughet_a1_209 33.564367 18.434253 100.447183 25.865582 98.855690 76.442706 118.327486 75.952151 116.475524 73.428908 115.630600 83.294747
nirp_dughet_bikgm_1277 41.474996 19.839790 47.833131 49.848459 122.809274 82.435537 134.132414 74.913865 121.532486 91.745393 143.549883 77.272316
nirp_dughet_b-m-595 52.612065 38.978464 40.790097 40.742202 58.547625 49.095440 150.547582 82.712263 167.805551 78.405591 84.813821 58.323044
nirp_dughet_b-m-791 41.000494 28.575069 83.732135 90.313676 118.235780 82.854623 132.970906 82.533184 108.736717 77.590123 138.721990 85.172573
nirp_dughet_bolmg_1898_3 68.826997 37.639084 48.044607 18.102903 78.243903 58.203996 166.527498 63.166512 177.462988 63.536201 112.636645 68.308373
nirp_dughet_bolmg_1940_4_4 28.931001 15.662483 84.206114 27.288103 86.783690 81.344854 113.040789 58.130078 115.828859 63.533672 101.272333 86.653017
nirp_dughet_brm_bifa_69_8 49.190100 29.907964 44.454834 35.691617 74.500891 63.330427 158.153736 80.692122 168.295358 82.084696 99.058788 66.016443
nirp_dughet_cp_tr372 50.907724 41.471867 18.137575 22.560119 54.013304 57.921791 194.543688 70.082893 199.606835 59.699059 79.380446 76.349344
nirp_dughet_eu_728 24.184213 29.683235 48.230721 52.626098 48.578882 46.132072 80.621565 71.123024 101.949131 71.461355 60.667866 55.983584
nirp_dughet_fa000265 22.716331 15.261571 119.099101 39.052453 88.083787 87.073177 116.009154 80.472747 103.422141 70.405021 99.440865 91.690317
nirp_dughet_fa000266 28.706307 26.360560 100.936600 49.962423 77.770151 74.864627 101.954055 70.390502 112.366435 69.507481 92.129692 82.290017
nirp_dughet_harag_338 16.579224 18.259020 108.933290 64.749106 52.836561 71.318724 104.705603 78.829213 114.998511 76.382813 61.110558 77.521325
nirp_dughet_lcnug_1927_2251 37.147662 24.265412 68.731901 43.672677 85.110939 73.287449 136.239640 88.659916 140.387824 88.500022 103.648146 76.413931
nirp_dughet_lcnug_1927_2252 26.973211 20.833451 70.892313 43.721721 76.494854 65.216935 102.672858 87.041555 114.939343 85.396180 89.971188 67.968515
nirp_dughet_mnemg_00_1873_16 23.426835 22.173410 118.575038 29.884217 61.590821 82.200548 177.650105 80.080489 174.703107 88.917592 73.226295 86.753567
nirp_dughet_o-79 31.879873 30.203248 101.918328 88.520832 81.456709 65.470542 83.410768 63.698830 96.863551 60.216670 97.408879 73.023786
nirp_dughet_op_0026 37.703132 20.285412 33.433232 28.849828 63.082003 70.405290 182.215182 85.800718 181.052172 90.253529 81.829884 68.018750
nirp_dughet_scag_1_1959 51.399110 40.926451 45.770099 49.555100 86.943330 78.957575 167.447385 75.264680 162.506746 88.481926 112.621578 82.255043
nirp_dughet_scag_1490 47.934768 41.489924 46.287385 48.191165 82.239626 68.170421 126.671037 69.962259 136.723218 74.133557 106.217719 74.689189
nirp_dughet_som_hm_a225 32.378765 22.477719 25.071978 16.549670 60.341413 54.443872 123.603249 74.581722 147.060145 67.737025 76.527186 62.220339
nirp_dughet_stigm_8148 112.239401 72.307890 36.699197 13.862858 76.427999 48.599474 207.886642 48.656945 221.611698 35.736279 132.485799 82.379806
nirp_dughet_stopm_kx_23 75.442204 40.154124 22.308988 9.077533 72.073669 62.717184 219.889112 58.204182 211.703600 56.232602 109.649213 80.075626
nirp_dughet_stopm_kx_24 83.541285 45.186197 22.983163 7.536400 76.868812 53.305540 190.128092 61.744103 198.844753 47.123113 118.576635 74.048949
nirp_dughet_stopm_kx_25 94.912969 63.500619 17.988488 9.823376 64.243913 55.908732 245.268997 24.086313 237.152119 27.835469 111.505714 87.080824
nirp_dughet_stopm_kx_26 96.397790 70.863727 17.782143 9.336912 62.142150 55.854289 250.254456 16.521829 240.363395 23.950664 110.132837 90.741805
nirp_dughet_va_pc_2006bb5069 50.821957 33.890463 36.981004 11.469113 67.794181 62.112546 163.541886 69.083096 174.331291 61.871092 93.170106 75.498089
nirp_dughet_va_pc_2006bh7840 26.311998 16.993021 74.617951 33.948241 79.597079 75.262045 112.862208 76.519867 119.435661 76.292316 92.752241 80.494210
nirp_dughet_watmc_2004_162 34.489833 17.083334 42.167281 35.143502 58.853842 69.787298 191.136209 79.398849 190.469402 85.297187 76.008356 73.449573
nirp_dujardin_1_111a 61.752041 34.445679 26.641235 8.437824 68.904212 64.602072 198.433095 59.091913 199.450372 67.774561 99.703911 72.023983
nirp_dujardin_34_13 65.416059 34.019658 34.000708 10.344772 93.544322 70.912872 176.171380 73.586500 162.033025 69.145353 126.206259 81.529643
nirp_dujardin_brm_bifa_67_2 39.786032 25.385465 81.784102 46.818898 139.015243 72.870501 111.950013 77.039796 93.257270 80.784920 158.921169 72.696977
nirp_dujardin_eu_719 56.976113 29.713300 33.065915 24.810818 114.705219 89.118306 192.596674 67.226578 151.108975 88.350070 143.145654 91.119720
nirp_dujardin_eu_720 54.623863 33.327178 31.685404 36.604296 65.613639 47.479360 143.376444 65.286187 167.017340 64.985370 92.923499 54.606466
nirp_dujardin_fa000869 126.642730 52.728685 23.140436 28.359928 95.828610 54.958960 229.883176 39.806740 217.137111 50.802862 159.035944 71.800183
nirp_dujardin_gla_hag_43738 49.428887 35.090819 23.374078 8.409799 57.950765 54.111803 172.978371 71.911726 186.191967 63.416091 82.598606 66.488696
nirp_dujardin_l_f201_1975_0_0 18.723181 18.542236 30.375849 32.443678 60.376072 75.384443 91.175539 85.481768 96.151115 88.978246 69.718783 80.540393
nirp_dujardin_som_hm_a116 44.151423 23.823766 36.913927 31.480413 77.322396 68.726601 160.066559 80.473513 164.423257 83.090043 99.376628 71.891381
nirp_dujardin_som_hm_a129 47.032120 27.908462 27.165295 15.538695 108.878221 88.919340 172.080855 71.897796 136.899765 74.810116 132.379655 97.151788
nirp_dujardin_som_hm_a209 42.865672 27.427440 84.458358 64.390761 101.276170 74.502679 137.703686 86.165858 135.790929 88.433308 122.684570 78.654811
nirp_dujardin_souag_b34 45.075791 24.641609 28.603565 7.996837 62.232904 67.276785 192.624756 70.046568 192.125681 77.302375 84.698393 72.123645
nirp_dujardin_va_pc_2006bh7511 28.079046 24.341528 67.475317 29.693155 76.366849 84.610179 148.452243 74.803159 146.528389 82.142259 90.376113 91.430821
nirp_dujardin_wm_1573_1948 36.883794 28.769346 63.550961 79.559922 139.385847 93.504482 154.636287 80.832776 109.062290 99.517089 157.825473 86.265098
nirp_gauguin_2465 63.645269 41.752743 53.925680 69.142867 121.229942 69.247306 146.576045 85.943362 130.183394 88.775608 153.032327 67.321092
nirp_gauguin_brm_bifa_48_12 94.745836 62.927737 45.640222 32.304695 131.023064 67.842846 172.472137 73.609656 148.921775 81.188137 178.364249 73.134626
nirp_gauguin_brm_bifa_49_9 126.789475 83.664138 41.719600 29.169660 85.260963 46.869115 206.051160 72.621406 212.059631 64.028775 148.513688 81.060969
nirp_gauguin_twcms_c643 46.685183 31.801696 58.728018 39.581315 80.732808 60.144635 120.119038 73.498330 137.050825 75.542803 104.073373 62.357383
nirp_goya_1973-88-b-m 48.858254 47.400917 61.099512 67.348106 126.950347 76.975828 116.001289 82.307892 103.740766 85.827324 151.387672 77.101422
nirp_goya_b-m-14 60.493815 28.562105 20.266843 25.194140 156.653926 61.970986 137.564224 69.913367 103.879293 73.143068 186.906797 61.208159
nirp_goya_b-m-26 22.864690 15.035721 51.146493 50.033558 60.066091 54.053588 98.993290 79.234371 116.998261 77.115044 71.492005 55.293633
nirp_goya_b-m-29 8.683834 11.192691 111.400743 68.648178 71.934102 68.954851 56.475943 69.213387 64.143795 68.065273 76.287660 70.466944
nirp_goya_brm_bifa_40_5 58.286354 51.187586 42.326934 30.575024 92.034773 74.054115 152.302895 82.822936 141.064312 64.023010 121.133778 94.714252
nirp_goya_pc_24 23.265889 19.088923 71.019069 62.164600 99.663791 79.172135 83.619481 65.132991 97.297686 76.845470 111.323912 76.147608
nirp_goya_pc_27 30.522270 23.660786 82.902449 66.638623 102.726850 64.643392 84.395260 76.446273 98.261364 81.633260 118.006265 62.296959
nirp_goya_wm_1566_1948 37.812904 25.932865 37.065769 69.163028 73.773257 60.372576 121.246992 76.475070 133.715772 71.478375 92.677871 66.942243
nirp_greco_b-m-642 27.023619 30.909586 73.544189 54.894632 68.899450 71.398233 91.407415 79.567258 104.150129 81.339590 82.378926 78.867937
nirp_greco_hhtp_2001_1_10 55.962149 43.055214 14.978371 13.449524 50.394276 54.268897 217.582227 60.879938 218.888766 58.020624 78.231415 70.083665
nirp_greco_pc_17 13.258973 17.850996 106.728699 85.371108 36.587938 63.623787 115.538326 67.953066 141.626824 70.552205 43.183749 67.189930
nirp_greco_pc_18 12.074563 10.427365 93.452690 61.622862 100.686120 88.147555 77.981840 75.188598 82.430543 80.088398 106.713230 89.270264
nirp_hondecoeter_1899_1_41 37.377367 33.325504 41.189101 43.498460 61.595886 50.592432 106.689847 69.544523 127.937734 61.361686 80.284788 63.263586
nirp_hondecoeter_1900-1 60.708957 20.349021 32.071503 7.754385 92.194849 73.055092 184.125296 70.382224 171.027609 75.734633 122.479293 78.892770
nirp_hondecoeter_190_1912 23.322629 17.031794 112.848715 81.392510 119.148425 91.423844 104.765743 74.046821 87.399996 70.378071 130.822673 95.349971
nirp_hondecoeter_1904-90 43.577682 26.433638 22.530526 17.425653 73.950204 55.835599 125.743439 72.329482 145.225682 68.964820 95.726912 61.499461
nirp_hondecoeter_1939-1 43.099660 22.963490 25.291246 16.814889 59.876704 52.202443 146.379108 70.253049 166.595176 65.648669 81.416415 58.535389
nirp_hondecoeter_26_1912 23.934023 15.510172 151.104992 98.187280 54.133478 52.698084 95.981745 54.788794 124.648045 55.475797 66.122992 55.815214
nirp_hondecoeter_b-m-904 47.334256 38.007904 32.992996 66.105054 44.117793 38.624364 161.528534 73.609857 183.799238 62.526599 67.794708 52.068421
nirp_hondecoeter_brm_bifa_2001_2 39.395923 36.859353 45.264078 21.458044 40.431329 53.019892 211.732798 61.270402 217.711309 58.754986 60.009937 64.605418
nirp_hondecoeter_twcms_b8426 36.257998 29.694225 33.271274 20.321450 70.076881 60.080315 102.928855 61.098986 123.938145 56.262276 88.221412 69.417377
nirp_hondecoeter_twcms_g1189 47.351525 39.515770 31.315319 40.091319 59.087931 47.914191 126.306442 66.144630 151.472249 58.996970 82.765463 64.010718
nirp_kauffmann_1956_88 53.436361 37.957044 17.891327 40.045102 49.283670 52.842958 211.215585 55.253335 216.941705 50.353840 75.900286 68.593438
nirp_kauffmann_1956_89 51.951010 45.781813 40.743622 73.773067 48.983058 53.799306 178.465786 79.861197 187.870894 75.382252 74.889389 74.914272
nirp_kauffmann_1956_90 47.815456 28.484661 23.656832 17.955122 62.001226 54.477095 149.143902 62.578865 168.472751 54.356836 85.902179 65.980835
nirp_kauffmann_1956_91 37.163809 28.501100 59.156936 80.963170 74.707089 55.803718 105.309049 71.117994 124.339569 66.073043 93.287432 63.580052
nirp_kauffmann_1966_029 25.672719 19.796263 61.436265 42.831615 97.152921 75.918444 101.207660 85.394153 111.311620 90.298547 110.001538 74.945262
nirp_kauffmann_44s 42.322576 37.329346 101.117317 108.784581 84.408710 62.670411 101.289733 63.849328 120.242130 60.181818 105.577674 71.442272
nirp_kauffmann_bsems__1992_9_348 20.718902 18.985552 60.430390 49.691935 90.778124 68.468444 61.183098 59.029730 69.064126 53.756808 101.150332 73.432607
nirp_kauffmann_bsems__1992_9_349 39.402718 38.430898 32.949708 63.982767 43.982840 54.444425 123.000648 90.147218 135.139369 93.700110 63.663454 69.066079
nirp_kauffmann_fa000123 51.772894 45.229618 99.102150 66.323912 71.683684 76.796426 188.504635 67.067203 176.883214 63.234215 97.522148 96.879112
nirp_kauffmann_fah1975_32 49.141882 40.022371 122.126867 89.266960 73.995747 45.110731 103.246955 70.629593 127.561936 66.570082 98.564259 56.995946
nirp_kauffmann_fah1975_33 17.060144 18.787701 71.323208 56.250903 40.016628 43.057972 81.015129 71.651790 104.757802 69.357425 48.531631 48.610470
nirp_kauffmann_lducs_pc5559 52.209780 31.534537 113.388243 55.461866 89.751309 58.512984 117.485333 63.250531 134.357157 59.117266 115.851021 66.451864
nirp_kauffmann_op197 33.098068 33.333282 25.553900 27.398698 88.735101 92.655580 115.174752 76.277169 136.532662 85.972041 105.306317 89.733125
nirp_kauffmann_op531 34.127372 27.245033 17.724447 23.824023 89.486237 94.820615 154.972251 99.977223 163.548241 101.696906 106.484738 90.263537
nirp_kauffmann_som_hm_a240 76.034631 61.562909 151.592264 96.493326 72.566692 43.232817 146.046904 69.918277 170.072053 54.763635 110.556840 69.370021
nirp_kauffmann_strpg_1993_3 75.377774 35.279946 23.722239 10.136191 76.412754 51.864554 179.108452 69.154959 190.735402 59.779144 114.042179 63.455372
nirp_kauffmann_va_pc_2006aj4611 61.592847 40.990421 66.687137 46.378345 100.024005 71.377108 156.506504 79.734006 145.147868 69.491211 130.792404 82.488365
nirp_kauffmann_va_pc_2006an1773 44.847025 40.416374 35.444448 57.941631 112.411194 87.467512 116.463745 85.026336 128.708947 92.679868 134.834897 81.848525
nirp_kauffmann_va_pc_2006av2480 32.512025 27.637385 137.814666 71.653048 58.291080 56.883265 111.032033 68.729091 128.841160 57.913556 74.540963 67.530214
nirp_kauffmann_va_pc_2006bh7496 31.235407 30.609088 60.164902 40.275362 72.437641 57.646284 98.854151 82.616889 116.441086 78.358074 88.025157 63.796004
nirp_kauffmann_va_pc_2007bl4113 112.364471 55.576435 16.522024 9.344169 72.767147 45.977210 231.810246 44.889491 230.668083 43.496596 128.789418 68.634286
nirp_kauffmann_va_pc_2007bm9016 107.811111 45.498232 17.735311 8.988189 90.807856 60.180293 224.673806 38.556263 211.535057 52.177490 144.619290 75.870526
nirp_latour_15_1990 20.174928 10.358269 151.844800 59.428878 38.597016 51.041275 146.186285 90.818848 162.527233 82.248104 48.642295 53.157620
nirp_latour_164 36.178505 34.268807 40.071122 16.587170 38.092353 44.500632 162.840004 69.992179 182.914034 58.956299 56.167086 57.964278
nirp_latour_179 87.679608 56.083150 39.010090 30.693384 104.558038 51.387875 145.139733 76.690379 153.250587 67.113701 148.380040 66.922972
nirp_latour_1906_003 15.682283 14.911454 51.378300 46.538629 68.855570 45.085136 48.852772 58.075086 65.350362 57.847612 76.675396 46.600117
nirp_latour_1939p673 18.436550 19.208921 98.933108 71.674587 74.986760 57.364881 59.997714 65.642943 72.090889 60.935130 84.207198 62.538273
nirp_latour_1956p5 29.712960 21.796263 33.553442 11.468900 50.920857 51.396478 116.777890 66.934080 138.907070 58.146372 65.786056 58.913058
nirp_latour_1958p15 41.733853 32.507293 31.289806 28.142561 50.529327 52.042586 151.606439 60.540889 172.907926 53.939508 71.388043 63.952348
nirp_latour_2138 94.716233 34.929319 26.585941 16.653396 59.095720 40.588172 242.759229 28.797222 239.484699 32.659271 106.281477 56.235676
nirp_latour_2139 69.167096 19.258379 24.300104 36.195897 108.798042 44.739352 110.493356 55.329846 135.062364 48.688709 143.396163 48.848460
nirp_latour_2386 85.320602 30.964337 23.609155 33.785904 94.109884 47.876742 159.982115 67.548455 172.379262 56.673319 136.747945 55.913705
nirp_latour_2387 34.529499 29.701247 80.965691 90.852433 72.941797 31.787793 75.978288 67.430672 101.022226 61.939015 90.200649 41.461622
nirp_latour_2917 61.680675 31.103446 44.148964 53.788091 58.870480 41.277278 166.233802 54.089780 189.253662 42.502360 89.690845 54.798981
nirp_latour_3_55_4 71.477356 28.515633 17.711426 8.343326 50.814433 42.745868 228.644610 38.497161 230.659067 39.268065 86.404467 54.042578
nirp_latour_ag002274 23.868441 12.613055 93.478026 30.383931 87.801315 57.592789 87.941377 91.814232 100.034991 87.691749 99.702749 54.942964
nirp_latour_ag002546 13.161679 24.611319 93.821883 54.035957 29.072927 55.269555 137.776237 87.267924 155.819832 81.697888 35.557002 62.654634
nirp_latour_bermg_1436 44.082388 49.057852 164.638779 85.721823 71.619961 40.610019 93.908343 78.663579 115.619285 69.832832 93.650709 57.006159
nirp_latour_b-m-514 48.366533 43.554101 91.264603 100.829933 102.758014 65.193497 129.964278 101.718097 135.497282 103.168235 126.913297 62.715714
nirp_latour_buygm_0270_1915 25.716121 28.876106 58.177629 20.679641 36.682306 47.781293 139.632258 69.914066 163.131534 57.714129 49.500928 59.987070
nirp_latour_calmg_1949_125_55 78.212592 32.364086 27.214312 9.547335 75.153519 61.047425 208.796333 47.111363 204.678540 52.478345 114.198644 74.447194
nirp_latour_deavm_1998_3a 31.453963 22.840878 68.712999 38.254492 76.441917 58.343075 81.795124 57.710040 99.486119 50.469312 92.174116 65.626880
nirp_latour_deavm_1998_3b 42.304585 28.746972 65.928006 47.340752 87.969042 60.659895 99.380409 61.119151 115.926096 60.580529 109.128349 66.284942
