img cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_latour_gla_hag_43528 68.727871 24.751253 22.214365 31.311898 91.790276 50.929140 139.967031 63.952967 158.139448 55.918058 126.139953 56.299153
nirp_latour_kirmg_182 60.305276 49.262327 15.665749 12.046777 43.679861 47.473057 230.951771 43.692754 232.768233 39.990878 73.693526 68.762129
nirp_latour_scag_2_1973 64.926439 42.224929 21.183801 9.256853 44.282335 46.122129 241.843336 28.973245 239.624065 33.599490 76.568700 65.347297
nirp_latour_scag_336 133.197118 66.815487 32.465022 17.054999 100.458275 53.612029 217.347898 56.507567 208.271752 54.088654 166.932574 79.047934
nirp_latour_va_pc_2006ag8463 41.558571 22.445660 23.868082 22.310576 46.631417 43.794362 157.282648 55.269016 182.006419 50.862261 67.404498 50.440798
nirp_latour_va_pc_2006an5839 11.023195 8.985222 162.804138 55.606621 64.509679 62.702479 48.120938 45.981533 66.871937 47.273801 70.047698 63.714089
nirp_latour_va_pc_2006an5840 17.034970 24.539067 90.373550 65.176520 153.518697 90.642690 62.130055 62.145306 51.306859 66.334254 162.132144 85.498151
nirp_latour_va_pc_2006bc1385 46.433409 30.244896 29.375238 13.537767 50.253985 51.180827 181.465790 63.429320 196.117080 56.482357 73.420820 61.916505
nirp_latour_va_pc_2006bf4681 50.876837 46.841691 20.331625 17.021991 50.257927 46.192196 161.153140 69.569038 181.994899 56.680117 75.679702 66.171883
nirp_latour_va_pc_2007bn1682 88.079153 35.865145 25.246885 9.629097 161.570767 71.059036 225.054928 47.560002 129.800625 71.693145 205.506880 71.802644
nirp_loutherbourg_03_1375 41.814917 35.542812 79.002104 100.279424 102.750117 92.047653 170.428731 75.566935 152.721207 95.159617 123.635367 94.724006
nirp_loutherbourg_140_1967_4 28.425908 22.728904 85.198602 80.435432 92.875804 69.551748 79.604377 65.049240 81.689353 48.103961 107.098702 76.143082
nirp_loutherbourg_1899_6 37.327825 25.982194 38.396767 25.568625 128.144040 94.034727 160.955650 83.544285 107.194345 86.829595 146.782397 97.736376
nirp_loutherbourg_1920p682 38.590161 29.601316 34.190802 23.528015 87.503506 80.294421 156.744260 89.897245 152.024098 97.317749 106.753845 79.757289
nirp_loutherbourg_1982p44 78.665641 40.348093 22.515454 8.708734 109.460449 77.987316 201.025556 55.213131 166.962940 68.675288 148.744003 89.259039
nirp_loutherbourg_1982p45 60.811006 46.200240 20.221796 13.264045 62.661037 49.299681 162.766471 69.777308 181.174674 58.816919 93.059524 65.850178
nirp_loutherbourg_batvg_p_1929_203 28.638907 25.553210 42.380876 29.152445 82.196388 58.478652 87.329232 80.532231 98.878341 77.188417 96.569725 65.553423
nirp_loutherbourg_k264 31.837088 24.847414 56.182833 47.426923 80.772503 63.079473 88.102700 65.563153 102.174038 59.470664 96.691639 71.722377
nirp_loutherbourg_l_f4_1882_0_0 61.587190 24.857351 30.580399 7.442863 128.591973 81.241881 183.404618 72.556639 136.829649 81.624851 159.350049 85.986383
nirp_loutherbourg_l_f755_1977_0_0 86.042979 46.001904 21.909195 8.895831 78.955102 59.332032 209.320230 59.986810 206.461445 51.731904 121.855334 79.444225
nirp_loutherbourg_mm019 31.332163 29.106103 103.773262 49.868403 102.115541 67.480961 61.803142 59.659124 64.044823 41.428496 117.815991 78.192482
nirp_loutherbourg_ncm_1904_46 24.914871 13.490559 59.251840 28.152977 96.052121 76.280693 102.861566 86.071686 102.019004 85.309882 108.496883 78.385002
nirp_loutherbourg_scag_1367 36.086496 44.129903 44.064443 25.996414 39.832415 51.537302 157.322175 67.800044 177.462340 53.720209 57.820079 71.900307
nirp_loutherbourg_souag_b108 61.287221 35.045361 24.632295 15.117400 65.328559 68.040885 222.674279 57.815217 213.361746 76.293803 95.815221 71.474347
nirp_loutherbourg_strpg_1993_68 32.830775 27.994413 50.674495 30.696887 73.892864 61.026418 89.802770 68.930872 104.811905 66.492348 90.305268 71.348776
nirp_loutherbourg_twcms_b4233 30.923429 19.576550 39.024135 21.271821 75.630153 60.489910 119.581973 87.527431 134.944016 83.278600 91.082127 64.625553
nirp_loutherbourg_wisfm_1938_25_33 42.490483 28.800050 48.899546 19.883829 105.436088 91.311897 171.728591 71.027612 139.356739 83.519415 126.665905 98.308321
nirp_miereveld_1285 13.999659 11.130152 51.958373 73.049494 62.482894 69.288912 79.326965 63.629468 97.864652 64.712846 69.493447 72.250649
nirp_miereveld_466_1997 18.485489 22.776105 64.474364 38.874388 31.389548 39.072822 122.415002 82.044595 145.829090 74.901086 40.615781 46.229886
nirp_miereveld_cp_tr_231 40.196883 34.021307 177.752513 77.598995 50.720571 52.273686 154.367301 62.640279 176.022177 53.142713 70.794026 65.540712
nirp_miereveld_eu_212 45.720930 58.296835 28.744622 17.078797 46.573759 40.030298 116.727250 65.619308 146.330345 53.797943 69.449920 67.967363
nirp_miereveld_eu_938 36.799718 39.048032 22.427845 38.719706 44.914075 49.302213 147.699780 71.838489 169.503304 57.733976 63.316625 66.540801
nirp_miereveld_mnemg_00_117 17.637860 15.257875 127.862283 33.458650 31.915692 44.493584 120.193077 60.253082 150.573329 54.593929 40.726794 48.974966
nirp_miereveld_mnemg_00_1855_97 14.997310 13.006107 125.783070 41.538085 44.570423 67.695101 126.542387 73.937532 141.116320 69.665450 52.031043 72.700029
nirp_miereveld_pc_74 56.593012 40.431775 22.921378 9.221245 43.926999 45.006317 228.693770 60.913277 229.189939 54.759006 72.035513 59.946465
nirp_miereveld_redmg_1931_289_1 27.165031 27.062080 72.795373 94.304194 46.496411 52.709850 129.744605 76.039095 149.912163 70.450767 60.087784 61.099147
nirp_miereveld_som_hm_a233 41.923892 37.846341 26.040519 22.092805 66.423110 66.489398 142.649380 73.631355 153.004669 58.219652 87.335632 83.837307
nirp_miereveld_som_hm_a91 31.496320 27.782258 62.242788 85.858972 55.735558 49.725925 106.915349 70.935715 128.939281 61.550966 71.462553 60.905941
nirp_miereveld_som_hm_a9 26.573623 37.194021 70.574857 88.506462 45.940153 47.815779 81.506483 64.413459 103.907607 57.272636 59.223431 63.104159
nirp_molenaer_1_154 98.057250 67.717458 20.364409 8.196677 54.594581 42.871830 250.554388 19.468308 248.153231 22.259779 103.405009 75.308672
nirp_molenaer_1904-120 34.270168 20.064993 41.687138 23.564596 93.398587 71.721918 114.061150 80.626866 123.889848 87.007801 110.533995 68.865261
nirp_molenaer_1904-93 32.432154 16.219690 33.014750 12.975304 113.704576 67.791418 92.731838 78.870261 92.129695 76.978026 129.928898 68.246822
nirp_molenaer_757 11.111094 12.325433 77.155509 58.907982 123.020185 67.698613 36.729403 54.023527 35.732539 53.561893 128.621337 69.478026
nirp_molenaer_batvg_p_1946_61 70.253623 43.473304 22.066045 11.113222 83.322434 75.034485 210.845706 54.590979 190.392992 59.134296 118.364429 95.081825
nirp_molenaer_bikgm_2898 38.326326 19.502451 64.782161 57.700627 123.215178 82.813310 132.378901 84.892285 112.733596 90.234336 142.370448 79.927891
nirp_molenaer_b-m-199 25.087038 26.008903 50.089574 45.721069 55.930436 49.106824 70.127023 60.919037 92.886282 61.485992 68.477123 58.557557
nirp_molenaer_fa000524 35.183001 42.387971 39.235879 33.934794 31.354211 42.934616 186.798762 69.941560 202.518748 60.344978 48.865417 60.282873
nirp_molenaer_mnemg_bentlif_39_1897_33 20.330533 10.497134 115.482873 33.832026 46.449782 46.663944 107.466274 73.388299 132.899643 70.969345 56.608127 47.983736
nirp_molenaer_souag_b35 40.947795 19.282335 30.221785 8.733947 121.927545 81.162485 133.521179 75.970524 119.202469 87.702713 142.391844 80.960022
nirp_molenaer_va_pc_2006bc5951 37.375476 24.963153 70.839900 28.950060 72.491810 45.520571 89.275452 58.917858 118.646837 52.008815 91.158792 53.707861
nirp_molenaer_watmc_2004_512 85.268082 33.133061 21.021029 7.978940 101.238155 64.018137 192.302155 69.838495 180.186540 68.522379 143.789734 73.283375
nirp_monnoyer_1906_9 41.388015 39.450105 51.003795 99.158526 28.759243 41.026441 243.972081 28.178650 243.346691 31.312405 49.271787 58.262650
nirp_monnoyer_1953_162 72.129348 19.150527 6.136086 6.561143 49.579048 43.706712 243.704444 33.050154 239.056624 42.680048 85.432746 49.649660
nirp_monnoyer_1960_010 42.367177 47.636846 54.595406 38.097502 63.985127 50.353767 112.695649 83.417782 132.021046 76.858058 85.145704 64.682502
nirp_monnoyer_253 34.808063 53.832022 49.764708 56.263372 45.681434 44.938914 92.317271 84.737413 109.208961 80.940790 63.062097 67.996158
nirp_monnoyer_299 53.382677 52.813602 45.180985 32.287669 60.574926 65.262088 165.137276 69.161194 174.733152 65.705924 87.251298 84.718370
nirp_monnoyer_68 51.969098 41.944301 22.160014 14.471111 36.771752 41.378529 228.949504 51.954392 231.680511 48.256949 62.596250 57.551562
nirp_monnoyer_88003019 62.777965 50.913451 30.060667 71.784785 40.577352 37.357104 220.107430 42.967643 230.262983 34.291821 71.891067 59.481272
nirp_monnoyer_b-m-334 19.703963 29.808978 65.702331 66.002680 53.459206 53.131831 51.501552 60.352916 65.836128 62.144412 63.313413 62.101539
nirp_monnoyer_b-m-358 30.369938 33.115302 95.508250 99.163453 62.219476 57.972825 99.298596 75.024209 118.989464 72.642842 77.404809 66.870140
nirp_monnoyer_b-m-769 29.451945 25.971276 175.075128 75.019765 68.485481 54.948931 92.953891 70.391747 112.520819 64.243827 83.208346 61.741987
nirp_monnoyer_b-m-770 31.001699 27.074295 158.380312 100.591992 67.543371 51.443089 87.428571 62.682376 111.932037 58.873176 83.047381 58.108282
nirp_monnoyer_fa000154 30.198162 19.947065 124.532121 72.147950 69.985581 64.176092 113.420037 77.646895 125.776410 74.297900 85.083320 68.053356
nirp_monnoyer_k1349 30.728916 24.674000 30.838981 18.032129 37.799717 46.216422 173.750228 77.274808 189.760989 67.813796 53.110538 53.577884
nirp_monnoyer_mnemg_bentlif_40_1897_90 36.356005 29.458798 28.465513 23.462718 33.595078 44.162130 207.334615 60.199580 217.571618 54.026029 51.695488 55.141551
nirp_monnoyer_ncm_1941_13 32.386217 21.171799 21.417197 31.785925 43.149793 48.704529 156.177382 68.676653 176.680294 63.081474 59.302562 55.951195
nirp_monnoyer_ncm_1990_04 19.473737 28.607433 35.579898 50.165999 35.527242 54.940209 99.781766 92.306010 111.514115 94.097574 45.224126 64.906554
nirp_monnoyer_p45 47.163334 32.306108 21.215105 56.944668 40.890585 48.131841 217.384299 56.772482 222.949505 53.570069 64.370178 58.314714
nirp_monnoyer_po_118 26.873312 25.789205 37.634606 67.476640 40.512107 46.631376 127.543877 69.070977 155.117040 65.100992 53.953394 53.312824
nirp_monnoyer_stkmg_fa_1980_fa_30 39.147579 29.174951 26.454336 25.478715 63.163299 50.407350 124.331971 79.807159 144.858255 74.461340 82.718277 57.731160
nirp_monticelli_1135 96.398635 57.657755 23.952115 10.429628 48.477416 28.903122 254.860020 5.884365 254.850080 5.861373 96.414029 57.690609
nirp_monticelli_1_156 80.402212 44.882578 30.127713 12.204516 70.944949 53.113695 197.821263 61.733774 204.135575 53.918123 111.066045 71.341658
nirp_monticelli_1236 79.750297 36.209680 28.897371 10.149205 58.324484 41.569744 215.817128 53.118147 224.499414 44.176878 98.081986 56.053389
nirp_monticelli_2141 110.589362 49.237550 32.429811 44.434917 64.855087 38.242049 239.168518 32.523070 240.396099 31.398366 120.002006 60.213355
nirp_monticelli_2142 111.598434 44.566523 27.615062 18.187084 90.277735 49.635876 203.621843 52.010135 208.455211 45.108133 146.015023 67.887554
nirp_monticelli_293 45.180240 47.681398 41.023335 53.042003 58.203776 64.405053 117.089724 84.798843 124.930733 81.915783 80.778036 85.089534
nirp_monticelli_300 48.288113 43.126393 30.601534 15.514434 40.732984 49.160945 210.760389 57.296153 218.063986 50.534222 64.768091 67.659840
nirp_monticelli_5294 76.370823 67.921085 52.285067 40.612229 82.655923 62.956588 160.493917 82.439749 163.074243 75.230058 120.793837 84.759797
nirp_monticelli_57 104.313006 49.656322 30.036513 15.918631 139.089963 68.311865 211.594645 56.234150 155.601907 67.832240 191.164022 76.733180
nirp_monticelli_939 118.252524 55.806071 25.548424 16.695370 72.501689 40.609899 228.537907 39.261962 233.700504 33.244059 131.524279 66.999030
nirp_monticelli_bermg_1454 39.539031 21.682374 39.717814 77.869131 82.641812 65.451242 121.093605 73.260615 133.364445 73.836053 102.406823 66.931054
nirp_monticelli_b-m-391 43.165992 32.417987 67.621541 42.148540 124.741776 74.848622 110.957204 72.422529 97.095920 73.829108 146.349487 77.517069
nirp_monticelli_b-m-668 104.281988 53.017950 19.575679 15.325990 83.795366 58.092337 222.179705 50.725809 212.996528 57.147544 135.813164 75.713117
nirp_monticelli_b-m-669 67.855477 40.733728 32.972717 31.797156 105.026138 68.178658 154.461778 84.510114 156.317058 92.707570 138.914250 61.518185
nirp_monticelli_calmg_1949_125_47 56.076417 37.998230 34.972209 41.021269 83.396648 59.760157 141.018138 81.257469 154.958292 81.079807 111.413780 64.154806
nirp_monticelli_calmg_1949_125_48 84.499965 46.294955 14.429771 9.997622 50.871104 39.656809 244.302733 27.455211 244.424079 31.810193 92.925513 58.033054
nirp_monticelli_fa000286 24.069483 21.976805 73.243618 54.387175 68.640079 67.755011 104.864464 79.986583 117.495250 77.053391 80.661853 73.046854
nirp_monticelli_l_f105_1963_0_0 73.183312 52.931423 37.612217 32.041316 65.899394 56.221127 187.301565 70.808187 193.224676 60.680452 102.425122 78.697456
nirp_murillo_1974_787 51.543414 39.117955 81.794464 50.182109 82.082146 46.743999 105.937112 75.143976 126.907967 64.096356 107.837238 61.347911
nirp_murillo_1974p24 18.549396 19.310458 93.383645 105.866621 47.511173 56.127357 96.884920 69.747725 118.095404 64.579155 56.761268 63.047577
nirp_murillo_205_35 90.129001 42.251105 20.439977 19.533504 89.450564 52.563918 183.207215 71.749488 189.334679 62.228350 134.447769 64.614747
nirp_murillo_73 20.752001 25.628332 58.985494 62.730243 65.078641 68.924848 77.139299 81.685402 80.922983 77.586286 75.441953 77.868707
nirp_murillo_88003074 39.442733 39.264835 65.766146 86.026156 54.926438 52.084864 140.635991 83.902151 156.587433 75.527564 74.612571 66.203892
nirp_murillo_a1_7 45.753126 34.591087 63.561749 35.109193 68.029802 55.852269 134.319817 75.444482 152.485379 66.361996 90.894238 68.625424
nirp_murillo_a367 61.986517 38.713264 33.664143 55.191533 88.696403 53.037630 124.544509 67.129082 140.829880 52.550958 119.686235 67.517434
nirp_murillo_bikgm_3022 51.676114 24.211169 27.038726 25.961215 73.624733 55.268789 138.203050 67.394007 160.552465 66.742285 99.457857 58.355136
nirp_murillo_b-m-33 67.900913 45.058102 21.093568 9.709281 42.697178 42.422484 242.388919 37.054072 239.636622 38.502495 76.446951 62.334195
nirp_murillo_b-m-633 36.077134 34.969733 16.735591 7.942752 37.899801 49.216893 185.889482 63.457920 199.732958 52.984445 55.867144 63.177670
nirp_murillo_b-m-67 65.438453 58.587521 35.890046 28.613177 75.745266 65.179323 154.710152 82.687045 158.447685 75.706339 108.405221 83.462105
nirp_murillo_b-m-918 46.646901 41.090929 22.934534 10.370751 51.404941 53.380208 159.033397 69.046954 178.149923 60.724056 74.707726 70.523453
nirp_murillo_brm_bifa_47_9 37.515554 34.509756 62.944754 40.338976 76.723610 63.398680 114.872092 75.987107 129.684384 72.611729 95.485359 70.784302
nirp_murillo_buygm_nn 71.012671 43.436744 32.576441 18.338943 93.620872 61.618944 145.886985 69.007197 149.070510 50.991933 129.111581 79.750419
nirp_murillo_eu_540 46.562915 31.206359 14.406291 14.140576 40.036089 41.735728 196.422977 56.808722 211.697355 46.613869 63.263941 53.987694
nirp_murillo_eu_541 52.485229 30.831131 14.792666 10.974975 38.422500 37.748375 217.359534 47.614446 226.734687 39.573342 64.568690 50.324976
nirp_murillo_gla_hag_43771 70.633608 39.807098 17.914242 6.219707 53.974072 48.616372 222.311979 45.205569 225.444876 42.620450 89.176357 65.024780
nirp_murillo_l_f25_1949_0_0 59.805750 43.064451 27.102601 24.534350 45.682397 42.562911 205.217258 64.754050 214.845002 58.831675 75.507228 58.001757
nirp_murillo_l_f8_1950_0_0 54.505655 35.754248 21.544881 19.200892 46.385045 42.827328 205.484146 71.137215 213.576875 62.844248 73.520805 54.617991
nirp_murillo_ma_514 43.952166 51.379354 58.297440 47.216364 50.552349 51.713609 113.199351 78.205527 134.944662 73.458485 72.474556 74.596220
nirp_murillo_mnemg_00_1881_109 53.134825 42.027600 133.170360 45.474944 55.313230 45.393046 144.851312 55.632433 171.549425 47.129717 81.877308 63.245512
nirp_murillo_p45_76 54.845321 39.157541 33.117756 19.841797 54.261716 47.051417 164.910502 68.830786 183.817837 60.847305 81.655579 62.398816
nirp_murillo_pc_23 41.783780 33.266584 57.313599 60.022335 106.437877 80.074042 122.675963 67.300551 117.678687 67.216083 127.332637 89.775140
nirp_murillo_pc_32 69.273689 50.598157 24.817935 10.021640 65.334133 56.116709 199.790553 67.766738 204.314711 58.428383 99.874998 76.450432
nirp_murillo_pc_63 27.518965 23.135649 90.547793 61.978887 52.289251 56.760370 122.747361 75.348645 143.154235 69.160439 66.020216 63.620515
nirp_murillo_pc_9 57.407220 43.112476 26.992674 9.200691 47.517770 51.449382 225.886004 54.733416 227.770525 45.810641 76.051547 71.570143
nirp_murillo_rocdg_1218 52.936161 48.038067 79.772662 26.238270 40.962825 42.937017 216.798431 57.174834 225.848901 42.578993 67.288853 64.976704
nirp_murillo_rocdg_1232 55.978542 31.277448 54.646208 30.511146 118.611807 55.136655 99.979172 70.426511 106.374417 59.176911 146.620251 63.227574
nirp_murillo_souag_s10 32.006459 28.369601 64.703047 59.233949 68.323366 66.919484 145.190004 93.982015 154.684824 91.888976 84.281439 70.472804
nirp_murillo_truri_1000_109 58.284896 65.367944 38.594407 17.773956 46.009167 54.390164 195.732282 64.109416 205.387772 49.142022 75.064765 85.642775
nirp_murillo_twcms_c10034 25.297407 21.137762 42.880015 33.802025 60.751624 50.925220 74.629439 53.051255 101.544036 55.840986 73.413146 56.401952
nirp_murillo_twcms_g547 69.967874 43.510509 25.137572 7.229499 70.462668 49.604572 164.278945 62.466009 184.438769 47.522012 105.423043 68.772880
nirp_murillo_va_pc_2007bp0623 33.556370 35.207284 49.874049 48.576314 61.597553 54.120339 94.603951 72.659116 114.711538 63.048683 78.385307 69.092139
nirp_murillo_va_pc_2007bp1065 109.750150 60.686949 26.109496 12.023718 75.777502 45.300627 208.196653 51.699204 219.194768 40.877707 130.578574 73.726538
nirp_murillo_va_pc_2007bp3943 114.399728 56.347783 22.535311 7.416721 78.982406 46.738476 221.313973 41.738207 225.176174 31.255699 136.074013 72.755185
nirp_murillo_wm_1546_1948 18.853242 18.900404 68.426423 52.474403 52.288933 44.953842 69.898440 61.719675 93.898627 57.635649 61.705069 51.191771
nirp_murillo_wm_1605_1948 35.135442 47.721771 91.232470 94.481180 75.188398 69.732751 101.430591 81.750808 110.122789 68.510952 92.737757 85.703760
nirp_murillo_wm_1652_1948 32.212296 18.915616 39.919786 69.617411 89.088923 73.114024 103.155059 62.473895 114.105100 62.478366 105.227663 76.773019
nirp_panini_1952_3_1 60.258101 28.937608 30.746714 10.344453 77.305849 64.365582 175.695454 62.795403 180.466486 64.107363 107.399092 74.707641
nirp_panini_2128_1 21.409313 17.002242 135.254282 76.406039 121.097751 76.614271 72.294449 72.168736 53.572011 44.833977 131.824114 80.972227
nirp_panini_2128_2 22.543857 13.225979 68.720000 47.919482 123.234277 80.262028 80.868585 71.126633 62.581977 51.418384 134.524604 82.629924
nirp_panini_42s 32.515305 28.072912 89.237800 96.558133 103.658622 57.409553 68.996793 61.486219 79.604054 54.126536 119.932941 63.122838
nirp_panini_53s 28.637604 25.513973 92.617227 94.663083 108.068261 59.303572 65.171722 62.669068 76.859878 64.190996 122.408594 60.158931
nirp_panini_88029434 34.878456 27.121644 51.951920 48.383408 122.090418 80.353360 103.040135 73.139721 97.586445 81.436927 139.550753 78.631821
nirp_panini_88029435 35.620638 28.599797 60.070291 52.592028 126.297551 77.322257 100.953615 73.547921 95.295026 78.734400 144.129075 77.467245
nirp_panini_88029489 66.807755 43.960625 39.304020 20.690689 117.230479 64.912599 146.214927 89.385951 135.970690 87.911132 150.605110 66.622790
nirp_panini_88029490 71.033049 41.817713 33.615324 52.149767 106.853378 67.135032 167.781064 88.978827 160.552663 93.642564 142.300591 64.498252
nirp_panini_b-m-84 46.802552 31.534418 65.532007 88.754714 105.854997 69.075879 120.131575 79.675698 124.269464 82.584888 129.265244 70.481800
nirp_panini_eu_994 49.719791 27.548809 42.631684 56.632906 85.657370 64.265729 141.895495 79.206767 150.687515 82.115875 110.496567 62.957376
nirp_panini_eu_995 48.853769 34.290533 39.920121 51.727993 89.522989 72.787625 150.128204 78.729298 154.122130 86.230047 113.939068 75.156196
nirp_panini_fah1934_59 78.482942 55.142896 109.977982 47.864888 126.550146 74.779032 175.324331 84.806670 132.391346 57.104789 165.724031 96.012560
nirp_panini_hag_181 123.817460 50.424201 23.651568 8.393414 99.960987 43.579055 199.533094 65.696441 200.729410 56.293484 161.797405 59.123436
nirp_panini_hasmg_923_20 34.663998 23.150318 72.500163 44.381367 91.095644 71.369409 108.283314 72.538960 112.971125 68.935526 108.427735 76.300797
nirp_panini_letmg_1995_9 96.759837 49.644294 23.625110 8.620883 67.900754 48.166333 225.624710 49.344985 226.490993 44.638412 116.136941 68.031668
nirp_panini_mnemg_00_1873_10 28.904951 37.569948 89.096288 34.596060 50.860596 54.666165 123.146466 82.425619 142.631339 69.088399 65.327487 71.387011
nirp_panini_mnemg_00_1873_11 99.423183 77.911201 41.641707 22.897538 81.411009 59.561329 182.844897 67.307399 190.069867 48.673234 131.053611 96.968817
nirp_panini_mnemg_00_1873_4 30.203334 23.046510 96.400228 56.869521 86.195927 75.570871 118.434661 81.091494 121.293877 78.831100 101.288683 82.304117
nirp_panini_mnemg_00_1873_5 39.091042 30.544912 102.089829 36.081769 86.093180 83.574667 158.701848 74.057625 146.583828 77.727664 105.611421 92.577798
nirp_panini_mnemg_bentlif_43_1897_7 60.611279 27.268189 35.219745 20.658542 101.475620 80.956507 189.362519 60.336825 165.321554 80.556767 131.739814 85.408138
nirp_panini_mnemg_bentlif_44_1897_2 65.880028 35.530859 35.383998 17.151099 85.744959 63.066588 170.410146 69.136863 176.509121 66.694512 118.638635 74.509287
nirp_panini_nt1984_022 30.693019 21.426568 58.323166 37.898189 72.578637 70.956335 123.835126 75.467511 134.223345 73.477245 87.910505 77.351764
nirp_panini_p649 65.067741 29.687153 32.099843 21.637329 74.696957 59.332195 192.608185 82.879939 192.062099 82.003412 107.109379 61.310580
nirp_panini_p650 59.404429 35.754152 37.115879 29.836025 99.040170 71.429097 170.482467 91.458278 160.214336 96.339223 128.660353 71.947815
nirp_panini_som_hm_a69 46.607358 27.416048 83.675326 106.780098 81.096476 72.386717 166.868821 81.484414 165.934777 85.132315 104.342798 75.093255
nirp_panini_som_hm_a70 49.169205 22.973638 62.299297 93.555585 103.296034 66.255105 123.126926 70.324663 128.055704 69.357924 127.876614 67.361199
nirp_panini_souag_b121 48.517721 24.801224 26.181442 15.624848 87.236913 81.256952 191.789207 80.078857 175.228941 95.918518 111.398116 79.331336
nirp_panini_stopm_kx_38 129.180539 59.803697 22.922330 7.430029 83.106189 45.657895 229.394901 32.300221 230.032207 24.159180 147.600052 74.364277
nirp_panini_twcms_c11830 38.884920 26.823326 34.810147 27.357204 102.292213 85.844475 147.780723 83.792377 141.508744 94.783079 121.712471 84.200484
nirp_panini_twcms_c11831 52.386014 32.252603 31.783912 33.974660 97.070419 72.757020 146.536601 80.259819 152.161331 87.230140 123.237785 70.835760
nirp_panini_twcms_c168 49.707995 29.572510 44.621298 33.285065 113.910537 79.182663 152.349804 81.516036 136.316118 92.570004 138.751518 77.736467
nirp_panini_twcms_c199 36.999255 25.737275 31.206240 13.137430 76.016691 65.260845 121.339203 75.378950 133.940462 67.505806 94.515551 75.039853
nirp_panini_twcms_c7385 48.303073 27.587166 55.090354 42.551785 107.147924 65.718799 125.464087 84.174016 126.161815 82.750703 131.286391 67.291266
nirp_panini_va_pc_2006ak0782 46.667172 33.470352 51.156572 43.320284 104.652609 77.111101 126.943420 69.409683 117.943905 68.038961 128.003590 84.650128
nirp_panini_wm_1502_1948 32.596468 26.220278 69.914823 85.220448 110.993305 75.055133 89.138596 66.203524 93.515776 68.827337 127.311267 76.410269
nirp_panini_wm_1505_1948 43.768987 28.265530 36.635799 59.815075 87.482160 67.458352 125.251261 73.672724 133.635726 72.706685 109.366405 72.049945
nirp_panini_wm_1641_1948 49.851838 36.923144 54.125294 67.813590 149.773562 80.785392 139.263839 81.719014 106.922626 91.857978 174.700949 74.648751
nirp_pissarro_03_255 69.952356 45.952558 31.933681 39.145576 155.496949 68.403608 158.183327 73.239725 111.667222 83.661360 190.457122 61.055159
nirp_pissarro_2002_78_8 67.043261 39.752310 50.525937 34.761316 103.650541 57.826567 127.002437 70.604666 134.310359 64.036726 137.175059 67.402518
nirp_pissarro_2811 26.862368 14.324134 126.125983 60.736367 177.425670 79.089348 158.641177 101.774168 51.064584 54.715382 190.795978 79.843127
nirp_pissarro_2934 33.164143 27.700946 42.571824 24.898699 123.318380 99.240079 146.360783 68.096911 111.190354 89.929932 139.952726 96.210507
nirp_pissarro_765 82.846551 41.974033 87.543010 44.184796 111.169964 59.258496 155.759116 68.666222 155.683988 64.769777 152.577791 69.432363
nirp_pissarro_brm_bifa_55_16 50.678772 31.883941 63.151457 33.784452 121.864126 66.623680 112.047449 71.168643 106.796535 69.897443 147.217214 67.749397
nirp_pissarro_gla_hag_43778 49.895269 37.862874 28.091067 28.299935 169.973396 62.579294 119.900084 67.022984 72.522246 56.727920 194.960683 63.173121
nirp_pissarro_k4126 62.826501 38.942793 62.860443 33.234055 100.912582 58.919500 127.625064 72.099919 136.809220 70.202855 132.326026 65.771450
nirp_pissarro_l_f122_1981_0_0 40.056096 15.554196 67.221001 24.410413 124.326113 65.562134 100.619632 74.375792 95.650752 69.645241 144.368024 67.828483
nirp_pissarro_scag_461 49.309623 25.892782 74.722997 26.366275 121.381468 75.473919 132.388513 71.638709 120.256806 82.256558 146.042260 74.275142
nirp_poussin_1923_041 31.164358 28.411438 89.664270 37.869634 56.469893 62.141189 135.250753 78.241446 148.688926 68.834290 72.037503 73.040879
nirp_poussin_1933p77 55.990070 44.724016 37.329843 43.765181 69.924444 58.263610 170.790941 92.122493 175.177745 88.847042 97.837037 67.562844
nirp_poussin_1957_8_44 56.366549 39.008092 24.041913 7.536759 66.918643 44.874704 138.087805 71.153466 160.793569 57.673951 95.070209 61.581903
nirp_poussin_1974_684 101.679469 70.122779 25.780051 23.287604 66.090210 44.953516 214.030847 68.057698 218.008279 60.080380 116.796952 76.425976
nirp_poussin_222 39.649938 28.390066 76.606732 52.339243 76.292735 61.280295 116.479038 72.425002 134.358457 69.670785 96.122402 69.052550
nirp_poussin_blkmg_p444 37.268508 34.364488 48.797323 59.446207 78.046420 68.933403 109.181194 69.235112 122.055701 68.592881 96.675404 75.649611
nirp_poussin_b-m-603 40.301192 31.248956 57.376002 52.471897 86.235353 74.457752 122.478222 75.962184 123.022237 74.761807 106.387902 80.638737
nirp_poussin_brm_bifa_38_9 55.482845 37.729138 111.044451 113.923477 66.495413 48.928342 148.943826 69.295872 169.136917 58.616971 94.233086 62.974672
nirp_poussin_fa_1991_064 64.666475 42.907239 18.263820 10.155604 49.342620 50.709899 231.150630 51.446973 228.734567 54.597673 81.513077 66.152037
nirp_poussin_fapm090001 26.269115 20.944420 101.103094 43.037245 60.477636 48.855915 89.039954 67.589318 113.786388 64.149085 73.610006 53.997418
