img nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20
nirp_rubens_b-m-481 19.024 25.891 43.131 19.938 27.801 46.940 11.584 16.188 29.278 6.127 7.913 12.389 6.566 8.541 13.542 11.270 15.424 27.446 12.091 17.047 30.835 24.137 34.668 62.773 9.795 14.136 27.084 7.050 9.648 16.633 7.920 11.025 19.720 10.111 14.426 27.214 8.150 9.985 14.528 9.152 11.171 16.022 4.065 4.959 7.210 2.313 2.785 4.021 2.326 2.801 4.033 3.722 4.522 6.586
nirp_rubens_b-m-634 18.764 25.502 41.115 4.506 5.818 9.080 7.524 9.895 15.939 5.223 6.728 10.404 5.630 7.251 11.202 7.394 9.709 15.524 12.735 18.011 32.441 4.922 6.309 9.499 7.186 9.818 17.040 5.850 7.773 12.818 6.377 8.623 14.552 7.191 9.795 16.929 6.768 8.291 12.051 3.137 3.834 5.578 2.532 3.071 4.462 2.569 3.092 4.448 2.303 2.777 4.011 2.496 3.029 4.410
nirp_rubens_b-m-831 18.268 24.590 39.459 5.755 7.493 12.003 9.464 12.765 21.562 5.100 6.636 10.396 5.537 7.226 11.291 9.146 12.254 20.445 13.748 19.640 35.644 6.301 8.168 12.547 7.564 10.335 17.977 5.759 7.732 12.902 6.353 8.605 14.509 7.118 9.697 16.532 6.432 7.889 11.502 3.662 4.478 6.526 3.022 3.676 5.371 2.283 2.749 3.969 2.356 2.840 4.106 2.879 3.499 5.114
nirp_rubens_bolmg_1891_5 14.802 19.390 29.930 7.352 9.608 15.064 10.009 13.241 21.241 5.434 7.007 10.744 5.726 7.400 11.268 9.556 12.495 19.518 10.676 14.524 24.574 8.111 10.517 15.979 9.728 13.213 22.100 5.901 7.816 12.964 6.233 8.363 14.167 9.215 12.437 20.152 5.049 6.172 8.978 4.921 6.034 8.725 3.955 4.822 6.995 2.346 2.825 4.077 2.247 2.704 3.905 3.935 4.807 6.989
nirp_rubens_brm_bifa_40_11 8.267 10.878 17.821 27.705 43.703 90.592 10.016 13.707 24.145 8.145 10.608 16.671 10.014 13.328 22.132 8.668 11.389 18.468 6.259 8.418 14.221 41.413 68.114 125.156 8.285 11.608 21.443 8.725 11.763 19.604 11.710 16.525 30.025 8.179 11.196 19.625 2.287 2.778 4.052 24.920 29.955 41.367 3.077 3.762 5.523 3.226 3.897 5.649 3.322 4.064 5.963 2.589 3.137 4.572
nirp_rubens_brm_bifa_50_1 9.734 13.498 24.036 41.742 66.366 125.053 10.042 14.025 25.682 7.519 9.955 16.281 8.825 11.768 19.699 9.165 12.634 22.730 8.191 11.537 21.938 11.487 17.300 34.179 9.763 14.340 28.981 8.516 11.836 21.179 10.486 14.867 28.002 9.387 13.577 27.127 2.759 3.361 4.928 45.284 53.584 71.145 3.363 4.081 5.948 2.753 3.301 4.744 2.820 3.396 4.903 2.493 3.021 4.408
nirp_rubens_brm_bifa_99_1 14.420 20.530 36.461 11.425 16.120 29.349 11.695 16.573 29.537 5.267 6.867 11.062 5.733 7.668 12.816 10.990 15.126 25.651 10.572 15.280 28.761 14.875 20.965 34.734 10.195 14.616 27.152 6.549 8.965 15.532 7.755 11.056 20.473 10.068 14.176 25.201 5.842 7.162 10.406 8.827 10.585 14.844 4.921 6.033 8.769 2.722 3.277 4.698 2.769 3.335 4.781 4.348 5.327 7.741
nirp_rubens_cancm_11942 23.351 32.609 56.847 5.361 7.025 11.270 6.988 9.452 15.767 4.857 6.508 10.864 4.864 6.485 10.737 6.865 9.240 15.233 8.787 12.309 22.274 6.124 8.058 12.747 7.889 11.113 19.910 5.781 7.912 13.654 5.739 7.880 13.777 7.703 10.809 19.178 11.724 14.316 20.538 3.178 3.868 5.632 2.784 3.374 4.859 2.340 2.821 4.078 2.205 2.651 3.823 2.685 3.249 4.692
nirp_rubens_cp_tr_259 17.358 23.153 37.058 5.826 7.440 11.452 9.868 13.169 21.521 5.707 7.366 11.315 6.335 8.199 12.751 9.455 12.491 20.110 12.433 17.602 31.989 6.284 8.000 11.956 8.581 11.762 20.227 6.304 8.536 14.522 7.239 9.977 17.725 8.548 11.639 19.881 6.127 7.532 10.990 3.704 4.537 6.632 3.210 3.912 5.705 2.090 2.515 3.639 2.050 2.465 3.569 3.087 3.765 5.508
nirp_rubens_cp_tr_260 22.911 30.628 50.385 8.472 10.912 16.448 12.728 17.026 27.173 6.185 8.037 12.605 7.324 9.640 15.380 12.119 16.173 25.668 14.272 20.080 35.717 9.255 11.828 17.616 12.806 17.644 29.959 6.859 9.345 15.994 8.526 11.935 21.883 12.057 16.508 27.933 8.322 10.153 14.694 5.521 6.773 9.797 4.631 5.634 8.175 2.230 2.688 3.897 2.251 2.715 3.942 4.506 5.491 7.979
nirp_rubens_fa000005 9.877 13.296 22.277 7.576 10.097 16.485 4.920 6.348 9.903 2.974 3.819 5.890 3.512 4.516 6.872 4.710 6.037 9.279 7.156 9.720 16.691 8.849 11.918 19.398 5.038 6.869 11.868 3.441 4.611 7.871 3.944 5.344 9.260 4.770 6.460 10.949 2.823 3.431 5.024 4.150 5.082 7.458 2.027 2.417 3.451 1.888 2.238 3.163 1.896 2.252 3.194 1.996 2.381 3.403
nirp_rubens_gla_hag_43808 20.641 27.626 45.774 24.496 34.728 59.201 11.675 15.908 26.854 5.620 7.280 11.567 6.983 9.145 14.694 11.065 15.090 25.466 14.337 20.788 39.935 26.347 36.419 57.775 13.704 19.533 35.246 6.419 8.777 15.113 8.248 11.466 20.392 13.040 18.497 33.294 7.565 9.227 13.373 22.212 26.821 36.794 4.096 4.976 7.209 2.552 3.057 4.364 2.667 3.199 4.575 3.881 4.711 6.854
nirp_rubens_hasmg_953_15 26.508 35.404 57.969 13.343 18.333 30.125 7.546 8.663 23.443 3.750 4.792 7.135 4.046 5.048 7.333 7.565 8.503 22.638 14.844 22.657 48.685 10.579 14.686 25.421 9.576 14.690 30.963 3.910 5.357 9.409 4.188 5.860 10.538 9.215 13.941 28.982 11.359 13.813 19.576 5.263 6.504 9.429 2.754 3.339 4.842 1.900 2.250 3.168 1.844 2.181 3.058 2.556 3.090 4.482
nirp_rubens_mnemg_00_1873_55 25.008 33.178 53.763 8.996 12.006 19.339 9.664 13.284 22.526 4.129 5.365 8.466 4.503 5.852 9.200 9.492 13.019 21.935 13.446 18.599 31.879 9.815 13.079 21.001 10.897 15.303 26.761 4.795 6.436 10.706 5.244 7.128 12.099 10.613 14.804 25.562 7.846 9.561 13.901 4.849 5.929 8.599 4.700 5.633 8.033 2.084 2.488 3.560 2.031 2.424 3.466 4.673 5.606 8.031
nirp_rubens_mnemg_00_1883_98 21.249 30.197 53.147 10.581 14.590 25.243 8.494 11.350 18.405 3.496 4.449 6.862 3.857 4.937 7.649 8.311 11.125 18.023 18.459 27.025 50.312 12.098 16.979 29.596 9.514 12.840 21.376 4.026 5.333 8.779 4.394 5.882 9.889 9.396 12.699 21.115 9.416 11.378 16.155 4.527 5.500 7.926 4.662 5.605 7.986 2.031 2.426 3.459 2.014 2.403 3.421 4.687 5.653 8.056
nirp_rubens_mnemg_00_1883_99 23.091 32.691 57.961 8.637 11.867 20.043 7.282 9.681 15.852 3.531 4.491 7.078 3.596 4.603 7.232 7.234 9.607 15.608 21.916 32.669 63.421 9.922 13.624 22.866 7.752 10.556 17.521 4.176 5.560 9.300 4.248 5.676 9.667 7.598 10.287 16.960 11.466 13.856 19.685 3.654 4.429 6.416 3.590 4.338 6.242 2.145 2.561 3.651 2.073 2.469 3.515 3.613 4.368 6.295
nirp_rubens_mnemg_10_1944_115 13.725 18.407 29.709 5.684 7.415 11.768 7.090 9.414 15.611 3.455 4.426 6.853 3.638 4.656 7.114 6.891 9.095 14.958 15.934 23.220 42.324 6.215 8.108 12.759 8.319 11.754 21.217 3.933 5.199 8.495 4.093 5.464 9.095 8.070 11.295 19.934 5.450 6.644 9.573 3.102 3.778 5.494 2.768 3.340 4.820 1.952 2.330 3.332 1.926 2.294 3.271 2.706 3.275 4.748
nirp_rubens_o-77 30.430 42.608 74.974 8.391 11.506 19.236 7.706 10.616 18.458 4.150 5.438 8.769 4.636 6.078 9.766 7.687 10.567 18.367 12.083 17.240 31.788 9.515 12.826 20.894 7.736 10.864 19.423 4.897 6.658 11.418 5.647 7.784 13.654 7.697 10.786 19.222 17.033 20.780 29.401 4.601 5.610 8.098 3.376 4.087 5.924 2.224 2.664 3.800 2.417 2.884 4.106 3.359 4.067 5.889
nirp_rubens_op_0049 15.339 21.515 37.086 20.731 29.544 52.891 13.008 17.909 30.337 6.891 8.852 13.672 8.194 10.631 16.773 11.577 15.685 26.750 8.273 11.399 20.536 25.482 37.364 67.561 11.099 15.587 27.995 7.463 9.925 16.412 9.191 12.512 21.578 9.864 13.800 24.489 5.653 6.951 10.152 11.832 14.347 20.265 4.775 5.838 8.488 2.701 3.261 4.734 2.853 3.454 5.016 4.230 5.176 7.570
nirp_rubens_op158 10.011 13.254 21.326 22.305 32.067 59.077 6.775 8.897 14.269 4.815 6.265 9.827 5.782 7.473 11.648 6.833 8.915 14.146 8.965 12.278 21.217 31.304 46.183 82.957 6.920 9.432 16.152 5.402 7.230 12.169 6.581 8.922 15.038 6.736 9.073 15.169 3.119 3.801 5.575 13.579 16.473 23.412 2.337 2.830 4.123 2.215 2.659 3.831 2.395 2.884 4.164 2.463 2.982 4.341
nirp_rubens_op276 15.774 21.766 36.177 17.891 25.481 44.043 10.271 14.158 25.136 6.088 7.962 12.728 6.692 8.806 14.468 10.010 13.688 23.589 10.966 15.397 28.492 22.728 32.086 52.510 10.123 14.587 27.415 7.113 9.829 17.486 8.261 11.774 22.513 10.601 15.143 28.150 5.018 6.139 8.962 16.189 19.567 27.521 3.737 4.529 6.589 2.222 2.670 3.857 2.090 2.512 3.631 3.511 4.272 6.223
nirp_rubens_plymm_014 11.618 15.676 26.018 5.400 6.899 10.516 5.650 7.198 11.210 4.513 5.801 8.856 5.494 7.054 10.936 5.664 7.219 11.168 7.656 10.520 18.439 5.857 7.492 11.290 5.875 8.103 14.271 5.048 6.760 11.149 6.431 8.843 15.420 5.809 7.968 13.876 3.159 3.865 5.676 3.544 4.352 6.379 1.916 2.281 3.263 2.022 2.424 3.495 1.985 2.377 3.425 1.954 2.328 3.332
nirp_rubens_po_225 16.843 22.794 37.506 8.515 11.110 17.416 8.284 9.521 26.305 5.931 7.641 11.790 6.019 7.681 12.406 8.089 9.295 24.041 11.169 16.211 31.125 8.358 11.008 17.177 9.133 13.489 26.760 6.673 9.305 16.638 7.088 10.057 18.724 9.026 13.225 25.585 5.636 6.911 10.060 4.592 5.676 8.283 3.227 3.894 5.619 2.249 2.701 3.874 2.041 2.447 3.512 3.015 3.643 5.275
nirp_rubens_po_276 10.166 14.133 25.239 21.978 33.783 71.934 7.881 11.044 20.029 5.867 7.776 12.764 6.799 9.109 15.259 6.846 9.355 16.542 7.223 9.992 17.614 7.505 10.622 19.562 8.607 12.386 23.088 6.741 9.249 15.963 8.089 11.276 20.248 7.656 10.829 19.939 3.733 4.543 6.621 18.030 21.930 31.083 3.024 3.682 5.359 2.647 3.188 4.575 2.676 3.221 4.622 2.537 3.085 4.502
nirp_rubens_po_5 14.924 20.427 34.051 8.208 10.795 16.993 6.437 8.795 15.304 4.208 5.453 8.642 5.192 6.818 10.978 6.253 8.479 14.694 7.475 10.236 17.722 9.522 12.532 19.415 7.196 10.162 18.499 4.916 6.672 11.361 6.312 8.790 15.636 6.796 9.564 17.215 4.958 6.120 8.952 4.765 5.846 8.511 2.369 2.869 4.165 2.032 2.429 3.495 2.100 2.518 3.628 2.286 2.764 4.011
nirp_rubens_som_hm_a256 16.330 22.580 37.975 13.470 18.243 29.939 12.583 17.215 29.344 6.441 8.335 13.065 6.950 9.089 14.633 12.067 16.073 26.434 9.646 13.300 23.750 15.189 20.551 31.865 11.506 16.433 30.186 7.114 9.626 16.589 8.096 11.271 20.275 11.830 16.567 29.643 5.293 6.482 9.468 9.222 11.251 16.119 4.302 5.251 7.683 2.325 2.807 4.061 2.299 2.782 4.042 4.019 4.912 7.169
nirp_rubens_truri_1923_52 20.670 27.732 45.005 21.978 30.177 49.150 17.076 24.188 43.308 8.256 10.679 16.584 8.658 11.347 18.050 15.603 21.540 36.489 17.488 24.515 42.241 19.218 26.719 43.585 16.387 25.129 53.778 8.267 10.996 18.102 8.927 12.191 20.906 14.150 20.743 39.908 6.985 8.514 12.187 9.391 11.424 16.250 7.385 9.011 13.063 3.041 3.692 5.357 2.730 3.318 4.810 6.450 7.883 11.409
nirp_rubens_twcms_b9984 12.474 16.928 28.367 11.285 15.483 26.627 9.155 12.214 20.265 4.765 6.147 9.400 5.349 6.903 10.811 8.455 11.117 17.797 7.574 10.219 17.447 12.562 17.291 29.175 8.572 11.913 21.043 5.215 6.950 11.608 5.967 8.100 13.867 8.075 11.049 19.081 3.566 4.372 6.414 6.239 7.652 11.107 2.977 3.638 5.305 2.075 2.487 3.576 2.062 2.478 3.574 2.705 3.296 4.818
nirp_rubens_twcms_c161 13.557 18.341 29.534 13.288 18.315 31.687 7.446 9.759 15.784 3.819 4.895 7.374 4.418 5.640 8.505 7.117 9.261 14.774 10.536 14.706 26.779 15.246 21.474 36.478 7.858 10.896 19.409 4.148 5.479 8.932 4.811 6.449 10.818 7.528 10.317 18.022 4.391 5.382 7.872 10.220 12.502 17.879 2.543 3.088 4.508 1.919 2.288 3.270 1.912 2.275 3.255 2.455 2.987 4.368
nirp_rubens_twcms_g1191 14.024 19.353 32.526 21.694 31.463 59.149 10.287 13.527 21.575 7.264 9.319 14.314 9.086 11.848 18.895 9.445 12.424 19.703 9.984 13.922 24.841 26.987 41.009 78.597 9.169 12.406 20.795 7.680 10.211 16.753 10.170 13.971 24.074 9.209 12.501 21.281 4.546 5.589 8.135 14.113 17.031 24.140 3.551 4.319 6.286 2.987 3.613 5.219 3.145 3.821 5.558 3.250 3.963 5.782
nirp_rubens_twcms_g3894 9.836 13.071 21.011 25.860 38.231 76.084 7.706 10.361 17.368 4.898 6.368 9.969 5.809 7.579 12.229 7.048 9.235 14.975 9.205 12.770 22.436 35.589 54.863 96.327 7.791 10.839 19.518 5.467 7.409 12.628 6.653 9.225 16.224 6.959 9.439 16.166 2.935 3.583 5.255 23.656 28.357 39.068 2.384 2.896 4.228 2.109 2.530 3.629 2.109 2.529 3.646 2.293 2.779 4.063
nirp_rubens_va_pc_2006bh7526 12.709 17.914 30.784 13.765 20.245 38.133 7.492 10.427 19.084 3.266 4.217 6.635 3.635 4.739 7.536 7.017 9.614 17.090 9.545 13.649 25.520 16.642 25.121 50.555 7.994 11.488 21.830 3.841 5.186 8.872 4.353 6.003 10.465 7.461 10.500 19.385 4.450 5.423 7.898 5.856 7.149 10.270 2.700 3.272 4.744 1.941 2.299 3.257 1.883 2.230 3.160 2.540 3.074 4.470
nirp_rubens_va_pc_2006bh7530 21.294 29.375 49.238 24.934 35.531 63.308 11.225 16.317 32.136 4.704 6.118 9.605 5.422 7.064 11.344 10.836 15.481 29.471 9.797 13.565 24.357 32.572 48.085 81.510 10.382 15.373 31.086 5.488 7.624 13.501 6.628 9.371 17.392 10.326 15.226 30.705 8.917 10.910 15.824 16.174 19.550 27.577 5.363 6.509 9.389 1.915 2.281 3.241 1.950 2.324 3.318 4.796 5.825 8.426
nirp_rubens_va_pc_2006bh7543 16.932 23.543 39.127 16.776 23.720 41.394 9.009 12.011 19.506 4.722 6.089 9.327 5.568 7.196 11.245 8.472 11.237 18.149 9.729 13.688 24.489 18.375 27.026 50.798 9.161 12.559 21.536 5.099 6.761 10.962 6.129 8.244 13.853 8.679 11.871 20.235 6.047 7.457 10.864 7.146 8.697 12.508 3.267 3.960 5.755 2.233 2.680 3.864 2.260 2.717 3.925 3.076 3.736 5.424
nirp_rubens_va_pc_2006bh7765 17.186 24.107 39.592 14.887 21.277 37.469 10.871 15.023 25.881 4.004 5.159 7.870 4.709 6.072 9.399 9.862 13.509 22.836 10.420 14.739 26.788 18.014 26.536 51.043 12.584 17.665 31.177 4.396 5.844 9.596 5.250 7.091 11.978 11.504 16.090 28.159 6.725 8.216 11.964 5.723 6.982 10.069 4.819 5.842 8.394 2.047 2.441 3.490 2.072 2.475 3.544 4.175 5.091 7.354
nirp_rubens_va_pc_2007bp0891 13.592 18.721 31.618 21.057 29.673 50.815 12.487 17.213 29.365 7.167 9.378 15.244 11.163 15.197 26.187 10.219 13.790 23.009 9.201 12.632 21.918 25.955 35.973 58.244 15.079 21.809 39.312 8.075 10.879 18.293 12.547 17.379 30.227 12.164 17.205 31.354 4.197 5.139 7.507 17.679 21.298 29.771 4.305 5.294 7.755 3.117 3.759 5.399 4.401 5.359 7.738 3.370 4.101 5.990
nirp_rubens_wisfm_1938_25_1 13.512 17.941 28.533 15.877 22.718 40.818 11.356 15.308 25.321 4.478 5.772 8.928 5.290 6.880 10.857 10.124 13.369 21.186 10.254 14.005 23.597 18.990 27.380 47.835 10.869 15.131 26.514 5.008 6.763 11.434 6.112 8.443 14.784 9.940 13.540 22.499 4.383 5.376 7.817 9.846 11.949 17.113 4.123 5.041 7.340 2.000 2.390 3.422 2.060 2.470 3.551 3.721 4.547 6.636
nirp_rubens_wm_1570-1948 20.413 28.117 47.760 14.998 20.611 34.789 11.178 15.065 25.599 7.162 9.207 14.313 9.275 12.133 19.193 10.572 14.243 24.322 11.204 15.599 27.788 18.464 25.549 40.729 12.681 17.899 32.592 7.988 10.790 18.013 10.671 14.796 25.838 11.971 17.041 31.578 9.361 11.493 16.548 9.180 11.118 15.886 3.733 4.546 6.621 3.060 3.689 5.319 3.319 4.010 5.800 3.333 4.059 5.928
nirp_rubens_wm_1586_1948 24.385 33.185 55.677 6.466 8.338 13.217 10.465 14.061 23.344 6.462 8.457 13.507 6.875 8.999 14.200 10.258 13.786 22.839 12.913 18.071 32.108 7.065 9.113 13.968 11.944 16.779 29.782 7.548 10.371 17.831 8.025 11.062 19.056 11.728 16.431 29.371 9.848 12.082 17.390 4.369 5.336 7.727 3.889 4.732 6.877 2.635 3.182 4.596 2.711 3.267 4.718 3.770 4.587 6.644
nirp_rubens_wm_1597_1948 15.968 21.529 35.115 8.564 11.111 17.261 8.919 12.103 21.120 7.446 9.710 15.233 9.041 11.992 19.563 8.785 11.815 20.226 9.600 13.206 23.106 9.556 12.333 18.516 8.314 11.718 22.194 8.500 11.642 20.032 11.183 15.941 30.141 7.719 10.612 19.188 4.962 6.101 8.921 6.058 7.388 10.704 2.470 3.007 4.410 2.850 3.442 4.984 3.015 3.648 5.293 2.482 3.020 4.429
nirp_rubens_wm_1608_1948 13.906 19.028 32.439 24.034 34.701 65.661 8.438 11.408 19.373 6.056 7.901 12.513 8.547 11.233 18.085 7.931 10.621 17.847 8.953 12.382 22.132 33.801 52.131 94.256 7.299 10.068 17.697 6.653 9.072 15.438 9.792 13.543 24.174 6.751 9.217 16.044 4.136 5.078 7.456 18.915 22.827 31.927 2.822 3.432 5.007 2.354 2.833 4.097 2.977 3.604 5.235 2.486 3.020 4.419
nirp_rubens_wm_1626_1948 30.790 43.206 75.980 8.868 11.618 18.343 12.267 17.602 32.700 5.293 6.942 11.153 6.260 8.236 13.457 11.930 16.976 31.405 11.954 16.923 30.897 9.761 12.697 19.502 14.915 22.506 42.977 6.224 8.553 14.814 7.654 10.713 19.696 14.264 21.525 41.059 22.393 27.120 37.609 7.469 9.104 12.924 6.614 8.096 11.618 2.228 2.680 3.862 2.302 2.763 3.982 6.123 7.474 10.808
nirp_rubens_x158 35.059 46.601 73.753 12.953 17.368 28.301 12.011 17.784 37.205 4.565 5.920 9.356 4.746 6.144 9.751 11.703 17.035 34.864 28.909 40.503 68.223 13.074 17.485 27.367 15.629 24.165 50.159 5.398 7.429 13.060 5.647 7.883 14.192 14.866 22.658 45.218 17.645 21.210 29.485 9.501 11.582 16.519 6.332 7.775 11.288 2.030 2.422 3.448 1.956 2.330 3.315 6.144 7.541 10.964
nirp_teniers_1313 12.975 17.379 28.417 11.172 15.184 25.459 10.666 14.884 26.535 5.175 6.735 10.636 5.534 7.186 11.493 9.771 13.333 22.557 11.539 16.290 29.241 12.991 17.943 30.160 10.013 14.371 26.418 6.177 8.520 14.998 6.701 9.281 16.522 9.423 13.262 23.786 4.536 5.530 8.029 5.557 6.781 9.781 4.282 5.207 7.560 2.072 2.473 3.545 2.092 2.506 3.605 3.547 4.319 6.296
nirp_teniers_13 12.414 16.511 26.816 8.165 10.806 17.153 10.755 14.325 23.770 6.468 8.326 12.901 6.984 9.048 14.200 9.908 12.940 20.557 9.998 13.828 24.242 9.375 12.185 18.554 10.291 14.406 25.539 7.105 9.636 16.491 7.138 9.750 17.038 9.156 12.512 21.150 3.953 4.841 7.090 6.132 7.490 10.829 3.436 4.197 6.123 2.278 2.745 3.985 2.265 2.730 3.950 3.162 3.864 5.644
nirp_teniers_1904-109 15.664 21.908 38.081 16.604 23.698 42.080 8.247 11.352 20.703 5.919 7.749 12.315 7.763 10.297 16.566 7.837 10.700 19.203 8.637 12.141 22.137 15.904 23.348 43.482 6.784 9.505 17.407 6.723 9.216 15.672 9.096 12.743 22.345 6.648 9.357 16.975 6.352 7.773 11.232 7.227 8.804 12.736 2.467 3.002 4.396 2.643 3.182 4.599 3.314 4.016 5.810 2.328 2.824 4.118
nirp_teniers_1904-110 12.221 17.116 30.407 19.998 30.413 61.765 9.415 13.095 23.312 4.966 6.450 10.110 6.019 7.878 12.772 8.362 11.316 19.674 10.991 15.948 30.937 25.945 40.935 88.528 10.386 14.969 28.144 5.359 7.193 11.972 6.665 9.160 15.837 8.977 12.788 23.502 4.376 5.354 7.793 10.441 12.692 18.060 3.539 4.314 6.274 2.274 2.732 3.928 2.340 2.822 4.067 2.982 3.624 5.276
nirp_teniers_1925p81 13.197 17.637 27.561 18.466 26.096 47.682 7.931 10.287 17.452 4.319 5.564 8.504 5.019 6.426 9.914 7.527 9.613 15.915 11.070 15.425 27.137 19.991 29.411 52.633 7.997 11.090 19.614 4.666 6.259 10.559 5.438 7.450 12.996 8.003 10.977 18.913 3.861 4.725 6.865 9.473 11.562 16.596 2.964 3.587 5.165 2.017 2.412 3.451 2.023 2.420 3.468 2.878 3.489 5.041
nirp_teniers_1974_777 11.783 16.022 27.481 26.093 38.664 77.618 8.366 11.749 21.883 5.103 6.736 10.969 8.787 11.989 20.439 7.724 10.585 18.812 8.797 12.416 22.602 18.687 29.085 61.089 8.762 12.799 25.085 6.043 8.357 14.562 10.910 15.490 28.252 8.094 11.595 22.214 4.112 4.981 7.233 18.853 22.831 32.065 3.393 4.103 5.948 2.133 2.556 3.673 3.972 4.797 6.933 3.087 3.724 5.367
nirp_teniers_259 14.133 19.202 31.409 17.060 23.978 41.917 9.969 13.311 22.810 4.873 6.266 9.516 6.790 8.835 13.784 9.159 12.149 20.196 8.257 11.224 19.116 21.279 31.317 58.656 9.006 12.553 22.387 5.229 6.971 11.432 7.604 10.320 17.524 8.600 11.910 20.728 4.265 5.254 7.701 7.827 9.578 13.910 3.556 4.344 6.347 2.129 2.556 3.681 2.746 3.312 4.768 3.120 3.812 5.593
nirp_teniers_44623i 14.746 20.080 31.898 11.058 15.067 25.273 6.539 8.694 14.840 3.503 4.493 7.016 3.799 4.867 7.610 6.355 8.459 14.173 15.633 22.633 41.817 12.130 16.403 27.115 7.464 10.672 19.915 4.032 5.394 9.072 4.413 5.986 10.250 7.097 10.001 18.230 5.776 7.074 10.178 5.614 6.855 9.878 2.255 2.710 3.898 1.900 2.252 3.205 1.883 2.229 3.172 2.201 2.644 3.816
nirp_teniers_44639i 18.432 25.028 39.932 13.510 18.561 31.090 9.279 12.151 19.774 4.499 5.736 8.677 4.901 6.224 9.417 9.074 11.862 19.030 16.734 24.719 46.468 15.940 22.315 37.447 9.800 13.758 24.466 4.944 6.499 10.466 5.432 7.226 11.812 9.610 13.376 23.448 7.091 8.700 12.623 6.080 7.429 10.707 3.126 3.806 5.540 2.166 2.598 3.736 2.103 2.523 3.628 3.068 3.731 5.454
nirp_teniers_44715i 12.923 17.411 28.456 23.900 33.614 58.640 9.247 12.831 22.831 4.998 6.473 10.190 5.993 7.882 12.801 8.630 11.718 19.947 12.382 17.723 32.970 29.377 40.917 66.653 9.899 14.215 26.565 5.672 7.760 13.391 7.060 9.782 17.574 8.884 12.575 22.589 4.330 5.310 7.781 21.153 25.439 35.273 3.690 4.500 6.552 2.067 2.468 3.535 2.222 2.669 3.842 3.006 3.665 5.374
nirp_teniers_44733i 13.326 17.953 29.129 14.778 20.780 35.796 6.688 9.206 16.643 4.163 5.442 8.693 4.374 5.743 9.289 6.398 8.702 15.257 11.187 15.630 27.956 17.877 25.590 44.277 7.000 10.026 19.005 5.078 6.981 12.130 5.437 7.573 13.536 6.962 9.871 18.219 4.797 5.869 8.544 6.983 8.518 12.237 2.156 2.599 3.763 2.159 2.571 3.660 1.990 2.367 3.371 2.121 2.557 3.706
nirp_teniers_44987i 12.093 16.388 26.362 9.272 12.837 22.177 4.963 6.675 11.224 2.748 3.514 5.513 2.985 3.829 6.029 4.805 6.440 10.664 13.149 19.040 35.449 10.757 14.804 24.812 5.622 7.906 14.166 3.333 4.502 7.765 3.661 5.007 8.755 5.357 7.492 13.146 4.617 5.625 8.153 5.098 6.208 8.995 1.924 2.284 3.266 1.867 2.207 3.113 1.849 2.185 3.079 1.924 2.290 3.265
nirp_teniers_45071i 15.180 20.784 33.736 15.166 21.261 36.202 7.323 9.971 18.691 5.267 6.937 11.270 5.113 6.705 10.959 7.120 9.599 17.399 15.526 22.848 43.599 17.513 25.309 45.819 6.971 9.920 18.639 6.348 8.723 15.149 6.245 8.670 15.459 7.728 10.974 20.637 5.638 6.901 9.986 6.094 7.483 10.732 2.480 3.005 4.370 2.336 2.816 4.059 2.076 2.492 3.592 2.415 2.926 4.256
nirp_teniers_45082i 20.125 27.492 43.886 15.165 21.213 36.467 9.140 12.629 21.426 4.016 5.179 8.017 4.588 5.943 9.255 8.822 12.109 20.271 12.192 17.160 30.751 17.487 24.478 39.905 9.739 13.565 23.423 4.537 6.038 9.963 5.201 7.042 11.847 9.278 12.836 21.944 7.695 9.406 13.549 9.241 11.290 16.138 3.949 4.820 6.990 2.102 2.519 3.624 2.169 2.602 3.744 3.690 4.519 6.573
nirp_teniers_47474i 12.486 17.126 28.895 18.656 26.892 49.229 7.313 9.764 16.692 3.715 4.766 7.210 4.314 5.547 8.474 6.854 9.041 14.968 13.916 20.259 38.419 21.083 31.552 60.231 8.746 12.887 25.538 4.080 5.402 9.038 4.763 6.468 11.203 8.102 11.741 22.553 4.234 5.162 7.454 13.020 15.756 22.490 2.091 2.523 3.648 1.915 2.278 3.242 1.901 2.263 3.222 2.028 2.436 3.524
