img r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std
nirp_carlevariis_va_pc_2007bn4188 112.459706 24.741104 22.204988 2.513004 121.894922 28.399387 145.596905 54.039799 165.058173 44.857904 178.146094 24.576766
nirp_carlevariis_va_pc_2007bn4189 53.392449 67.984158 19.563432 12.942382 44.819953 49.567129 164.394910 77.580415 183.966806 67.245935 71.492932 82.628479
nirp_carlevariis_va_pc_2007bn4190 176.890637 18.125030 26.767970 5.136603 146.772225 29.541092 238.790891 24.495010 195.272060 30.484126 235.104959 30.244086
nirp_carlevariis_va_pc_2007bn4191 29.467977 9.846273 12.784184 7.271087 26.938205 15.952142 174.356062 71.080078 197.968908 56.104194 41.641026 19.321894
nirp_carlevariis_va_pc_2007bn4192 138.370491 45.095422 8.805616 8.320082 74.037007 30.498626 251.036015 13.621009 249.883478 15.388953 143.007155 51.748206
nirp_carlevariis_va_pc_2007bn5321 64.394832 33.469665 20.915158 13.734837 55.169715 36.792531 184.069133 67.324852 204.647230 54.925697 87.314756 48.539625
nirp_carlevariis_va_pc_2007bp1515 95.652624 53.734194 15.621750 19.759676 109.992868 58.554118 151.657890 57.010880 155.603334 44.162482 157.823423 79.820944
nirp_carlevariis_va_pc_2007bp1516 143.084420 83.712902 16.455720 7.425299 79.511981 46.436386 240.410346 38.353109 240.843635 34.673487 150.837337 86.562079
nirp_carlevariis_va_pc_2007bp1517 172.970492 52.810626 21.031153 6.078740 131.808867 43.783830 242.324175 33.379199 206.334669 28.766073 218.114984 66.734245
nirp_carlevariis_va_pc_2007bp1518 55.166195 56.729804 82.221444 66.457136 59.345624 50.486439 118.119429 84.565458 135.288842 78.344646 86.921744 75.488828
nirp_carlevariis_va_pc_2007bp1519 158.398930 76.999364 12.783730 7.336748 93.264310 49.563385 248.537428 20.871733 239.526816 22.481009 172.262957 86.810467
nirp_carlevariis_va_pc_2007bp1520 231.587923 38.293737 15.652532 7.972045 116.397513 19.359997 254.987684 0.400626 254.773150 3.302122 231.814654 38.285865
nirp_carlevariis_va_pc_2007bp2400 96.242416 88.712278 17.013819 7.157011 64.363129 61.381600 236.467326 41.461263 230.036751 31.716579 112.329946 105.104044
nirp_carlevariis_va_pc_2007bp2401 68.824646 77.814899 15.527744 12.581641 53.677967 51.679791 184.057020 74.094466 195.954030 53.033722 87.994565 89.574664
nirp_cuyp_1_40 99.051827 45.882951 29.107319 4.763360 67.235458 46.767144 233.012288 34.962290 232.202680 38.191058 116.629402 64.630293
nirp_cuyp_1899_1_39 140.554629 18.452349 20.814194 4.473328 176.453593 30.730370 253.473218 8.855451 148.852183 33.809247 246.533833 29.856523
nirp_cuyp_1933p319 59.285526 21.906681 31.008750 7.067090 191.490021 27.856109 137.008930 68.655517 70.199580 30.063456 221.165448 25.471055
nirp_cuyp_1974_492 109.367102 53.086754 28.740861 16.960543 103.910901 66.271433 222.116689 51.236156 191.938312 45.658164 158.476053 90.188776
nirp_cuyp_31 86.812710 35.720025 60.325691 78.372342 147.295913 44.502163 141.088492 77.381208 113.462680 27.722112 190.680619 57.694353
nirp_cuyp_49_246 93.000632 16.199559 34.637143 4.113002 183.487970 43.930521 211.429744 51.825786 110.226045 41.707096 229.960030 39.240932
nirp_cuyp_70 95.027416 27.242668 31.246685 14.743890 166.847921 64.551947 229.831754 42.171582 129.098326 59.269503 214.271132 67.019930
nirp_cuyp_a1_120 29.838275 24.626445 63.139114 45.858830 149.838634 67.307757 74.641719 65.108112 62.465768 58.051443 164.792183 66.091894
nirp_cuyp_a1918 137.616730 9.743633 22.957077 3.052107 163.693577 23.787878 207.735507 40.998949 153.173409 21.642076 232.450635 23.963979
nirp_cuyp_a466 58.809481 23.306837 60.342045 70.400222 166.655461 79.892888 203.672254 78.465694 91.010364 42.447747 195.934932 89.334070
nirp_cuyp_brm_bifa_59_5 35.604527 21.742291 138.246573 111.272175 108.756433 82.581705 136.253938 83.938932 119.679684 79.175737 126.524471 87.292551
nirp_cuyp_eu_727 87.776773 26.150668 36.803786 3.652666 171.122806 59.252435 211.559555 58.565594 118.823888 57.607360 214.926382 63.861201
nirp_cuyp_fa001097 55.139338 38.617646 41.668315 44.230240 78.392095 72.871060 164.735916 69.984269 159.703044 64.395978 105.934886 88.171875
nirp_cuyp_mnemg_bentlif_64_1897_112 40.415582 15.075302 47.522605 14.062377 140.152144 54.534700 89.934544 73.196373 86.424331 72.368926 160.366489 54.505678
nirp_cuyp_som_hm_a245 54.372941 29.282478 18.239836 17.550609 42.428391 27.432548 189.400456 43.453464 214.562697 28.901098 69.583101 41.633528
nirp_cuyp_som_hm_a55 100.076313 26.172954 17.517283 10.263478 77.217956 35.439517 190.136705 40.138490 210.793745 30.099270 127.241837 47.121965
nirp_cuyp_som_hm_a85 25.654591 16.631808 84.961105 64.818604 75.454693 48.151764 84.552409 81.822336 102.059811 76.648818 88.270257 50.549009
nirp_cuyp_twcms_b6247 56.450356 35.066809 21.733519 12.104880 89.666457 89.315808 218.805623 68.675642 171.879527 90.092598 117.743991 99.927305
nirp_cuyp_twcms_b8409 114.368826 18.261866 27.820755 3.712883 162.271542 52.852747 226.189911 35.036017 145.515743 59.753689 219.373212 46.988862
nirp_cuyp_va_pc_2006bh7783 58.757718 15.555920 28.626066 7.387612 73.159249 34.834406 128.892613 53.638174 161.779760 49.548959 102.528288 35.918930
nirp_daubigny_1141 54.148770 33.191100 30.013595 16.031748 68.136405 73.002613 191.981513 85.446112 177.977461 90.872878 95.104442 85.733276
nirp_daubigny_1962p6 149.284844 53.176557 26.846791 5.843699 77.073754 28.637508 250.794431 13.236266 252.161881 8.803295 151.502475 54.858642
nirp_daubigny_2136 97.796730 22.883807 34.002494 2.856827 151.838833 34.025141 147.482420 61.601692 126.336759 23.839710 200.748918 39.515648
nirp_daubigny_2137 27.422116 18.911546 57.113427 77.398846 180.612888 63.203427 86.974009 69.971795 51.049677 55.674551 194.361600 59.697886
nirp_daubigny_332 77.162977 8.838760 37.289637 2.884248 210.278479 19.478541 237.533684 42.460749 79.780154 11.198719 248.749432 20.497010
nirp_daubigny_a1_241 41.366213 41.278376 70.677871 45.906965 61.910267 75.104601 178.017754 85.496387 166.762879 78.550533 82.500000 92.588533
nirp_daubigny_ag003149 12.445622 8.111885 100.750911 65.219855 149.492851 83.737553 76.862135 85.904208 45.335240 58.697295 155.747268 83.752904
nirp_daubigny_bermg_1431 29.102152 15.325908 74.355977 84.129572 160.901016 62.554148 74.984310 59.331389 62.900000 68.129098 175.503407 58.049699
nirp_daubigny_brm_bifa_72_1 40.606232 8.875402 28.320444 10.112941 204.493968 43.018354 150.457984 61.069448 50.450051 24.473643 224.844152 43.694293
nirp_daubigny_nwhcm_1949_136_f 19.882167 17.491587 98.506671 87.896787 46.861582 43.775516 79.950685 65.178228 104.442271 61.781565 56.797001 51.025456
nirp_daubigny_po_131 200.885946 47.012975 26.031938 6.413374 116.453237 24.242694 233.805605 31.981198 235.816170 28.732254 216.745673 41.073017
nirp_daubigny_po_136 20.258580 12.541226 125.866923 53.697497 164.090070 85.335313 119.748903 94.718465 52.971870 62.882304 174.211036 83.489135
nirp_daubigny_scag_14_1967 54.946437 36.401963 72.271907 34.419807 174.163908 82.756467 216.113505 52.354614 97.868169 85.720019 201.588018 75.671207
nirp_delacroix_1873 118.819976 39.704678 29.328272 10.860237 83.930878 46.331677 226.826026 41.008377 224.049835 41.654109 143.237436 60.609820
nirp_delacroix_1963p32 44.440066 29.702279 27.114712 18.167366 137.778957 85.819993 152.617938 78.426196 112.943172 96.785394 160.021525 75.315551
nirp_delacroix_brm_bifa_53_1 74.891255 32.388914 30.521084 8.173956 81.805720 45.648114 143.265259 45.616534 170.709134 37.834563 119.261366 59.598213
nirp_delacroix_brm_bifa_62_1 90.210574 46.759123 21.370527 11.800404 86.668705 57.446594 186.425673 57.550049 188.145597 54.281180 131.733052 72.100049
nirp_delacroix_k2873 134.344838 39.321611 25.095447 7.842132 153.723046 52.768744 236.287034 33.385838 165.737670 50.235633 220.768393 60.409617
nirp_delacroix_ncm_1980_195 24.072599 13.996370 73.963776 50.937858 71.598499 46.379521 83.080822 80.686992 103.505972 78.659027 83.681603 46.493900
nirp_delacroix_souag_b47 53.662632 29.511396 28.684777 7.202608 94.945341 50.647665 120.672673 87.354862 133.546799 77.689094 121.756948 54.517884
nirp_delacroix_va_pc_2006ag3572 75.365857 57.492951 32.850975 62.207102 62.442424 40.567427 167.917642 66.580259 190.513231 53.291533 100.091899 65.722793
nirp_delacroix_va_pc_2006ag4483 97.909918 57.428013 27.544665 20.278197 75.025622 43.900859 190.466118 67.691514 202.831341 53.703483 123.905623 68.541478
nirp_diaz_1114 108.035511 47.331283 32.120237 10.063660 117.209542 61.222896 201.458962 62.675899 176.675311 56.192545 171.155658 77.134616
nirp_diaz_1117 45.446656 32.780362 77.423376 61.023486 87.484848 65.019598 115.303000 77.189808 125.460313 71.297477 110.198255 71.069922
nirp_diaz_1159 98.484154 38.555660 31.452403 36.611966 112.937340 59.219641 182.974900 61.588529 169.954194 50.362260 162.143076 72.992230
nirp_diaz_1_44 73.977742 39.984083 22.459540 11.800645 108.759492 75.004442 182.161871 52.916004 164.306290 72.323006 145.738646 82.666641
nirp_diaz_1939p642 66.277598 42.326466 27.077802 9.476084 66.664148 66.835333 223.682077 54.161330 211.076213 68.560543 99.656923 77.726833
nirp_diaz_839 124.032676 48.692902 33.566338 9.736641 79.833124 37.690364 218.979092 40.229343 227.715830 33.952857 141.783244 56.894273
nirp_diaz_art00315 48.946479 30.914703 35.207432 7.426362 45.641055 28.138292 149.260503 55.303164 180.707282 43.205882 70.114264 41.973322
nirp_diaz_cp_tr141 26.007382 18.529590 141.183256 88.899253 60.299775 53.218070 92.031058 59.553496 116.607652 55.847954 73.323781 59.094420
nirp_diaz_fa000722 32.818223 8.161819 97.181927 19.510766 82.850551 41.764361 68.578919 38.242317 98.127277 38.480767 99.269445 43.729096
nirp_diaz_gr_39 44.568062 21.016446 134.993622 28.760766 141.294706 64.563714 114.606779 82.945202 81.305785 49.901841 163.577015 66.490045
nirp_diaz_l_f7_1938_0_0 81.368976 35.461805 40.107711 9.461439 102.606807 56.158265 157.213193 68.013813 157.711084 51.946464 143.272590 67.557011
nirp_diaz_po_138 124.377157 51.179249 21.965604 10.162239 76.838087 44.206980 243.143486 26.212503 238.320260 35.225652 138.850282 63.932630
nirp_diaz_stigm_8147 115.338176 47.564002 25.550732 8.502855 111.452018 63.952644 221.347534 38.504165 194.586517 57.871622 169.044664 76.402386
nirp_diaz_va_pc_2006ag3573 11.370207 13.063571 67.052570 45.225590 36.816409 41.788440 80.246825 77.398490 102.704260 76.772452 42.461658 46.075040
nirp_diaz_va_pc_2006bh7518 68.202788 21.356202 68.000030 25.932179 153.402195 75.376512 192.209398 63.227506 118.311659 63.884427 187.468864 80.721966
nirp_diaz_va_pc_2006bh7591 42.662350 17.696576 43.850272 25.357648 142.375097 74.625178 126.345397 81.841409 79.773674 37.941768 163.697015 79.888099
nirp_diaz_va_pc_2007bp0704 95.033063 69.982571 24.745856 13.041344 53.351261 44.762229 247.546066 36.712276 244.327387 40.273920 100.631381 77.192012
nirp_dughet_1951p104 19.365385 9.953430 71.785101 41.998866 120.978369 79.348894 59.908063 47.896901 58.301810 40.995149 130.695886 79.259886
nirp_dughet_596 35.715603 18.151882 115.613344 47.801689 153.981405 84.119701 135.251562 78.884860 66.545812 32.711136 171.836007 89.366035
nirp_dughet_a1_209 27.163396 12.418809 89.492264 25.180632 108.689374 72.357270 80.051355 59.805353 77.301385 48.922715 122.306592 76.475924
nirp_dughet_bikgm_1277 18.351161 11.423341 65.425370 38.870727 202.732617 31.901319 65.271822 59.109562 24.465325 20.403355 211.962805 28.626702
nirp_dughet_b-m-595 58.386149 41.756654 29.018083 21.396969 45.091523 32.388100 177.638331 70.283873 199.831480 58.984993 74.232365 51.327244
nirp_dughet_b-m-791 49.957657 27.671923 39.061631 69.126771 144.467809 68.206014 120.237433 73.404785 91.177895 58.847434 169.443228 63.667061
nirp_dughet_bolmg_1898_3 51.267037 25.604397 50.218556 7.113234 44.831301 21.992594 156.611071 51.009252 189.035868 38.790121 70.471126 33.013719
nirp_dughet_bolmg_1940_4_4 29.787571 13.566994 75.200419 15.284350 45.350135 27.977131 98.944355 37.217537 138.522252 35.603433 60.271758 33.522287
nirp_dughet_brm_bifa_69_8 52.109523 22.981083 32.077820 7.489809 51.305046 38.913437 172.134904 61.815488 195.176405 49.482008 77.327640 47.419204
nirp_dughet_cp_tr372 95.460678 47.612922 27.022084 8.220510 98.697152 73.068114 230.368920 34.502351 195.705074 49.017772 146.320041 95.056568
nirp_dughet_eu_728 20.014294 24.754952 48.808468 32.027383 54.534324 52.424844 63.943904 59.966573 79.740000 48.413185 64.551021 61.930518
nirp_dughet_fa000265 18.845944 8.669061 127.861238 22.848487 60.847145 73.070616 111.967548 69.341128 124.972145 72.531004 70.275631 75.552191
nirp_dughet_fa000266 16.097261 13.190552 92.163102 45.047232 72.353238 79.857053 84.582783 70.980369 93.890905 67.397360 80.409888 81.715936
nirp_dughet_harag_338 12.898486 15.437711 95.830019 66.685314 39.314680 61.649925 107.247383 85.991128 119.455750 79.860592 45.718279 66.345585
nirp_dughet_lcnug_1927_2251 30.282870 25.030008 80.495193 41.583004 136.704920 75.852480 78.268719 58.896903 71.274272 60.400296 151.876612 74.091869
nirp_dughet_lcnug_1927_2252 24.771747 16.938509 75.914304 43.994685 104.445945 78.289399 81.572179 62.641199 83.090137 59.218663 116.855283 78.628055
nirp_dughet_mnemg_00_1873_16 22.816879 16.272730 113.996845 36.149542 76.801406 93.339212 172.135290 76.096446 153.669090 92.411088 88.199135 92.758432
nirp_dughet_o-79 13.910291 7.922065 130.732105 99.653085 50.387196 22.010746 41.470993 28.051634 68.004142 35.756638 57.340646 23.346617
nirp_dughet_op_0026 40.137535 21.502972 24.339382 10.693236 27.452510 22.221952 218.009721 58.536310 229.508547 45.898774 47.381636 31.966348
nirp_dughet_scag_1_1959 58.024107 35.478278 34.171276 30.113206 107.869654 87.169081 185.983568 53.893286 153.039426 84.871028 136.870798 86.725983
nirp_dughet_scag_1490 25.364437 28.335779 51.662052 67.427700 42.546746 51.516095 113.707899 74.492772 132.600503 70.040001 55.231152 58.708151
nirp_dughet_som_hm_a225 39.128672 24.073483 20.958711 10.166579 47.757404 38.623836 125.306992 40.361770 160.727400 31.273314 67.387628 49.686658
nirp_dughet_stigm_8148 195.696158 61.385048 37.664171 5.093502 119.566679 35.087338 236.177880 32.212365 228.541697 19.634342 217.279311 64.215963
nirp_dughet_stopm_kx_23 87.933109 31.585886 25.195619 5.934763 83.738062 60.541619 213.671712 58.005058 204.885656 52.889773 127.585141 75.026548
nirp_dughet_stopm_kx_24 96.928845 40.619335 25.974628 6.991528 94.320094 60.092479 200.825025 53.041650 194.497938 44.274178 142.723926 78.427227
nirp_dughet_stopm_kx_25 75.667315 43.659804 16.426542 6.940578 43.359335 36.014090 251.367919 16.118647 249.230185 17.322139 80.961775 57.365721
nirp_dughet_stopm_kx_26 66.146793 46.329121 14.678682 7.277531 37.391818 35.811074 254.706924 3.593796 250.867703 13.966011 70.228908 58.704035
nirp_dughet_va_pc_2006bb5069 63.788912 38.597715 33.913968 7.034956 79.429383 62.624973 161.966149 60.471474 171.064651 53.728571 111.315361 77.322490
nirp_dughet_va_pc_2006bh7840 32.187002 16.060876 50.145163 17.517367 76.312549 56.185151 88.066697 48.288004 112.305960 54.192899 92.427373 59.262506
nirp_dughet_watmc_2004_162 43.901911 13.557206 32.871327 5.637335 65.278946 74.359281 203.166557 58.376983 192.221204 74.754097 87.159436 77.120551
nirp_dujardin_1_111a 52.057185 25.161010 24.530193 5.843051 43.993866 43.841460 213.486415 52.615587 222.500060 47.107516 69.917051 52.592913
nirp_dujardin_34_13 50.867660 23.712961 32.771725 13.095570 65.692352 56.869532 164.969497 69.662484 178.188949 65.614650 91.084312 64.018939
nirp_dujardin_brm_bifa_67_2 27.161026 23.803916 94.965617 32.866522 182.438614 37.458901 63.869697 60.240362 41.435764 52.541622 196.066067 30.942333
nirp_dujardin_eu_719 73.591462 21.614497 27.900891 4.624514 95.241149 62.610300 168.183857 48.456049 172.886892 58.691522 132.054070 70.816552
nirp_dujardin_eu_720 62.391687 29.520057 20.675930 16.776229 58.447749 27.587680 141.348199 46.435853 176.970108 43.132638 89.631573 41.463165
nirp_dujardin_fa000869 139.900600 39.278725 21.347869 9.826552 88.587335 38.782172 234.056032 31.707208 232.600840 32.034158 158.417917 53.891834
nirp_dujardin_gla_hag_43738 25.935616 21.397887 26.943451 9.118813 26.560706 49.219807 228.257984 50.307842 227.234450 53.800597 39.359480 58.131401
nirp_dujardin_l_f201_1975_0_0 38.137240 23.273453 22.208652 53.185587 114.716354 72.041761 78.840220 59.174510 79.950949 61.427963 133.812873 78.491301
nirp_dujardin_som_hm_a116 52.826159 19.756713 27.637869 6.308179 39.859302 19.509665 186.111710 46.208632 211.804244 32.348309 66.269145 27.977943
nirp_dujardin_som_hm_a129 51.869621 24.412462 27.736576 10.078776 118.514174 77.194543 152.480912 86.577358 114.525860 51.387297 144.400875 87.983429
nirp_dujardin_som_hm_a209 28.721681 18.834301 124.965610 37.089614 168.905742 43.831304 70.436214 64.897434 42.780562 37.316312 183.332715 44.845048
nirp_dujardin_souag_b34 36.722915 12.629642 30.027371 5.251725 28.951762 25.726800 211.021620 62.558299 223.638723 48.968905 47.201204 30.104140
nirp_dujardin_va_pc_2006bh7511 37.328413 37.972510 56.766907 33.539677 41.032583 49.434380 167.319412 68.465407 186.087849 61.336503 59.661446 62.957295
nirp_dujardin_wm_1573_1948 34.150734 22.219281 67.463279 94.284592 137.490297 84.774266 135.196829 89.456525 99.778750 93.444288 154.584219 78.256534
nirp_gauguin_2465 101.438014 51.341340 34.570417 17.045467 62.100090 32.514062 219.055866 63.249367 227.446145 55.350861 112.670297 53.134684
nirp_gauguin_brm_bifa_48_12 111.070150 60.693819 31.688829 26.328860 110.946907 56.287013 188.150000 77.674691 176.471021 69.525589 166.402613 72.962141
nirp_gauguin_brm_bifa_49_9 127.541132 83.319199 45.283800 39.529688 112.253809 41.914416 175.395242 93.522525 175.398645 84.537974 175.908672 62.728814
nirp_gauguin_twcms_c643 50.065336 22.079078 56.507583 28.271827 64.557034 42.096072 135.996913 68.752368 163.034886 62.493913 89.580561 46.323927
nirp_goya_1973-88-b-m 62.644519 40.855554 25.568475 32.209345 128.823749 73.218884 145.266799 78.483966 126.584635 84.490031 160.144835 70.615631
nirp_goya_b-m-14 88.780417 41.636205 13.260459 15.078581 185.861988 49.945062 212.322417 52.985253 107.129195 66.593684 230.196371 36.839711
nirp_goya_b-m-26 27.733111 20.004206 64.860702 86.326875 116.535012 91.074698 119.639222 85.599182 98.606422 83.047043 130.401252 94.430551
nirp_goya_b-m-29 6.219790 8.227050 78.155946 62.509898 169.400945 40.636146 37.265393 70.653521 10.270207 18.703429 172.538590 42.324530
nirp_goya_brm_bifa_40_5 72.153602 45.301458 30.666007 5.454066 171.741040 67.025810 180.932698 67.974715 95.846908 52.920632 207.785299 70.973946
nirp_goya_pc_24 17.949037 20.470377 75.257435 59.855407 157.427002 73.222893 66.702589 72.201434 48.840608 66.130331 166.475045 67.549143
nirp_goya_pc_27 29.648254 27.515120 68.549458 71.062136 93.350783 76.307408 100.361017 76.888456 109.933925 82.664227 108.183925 77.480043
nirp_goya_wm_1566_1948 24.156881 15.193735 75.008834 108.940067 37.988822 47.733502 130.651172 54.694525 157.517458 49.427042 50.154838 52.747439
nirp_greco_b-m-642 34.603878 35.880285 104.739136 50.477927 71.195528 67.680355 119.505365 82.818533 133.752742 88.949115 88.460139 72.028076
nirp_greco_hhtp_2001_1_10 64.399820 40.575240 20.345776 11.860042 94.840630 78.530635 198.744666 71.670773 171.842041 78.682612 126.941635 88.256778
nirp_greco_pc_17 6.967972 10.404170 127.719139 78.731822 67.248743 91.383400 98.539901 82.617091 111.263081 89.759880 70.686392 92.125446
nirp_greco_pc_18 13.319231 11.952272 91.520944 50.075214 184.052194 46.277571 45.042608 56.295931 21.092879 22.749911 190.777494 45.240268
nirp_hondecoeter_1899_1_41 54.791419 39.899565 33.141884 46.323435 65.069127 51.521700 140.845215 61.895872 165.475608 53.249751 92.452715 67.681053
nirp_hondecoeter_1900-1 61.733067 10.832440 36.733757 4.910437 110.774462 63.285496 140.416852 65.104443 141.435239 68.342876 141.634111 64.884789
nirp_hondecoeter_190_1912 27.402871 14.441271 50.046441 63.286241 152.290520 69.607141 72.270365 50.740849 59.861513 49.521132 166.050598 68.965391
nirp_hondecoeter_1904-90 61.153099 41.804912 17.398614 24.187846 63.923151 45.433819 155.596167 68.459669 180.171336 64.092414 94.480833 58.988438
nirp_hondecoeter_1939-1 42.255086 26.218547 22.389769 22.659346 35.620762 27.143425 175.327723 69.571689 198.135524 60.846489 56.713861 38.316146
nirp_hondecoeter_26_1912 26.825595 16.121006 159.964107 101.484112 58.894339 56.456142 96.220114 48.766222 120.781963 45.379609 72.328154 59.927959
nirp_hondecoeter_b-m-904 71.645197 51.115424 19.581542 47.777432 42.788708 35.331515 229.228516 44.899579 235.931075 38.335450 78.489521 58.601606
nirp_hondecoeter_brm_bifa_2001_2 37.198131 36.635024 43.837225 21.669249 38.893813 57.206215 220.697026 56.781738 223.350991 60.295026 57.358606 66.166994
nirp_hondecoeter_twcms_b8426 28.575665 23.510737 34.623293 11.570622 38.159448 19.987968 95.397346 40.879246 134.264318 39.164391 52.495986 29.627856
nirp_hondecoeter_twcms_g1189 59.980933 42.615283 23.488993 11.054485 61.750180 43.477549 138.209431 46.854941 166.125556 30.750810 91.749459 63.413920
nirp_kauffmann_1956_88 77.970280 40.645095 19.835923 26.862931 99.472809 75.921240 209.504065 53.581248 182.482445 68.907726 138.371846 86.803576
nirp_kauffmann_1956_89 108.953941 39.530867 26.279653 40.542814 108.844841 58.005212 198.972395 50.143800 186.574429 42.606833 163.281153 74.562470
nirp_kauffmann_1956_90 65.286915 29.779661 24.615267 8.201192 96.884448 61.809754 140.478711 59.562276 147.260840 46.821571 129.521109 72.860250
nirp_kauffmann_1956_91 43.717880 28.896819 33.341749 59.152412 105.276939 77.218763 128.382570 78.392296 111.083408 57.364375 127.110961 83.823825
nirp_kauffmann_1966_029 18.904882 25.796225 75.637383 56.738968 189.110014 49.621435 56.096285 64.905472 29.020609 40.221329 198.621680 44.513116
nirp_kauffmann_44s 52.074124 49.826394 52.627673 76.071951 126.852441 70.646179 94.134891 65.245944 94.830698 66.247376 152.926715 72.449759
nirp_kauffmann_bsems__1992_9_348 29.240024 15.640959 32.623162 26.881033 170.645725 52.131106 74.886109 61.136565 44.413921 26.761327 185.304380 51.700223
nirp_kauffmann_bsems__1992_9_349 29.060633 37.707582 31.615984 61.467757 48.242289 69.184661 98.002287 91.581765 101.722926 94.448306 62.748684 81.255189
nirp_kauffmann_fa000123 81.206958 49.400875 45.480362 64.788809 103.810557 67.013459 154.564293 61.739083 147.782610 37.970005 144.433674 90.425030
nirp_kauffmann_fah1975_32 47.889055 39.890309 102.732177 110.009937 85.190520 38.857292 79.108672 60.786676 102.316956 56.118135 109.134659 53.467733
nirp_kauffmann_fah1975_33 33.653311 28.778838 72.304485 56.556168 61.560867 62.010281 118.638260 74.445851 139.285942 72.041232 78.384497 66.645236
nirp_kauffmann_lducs_pc5559 44.876930 18.714784 57.280083 51.423314 169.323293 62.402088 130.756296 83.019704 66.800530 33.997104 191.750489 63.263660
nirp_kauffmann_op197 63.990356 37.136502 25.065797 17.032429 60.226685 36.355129 139.918429 36.609537 176.353503 32.699283 92.249850 53.960444
nirp_kauffmann_op531 59.425876 22.427664 22.580143 11.295725 73.385277 55.593920 167.819791 69.079221 182.724329 66.648429 103.054081 61.733703
nirp_kauffmann_som_hm_a240 147.446667 76.981408 67.005142 94.956914 103.692347 42.750410 200.235575 62.454482 205.386487 42.531774 177.337040 77.931574
nirp_kauffmann_strpg_1993_3 55.163183 42.371775 28.051832 10.005702 82.128048 79.683193 186.431441 70.273269 168.257327 68.432545 109.654414 97.604629
nirp_kauffmann_va_pc_2006aj4611 45.219511 40.583911 93.233894 63.933792 65.372732 61.325204 157.910571 87.120652 169.636205 86.088331 87.929648 65.785720
nirp_kauffmann_va_pc_2006an1773 62.551004 34.655752 34.866594 50.530830 88.599693 56.564064 138.732347 67.024682 157.469686 69.554526 119.879285 64.327308
nirp_kauffmann_va_pc_2006av2480 43.663058 41.648396 123.865542 90.560125 68.091904 58.412340 124.007398 81.068532 136.157645 68.716572 89.923373 74.710843
nirp_kauffmann_va_pc_2006bh7496 34.253271 22.442457 100.012421 36.438735 135.206210 73.725741 91.828912 72.107627 75.812300 55.561597 152.356105 77.521594
nirp_kauffmann_va_pc_2007bl4113 124.194045 56.791527 14.268092 11.865528 89.249581 57.625301 245.846813 28.966357 225.908130 49.598059 151.151090 77.879980
nirp_kauffmann_va_pc_2007bm9016 103.543174 44.260677 21.473777 9.478942 109.256226 69.094649 220.799430 41.392394 190.812421 66.156325 160.938674 78.058246
nirp_latour_15_1990 25.448272 9.724661 139.188388 59.964615 42.440640 59.027397 189.402723 85.788507 194.439922 82.734101 55.054856 61.646896
nirp_latour_164 61.045459 55.128786 37.037049 15.142754 57.761843 60.873140 188.503756 57.191166 194.948257 47.763368 88.262906 84.391948
nirp_latour_179 98.578924 45.479397 38.193293 14.310071 140.534998 39.180004 145.527473 72.549312 134.162476 54.775241 189.830925 45.333074
nirp_latour_1906_003 18.177593 23.577672 68.197602 60.616866 55.455775 69.037236 95.217552 90.553488 104.657133 91.410974 64.510726 72.952399
nirp_latour_1939p673 12.954905 11.126422 100.090879 73.475320 37.665497 28.571677 79.430663 83.264817 100.827183 82.542469 44.120252 30.696294
nirp_latour_1956p5 37.869625 23.841937 34.223607 13.452104 65.427216 69.352101 161.583594 74.760893 166.167217 74.230210 84.325366 76.695781
nirp_latour_1958p15 81.618268 42.885510 22.453158 39.205007 86.204187 56.607300 172.180008 55.915746 181.933830 57.232221 127.003274 68.223147
nirp_latour_2138 95.477161 62.668646 26.851861 34.973971 82.057023 68.281792 227.881963 52.077953 209.134844 54.922272 129.651411 97.817162
nirp_latour_2139 53.554157 29.620228 26.560181 29.461034 95.263343 74.848568 151.427861 75.847008 142.744096 73.114934 122.012440 82.906788
nirp_latour_2386 110.332075 25.299248 21.124828 5.848896 132.964635 49.215701 180.918180 59.607135 159.527243 45.408687 188.104088 54.484620
nirp_latour_2387 50.753192 42.286199 58.678115 73.308552 85.097944 39.244662 83.754271 60.140143 106.525385 43.996415 110.464305 57.709739
nirp_latour_2917 69.619115 45.525248 52.724831 67.584248 73.881488 58.387933 167.921626 58.736805 179.218795 45.104772 108.661516 79.203004
nirp_latour_3_55_4 70.483313 48.143252 18.586782 11.692499 75.649970 73.980007 228.273864 45.810129 206.005114 58.863685 110.752362 94.733920
nirp_latour_ag002274 32.347330 16.725717 121.362109 22.957154 67.175968 69.064116 166.054572 98.319910 171.729125 96.267430 83.243814 67.454620
nirp_latour_ag002546 37.915850 36.448256 47.701475 50.301770 102.244476 82.763798 121.151457 83.963391 115.761885 83.483550 121.188963 88.522956
nirp_latour_bermg_1436 112.769807 66.753848 80.138709 102.865595 97.142635 56.432024 193.179522 73.060046 186.212513 63.455838 153.459457 81.998732
nirp_latour_b-m-514 67.279032 56.633859 84.665412 92.652358 113.248417 58.730490 129.293638 91.099785 137.462246 93.334177 146.906272 62.253731
nirp_latour_buygm_0270_1915 25.912350 24.368273 59.838027 20.753422 40.347856 47.010935 129.789755 71.418184 154.125852 60.425139 53.286347 57.678614
