img r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std
nirp_latour_calmg_1949_125_55 112.971338 18.219102 29.255558 4.873931 166.770761 45.185053 212.075862 47.868097 136.391780 37.279482 223.183421 46.963016
nirp_latour_deavm_1998_3a 40.151919 17.051986 61.020494 14.803141 140.447715 58.184992 86.244907 61.331789 74.592253 40.698842 160.557356 59.503523
nirp_latour_deavm_1998_3b 32.704054 19.086239 48.469709 29.687678 159.881267 70.247315 100.981396 70.863141 61.172113 46.956381 176.262400 69.365187
nirp_latour_gla_hag_43528 50.902499 21.053494 25.895496 49.292152 70.519802 57.220253 160.223376 75.324034 173.385716 70.421310 95.925773 62.855728
nirp_latour_kirmg_182 134.652429 60.609807 23.932183 11.688838 101.496237 53.619612 227.083770 43.336733 214.124345 39.749192 168.703329 79.195057
nirp_latour_scag_2_1973 123.201830 54.102207 30.188283 7.617825 112.454028 63.580432 227.232659 38.337628 198.659351 51.141049 173.954630 83.934182
nirp_latour_scag_336 147.145235 52.143162 30.664253 8.394182 127.079768 49.396718 220.408334 51.988338 193.133518 53.357643 200.541732 62.664189
nirp_latour_va_pc_2006ag8463 56.879615 41.448920 31.348418 11.561648 87.051696 72.710778 164.532007 70.526572 160.392861 74.476780 115.463947 80.401811
nirp_latour_va_pc_2006an5839 14.120691 16.494218 124.144805 82.313320 120.280090 75.623655 38.096486 40.523529 38.976366 30.704455 127.383874 76.926333
nirp_latour_va_pc_2006an5840 18.324070 18.589864 75.310791 43.438177 152.821336 84.126639 58.535751 48.645042 50.854774 54.276039 162.101935 78.106307
nirp_latour_va_pc_2006bc1385 51.642913 42.168019 40.166456 20.318471 89.569515 84.987491 191.773242 69.326820 166.407334 80.392505 115.313584 97.444029
nirp_latour_va_pc_2006bf4681 100.697727 53.654775 19.211364 18.947542 89.515102 54.906535 192.833283 55.857952 194.488935 44.586228 139.820783 76.962754
nirp_latour_va_pc_2007bn1682 95.596596 48.492555 26.118708 14.716520 88.228008 65.141667 222.114573 52.865256 203.645344 68.816395 135.888932 75.302912
nirp_loutherbourg_03_1375 87.228139 38.076534 58.386335 84.881377 120.053401 72.239139 197.244052 51.062532 164.026820 64.639895 163.649116 83.262889
nirp_loutherbourg_140_1967_4 32.762138 18.691201 50.891539 43.235486 158.115160 76.098915 120.593649 90.521600 54.931439 30.082980 174.482574 78.923672
nirp_loutherbourg_1899_6 31.861362 18.497376 46.449608 33.387788 157.233317 90.649670 174.245197 96.306028 72.893979 68.741756 173.103298 98.277203
nirp_loutherbourg_1920p682 37.210056 25.556546 29.513155 8.418976 40.132446 38.375645 166.053188 70.705268 189.968207 60.386875 58.704333 44.207537
nirp_loutherbourg_1982p44 108.461815 34.563575 24.729002 5.785767 148.587877 65.613410 226.324561 37.076695 155.495844 64.234778 202.738755 68.376881
nirp_loutherbourg_1982p45 65.067991 34.920455 32.483519 22.934653 102.448700 65.208235 143.130169 61.785789 142.782063 57.540527 134.995625 70.566825
nirp_loutherbourg_batvg_p_1929_203 14.003934 9.687140 43.057387 23.466914 57.134114 41.287799 75.868228 82.510117 95.382643 85.396456 64.231201 40.914314
nirp_loutherbourg_k264 46.610482 30.206646 48.482191 43.373086 98.414853 54.501163 81.670474 47.246111 97.675361 40.756705 121.747047 66.143455
nirp_loutherbourg_l_f4_1882_0_0 58.900801 10.567420 34.267441 3.394741 211.218862 39.624973 225.173823 46.088450 66.795001 28.911328 240.671258 39.963822
nirp_loutherbourg_l_f755_1977_0_0 91.983149 46.786715 18.873123 9.831407 74.251502 60.600290 235.084285 34.457914 223.334285 48.173501 120.089391 79.935124
nirp_loutherbourg_mm019 48.031280 19.836465 113.785205 31.028326 128.213537 50.784049 76.710900 45.380441 85.622783 36.284821 152.251948 56.700477
nirp_loutherbourg_ncm_1904_46 22.787293 9.841572 64.350407 26.015671 67.756549 61.019186 94.858506 75.692497 111.157332 77.517198 79.148630 61.716562
nirp_loutherbourg_scag_1367 32.075226 29.162804 36.316700 16.098049 30.950369 28.553867 140.243841 47.391294 175.216628 37.917607 46.992298 42.082862
nirp_loutherbourg_souag_b108 62.832019 32.494271 18.269146 8.550084 55.873148 61.118130 239.671655 38.474949 227.437575 59.396471 87.096147 70.170704
nirp_loutherbourg_strpg_1993_68 25.278139 24.337293 51.319505 27.365977 63.116192 70.437175 118.000601 83.717695 125.675565 78.084577 75.714436 79.079456
nirp_loutherbourg_twcms_b4233 36.989952 15.170394 39.288337 7.887118 119.857297 46.386155 67.183373 53.207883 81.577512 50.615614 138.390700 47.878274
nirp_loutherbourg_wisfm_1938_25_33 58.577524 32.924412 44.928312 9.878068 70.428807 63.927407 174.187307 54.687900 179.100885 49.478039 99.725941 77.345437
nirp_miereveld_1285 26.095794 18.093281 84.106278 68.288412 152.079469 71.045628 77.490085 62.285460 57.618560 50.161165 165.171310 72.042693
nirp_miereveld_466_1997 21.089378 29.386397 89.489060 35.036130 34.424172 33.703734 94.968066 58.966069 126.505357 53.378189 45.014646 45.351380
nirp_miereveld_cp_tr_231 55.150555 37.490268 141.451905 113.805726 107.210951 63.110004 113.135254 63.198607 119.553975 57.514613 134.794929 68.733228
nirp_miereveld_eu_212 102.219378 70.595901 31.511035 12.971320 89.846262 44.320009 148.824761 67.206492 168.362380 44.778477 140.933642 77.783633
nirp_miereveld_eu_938 85.144500 48.461094 25.615534 21.843458 119.390468 49.421473 127.595557 61.932657 135.171405 42.271679 161.972647 66.038886
nirp_miereveld_mnemg_00_117 27.024372 19.992604 115.920574 53.639336 94.438307 85.309351 104.730592 67.637553 105.638128 65.909916 107.981818 86.556971
nirp_miereveld_mnemg_00_1855_97 30.750030 17.321141 59.014431 48.529431 150.703413 85.243811 124.181826 89.678783 59.682425 34.833624 166.073922 91.579531
nirp_miereveld_pc_74 71.052849 43.692157 30.897709 8.727113 77.036931 40.123756 156.010009 90.282244 172.916340 76.068855 112.499337 49.855240
nirp_miereveld_redmg_1931_289_1 57.961733 46.531189 37.102894 51.697624 106.740951 71.105156 133.719148 72.590855 129.199250 71.874074 135.732074 78.991045
nirp_miereveld_som_hm_a233 97.464427 31.946793 26.483896 7.239985 151.281216 55.549092 182.221338 70.252485 128.936456 24.110281 199.946761 69.172639
nirp_miereveld_som_hm_a91 66.080098 39.618782 29.040019 12.640650 140.749551 52.974739 121.131260 84.665238 94.886143 40.726628 173.774113 66.126500
nirp_miereveld_som_hm_a9 72.811399 47.253754 40.355328 59.822673 104.957569 65.087450 134.277238 68.210637 131.875824 52.183756 141.370041 79.753650
nirp_molenaer_1_154 104.928271 69.176949 20.594216 9.172556 63.093344 50.157332 250.421657 14.872015 243.567340 24.822704 115.351160 82.764309
nirp_molenaer_1904-120 32.643115 18.912932 43.936884 14.552467 159.218247 60.958758 82.448540 63.517022 64.616528 61.877175 175.588681 54.571061
nirp_molenaer_1904-93 35.801864 13.385918 30.781454 5.002200 100.282203 43.895359 70.319487 55.739923 95.178235 59.083663 118.196338 42.142853
nirp_molenaer_757 8.631953 8.635795 73.558866 47.965158 163.085299 36.025702 19.705491 30.681083 16.262136 28.736570 167.468347 36.651571
nirp_molenaer_batvg_p_1946_61 56.119688 39.453950 18.317017 9.121424 45.955612 49.670721 221.944208 46.052493 227.217497 41.872547 73.888265 68.261344
nirp_molenaer_bikgm_2898 29.444718 16.402453 69.888896 50.255288 150.998588 75.932768 98.527581 76.237350 67.560630 61.468832 165.728578 71.174188
nirp_molenaer_b-m-199 39.272428 39.314535 44.915285 46.334618 63.829553 47.807786 83.454037 62.161177 107.021695 61.737028 83.490364 62.840758
nirp_molenaer_fa000524 56.389967 50.797091 29.115224 19.985552 42.105263 42.122086 200.076585 55.646984 215.717854 43.774423 70.235834 65.231441
nirp_molenaer_mnemg_bentlif_39_1897_33 21.365437 12.510978 94.896456 42.075887 52.111284 38.773705 86.219729 66.529593 114.701470 66.445464 62.797514 41.606630
nirp_molenaer_souag_b35 48.990791 21.739440 26.431955 7.356997 76.557361 60.864458 151.833574 77.358023 166.310160 74.533462 101.007885 66.463150
nirp_molenaer_va_pc_2006bc5951 37.890624 23.895226 62.721767 20.840365 68.425746 36.330387 83.237443 44.953105 117.022460 39.309734 87.381308 45.695845
nirp_molenaer_watmc_2004_512 103.008676 28.071102 23.331429 4.418958 119.799342 57.234056 187.464503 51.821873 173.738848 64.236053 171.281945 60.179084
nirp_monnoyer_1906_9 94.582572 52.814170 49.817066 91.973967 81.099322 63.531713 225.251018 39.670433 213.067993 51.850816 128.301613 82.567944
nirp_monnoyer_1953_162 85.164731 24.846510 11.803433 9.346462 95.301827 71.379769 222.764065 48.928463 195.200348 69.964296 137.748852 76.136125
nirp_monnoyer_1960_010 58.618542 60.414281 41.502607 33.898033 95.406329 70.781540 140.285778 88.637132 138.308222 85.379637 124.685215 81.418069
nirp_monnoyer_253 72.338121 67.577881 34.306408 40.484025 67.836210 56.291471 156.276875 80.552010 166.763587 65.938875 103.976499 85.192052
nirp_monnoyer_299 58.504786 49.642893 43.698053 22.859577 105.564917 82.999229 156.999280 71.494582 134.673178 64.403395 134.800402 97.861982
nirp_monnoyer_68 80.792609 56.775036 24.048503 15.175448 61.166837 57.513743 235.208441 40.452404 227.268342 50.498150 101.397474 78.142655
nirp_monnoyer_88003019 87.728421 62.864006 20.490846 45.989960 72.419238 64.636867 231.499790 45.138325 219.301351 56.712330 116.127161 86.499207
nirp_monnoyer_b-m-334 42.684894 35.662727 80.714247 56.216712 116.945259 69.341161 93.557535 74.323617 87.515443 57.420290 138.299934 74.244314
nirp_monnoyer_b-m-358 44.397578 44.962122 80.094737 94.208708 102.485616 71.770681 95.944886 72.745311 103.306011 69.142368 124.690161 77.901880
nirp_monnoyer_b-m-769 45.561595 40.760630 140.304748 66.605861 126.703758 78.262186 122.695825 86.743788 95.501599 66.945293 149.469534 82.566148
nirp_monnoyer_b-m-770 51.833762 54.572588 152.493176 99.458521 76.944867 64.502488 127.206136 80.678235 138.682341 75.575042 102.866896 78.243264
nirp_monnoyer_fa000154 28.749775 21.648034 139.382844 81.078945 85.279439 67.111601 86.687834 67.045434 97.840719 64.486356 99.668588 69.643892
nirp_monnoyer_k1349 44.405521 30.506355 37.078398 21.204082 75.938044 67.679843 146.854065 78.796177 152.607831 76.069141 98.119862 73.615193
nirp_monnoyer_mnemg_bentlif_40_1897_90 54.312766 31.375509 28.949841 13.617296 78.913174 73.454255 184.142712 69.083176 178.472507 71.743256 106.009264 81.268169
nirp_monnoyer_ncm_1941_13 43.053961 26.037220 24.724780 34.885550 88.252347 76.751548 145.496720 75.161550 138.139190 69.085190 109.758096 83.492343
nirp_monnoyer_ncm_1990_04 43.506322 37.841444 45.100222 44.397477 91.369427 76.663798 129.794493 79.423777 125.466443 72.739705 113.102349 86.619205
nirp_monnoyer_p45 63.919349 43.657045 23.510400 52.421218 100.834802 80.574547 180.038243 74.358964 164.748846 79.453958 132.749955 86.234923
nirp_monnoyer_po_118 31.151570 34.151070 39.800833 66.068116 75.814312 75.688865 123.791008 86.289764 135.421669 87.028119 91.366882 78.971230
nirp_monnoyer_stkmg_fa_1980_fa_30 51.879809 36.859003 24.986816 24.515257 101.336163 69.077030 127.477786 76.119278 127.047047 72.378134 127.272711 73.592109
nirp_monticelli_1135 159.005078 64.048772 27.842097 9.145642 79.875120 32.199214 254.999339 0.083130 254.934075 1.175667 159.070944 64.136277
nirp_monticelli_1_156 104.940852 39.626372 31.191651 8.037011 107.236894 51.377196 178.536738 59.352359 179.994058 51.970369 159.682391 63.698688
nirp_monticelli_1236 90.090589 45.218048 29.815692 11.455700 62.148795 39.131121 215.565474 51.179656 226.884792 39.356581 107.089987 58.536666
nirp_monticelli_2141 147.936534 28.464589 25.020135 5.195207 97.015154 37.610600 230.724711 32.112893 228.414014 35.213446 170.889902 45.892388
nirp_monticelli_2142 120.521312 48.070269 26.746228 13.236453 80.658315 42.877059 222.754550 37.931018 227.441301 30.088392 140.836027 64.721826
nirp_monticelli_293 28.791854 42.480287 33.233201 50.691831 31.207756 46.119265 110.009171 92.004931 124.437301 93.541095 45.570521 64.194515
nirp_monticelli_300 95.168320 39.571383 28.385281 9.800641 102.590458 67.246874 208.345629 49.099043 187.536947 57.338718 150.108015 80.505641
nirp_monticelli_5294 96.191677 63.486486 36.030499 34.745515 105.612079 63.889937 182.611418 77.136324 169.538311 73.302892 153.641887 80.514730
nirp_monticelli_57 157.137556 42.031018 33.967176 6.482321 170.525307 26.786724 246.189578 24.322068 161.883408 42.722871 248.921713 21.324890
nirp_monticelli_939 149.412800 59.226934 26.667157 7.123389 91.415355 43.536600 239.368930 25.128972 235.645643 23.653508 165.989363 71.088713
nirp_monticelli_bermg_1454 50.873082 23.281884 17.384592 37.344393 60.106475 35.151655 139.422662 73.763888 166.795084 64.413684 85.512710 40.605265
nirp_monticelli_b-m-391 21.346986 18.734755 53.459102 49.863373 73.884168 64.054637 86.724802 81.075953 101.012464 82.727316 84.562680 67.726938
nirp_monticelli_b-m-668 141.561808 50.148801 22.559294 10.543119 124.760730 54.631394 230.156600 42.590892 196.319306 64.221748 195.414606 58.116299
nirp_monticelli_b-m-669 61.237749 42.734178 27.337764 22.627372 139.342763 74.378968 143.851729 82.600629 122.685945 95.017081 169.961413 62.432549
nirp_monticelli_calmg_1949_125_47 47.100150 34.716411 44.500659 50.647779 110.314354 76.579720 133.384867 88.143335 125.961702 93.542175 133.845580 68.950699
nirp_monticelli_calmg_1949_125_48 89.879613 56.021285 12.028217 10.404420 50.369968 37.352230 246.428858 21.089798 248.709502 16.325168 95.113917 64.583514
nirp_monticelli_fa000286 18.647050 18.763138 78.294341 62.128865 41.195222 52.080755 120.681558 86.007873 140.456081 81.271801 50.471374 57.858368
nirp_monticelli_l_f105_1963_0_0 42.442989 46.820331 29.422954 34.927474 37.811937 44.141254 175.207948 83.083606 189.041267 74.024909 58.951676 65.138800
nirp_murillo_1974_787 72.561935 48.804194 48.444175 40.800865 121.755286 42.491464 109.365349 81.977749 106.076819 43.241894 158.022192 64.157624
nirp_murillo_1974p24 36.613243 21.778064 34.407147 65.110438 79.991952 59.282577 90.058679 43.918068 114.241982 43.457685 98.321291 68.066336
nirp_murillo_205_35 130.130122 43.739193 19.119743 29.319074 101.464095 51.065843 221.115604 41.069028 211.872968 48.114624 166.439259 63.904756
nirp_murillo_73 15.908206 23.316086 34.654447 54.232529 54.606768 72.356118 60.164870 77.981013 61.142498 76.375363 62.561336 80.945040
nirp_murillo_88003074 60.839218 41.963304 43.490662 71.514926 86.463040 56.432373 135.566955 79.147391 144.652765 71.235492 116.875158 68.473865
nirp_murillo_a1_7 37.725162 26.361383 63.888902 36.682585 52.037302 51.475423 141.120206 68.110029 161.562230 56.692269 70.905441 62.613655
nirp_murillo_a367 68.485554 28.972373 29.284680 37.074407 131.442244 62.701046 140.359933 75.174996 111.229168 34.194849 165.661183 72.154070
nirp_murillo_bikgm_3022 52.969872 26.539927 32.692693 19.560213 120.903766 63.200092 102.372393 53.584953 110.031568 59.027666 147.416534 59.067046
nirp_murillo_b-m-33 128.205200 54.303846 25.568295 10.786529 113.678252 64.110071 240.261232 33.390438 202.394240 54.036884 177.613704 82.790226
nirp_murillo_b-m-633 56.028229 44.866772 20.352363 8.137362 74.072811 72.736153 184.389370 62.375487 179.929624 64.082042 102.045545 87.180804
nirp_murillo_b-m-67 46.135138 50.028577 37.865281 18.118127 50.166238 39.469793 126.319258 75.204562 155.511304 64.288888 73.216298 59.527260
nirp_murillo_b-m-918 58.839742 40.609921 19.453368 9.017215 49.209518 46.050582 199.035945 54.152551 216.249463 40.746391 78.566874 65.446055
nirp_murillo_brm_bifa_47_9 57.388252 55.243020 58.917396 43.330548 105.831874 59.221349 110.605579 83.219450 118.571906 83.086440 134.541964 65.189368
nirp_murillo_buygm_nn 97.372952 43.138963 30.243012 27.098206 123.541295 49.977926 157.082259 71.452174 144.388283 40.495030 172.192651 65.806356
nirp_murillo_eu_540 68.828361 40.747758 15.059370 16.291853 69.676552 47.790999 152.560388 48.119086 176.514019 41.870233 104.105290 63.420773
nirp_murillo_eu_541 59.585559 38.160846 13.964908 11.113414 54.118842 55.241486 214.851884 54.894684 216.460416 51.800606 83.798312 70.475040
nirp_murillo_gla_hag_43771 91.000450 43.953068 16.060870 10.026996 102.970089 73.403517 219.972996 46.030617 189.646826 66.329317 148.362225 85.660233
nirp_murillo_l_f25_1949_0_0 69.249850 53.737380 18.235285 15.822041 61.750841 62.635775 200.456817 74.740305 198.404294 76.641958 96.290751 81.590489
nirp_murillo_l_f8_1950_0_0 80.968805 40.630614 15.487579 15.338782 66.644302 55.149858 222.033922 47.755185 219.729885 50.020689 107.014204 70.333181
nirp_murillo_ma_514 88.298520 64.448421 48.442250 51.371144 94.920553 69.887992 172.989331 77.963571 160.252008 67.218718 139.027002 93.451611
nirp_murillo_mnemg_00_1881_109 93.939039 45.421282 107.667147 81.605295 119.583784 51.367876 154.820601 74.172395 144.691411 49.282758 166.522432 66.568450
nirp_murillo_p45_76 83.461509 38.697634 31.266362 15.418865 85.834409 46.439152 153.491991 51.942941 172.863935 43.161544 127.565716 60.798286
nirp_murillo_pc_23 46.223834 15.998665 22.694199 16.766905 141.679276 68.577031 116.994886 63.943343 92.933911 56.506158 164.811992 65.399884
nirp_murillo_pc_32 88.793140 67.401472 23.450365 17.083153 67.658967 54.101532 217.420659 64.662952 215.742528 53.562405 111.924248 84.774294
nirp_murillo_pc_63 41.478158 28.447283 57.211889 42.323553 107.946309 74.639525 115.353637 73.421288 107.912452 63.748937 128.689957 79.062376
nirp_murillo_pc_9 71.848338 49.224259 23.576340 7.289350 47.527793 46.571053 244.236538 30.919691 241.035520 32.540027 83.249087 68.973746
nirp_murillo_rocdg_1218 55.840259 65.660605 77.432761 27.833499 34.587955 43.469154 240.327974 35.114400 242.606685 25.650674 62.327191 75.793530
nirp_murillo_rocdg_1232 68.831490 19.708335 43.490755 5.228764 181.278822 25.295673 145.684947 81.975288 80.923222 16.216473 215.686895 31.841379
nirp_murillo_souag_s10 58.249925 46.364396 52.340821 57.817687 82.721174 66.958111 158.212399 76.907754 163.136927 79.535640 111.837287 77.243499
nirp_murillo_truri_1000_109 125.793084 61.690767 24.801377 7.414491 88.468293 50.711671 216.055240 47.795020 214.343323 37.951184 151.314132 78.012589
nirp_murillo_twcms_c10034 26.588068 18.940874 43.200658 37.434661 90.728858 62.300395 69.891956 59.757168 83.153260 51.935256 104.040012 67.484479
nirp_murillo_twcms_g547 111.999519 45.522358 27.065019 7.259665 121.205461 48.598378 167.748406 59.845546 163.617316 33.663548 177.190214 67.155076
nirp_murillo_va_pc_2007bp0623 70.551400 46.005457 41.904951 47.944264 112.748378 73.170528 155.934180 80.164826 132.522080 58.481720 147.995344 91.057478
nirp_murillo_va_pc_2007bp1065 98.336938 69.854243 40.044791 17.279051 82.484889 62.029154 197.792057 65.145949 195.173636 50.541193 131.580179 95.445042
nirp_murillo_va_pc_2007bp3943 102.243261 72.318487 17.132214 11.168974 65.941416 55.131921 244.084303 23.984218 238.725140 26.529982 116.889495 90.073092
nirp_murillo_wm_1546_1948 9.859316 10.731054 108.289349 52.578977 37.233483 23.762105 40.730633 32.073143 64.572727 37.048619 42.225833 27.533892
nirp_murillo_wm_1605_1948 32.466886 23.360309 41.711018 74.489666 68.929461 46.561530 89.931946 60.198450 117.704820 60.913983 85.182066 54.023720
nirp_murillo_wm_1652_1948 37.729599 21.132132 26.539267 57.336311 80.086903 65.869676 105.180338 53.208779 116.821438 35.657054 99.002679 73.207411
nirp_panini_1952_3_1 77.203653 24.763871 30.877246 4.395169 88.995359 63.423510 186.883114 51.017224 181.976617 53.237187 127.573353 72.020525
nirp_panini_2128_1 18.254317 13.883883 140.331438 77.588682 127.823941 64.575771 49.961694 58.390725 37.172348 20.749170 136.985575 68.209679
nirp_panini_2128_2 18.508394 10.693397 64.418345 38.762537 154.931169 78.540188 80.217717 76.488908 39.646596 29.953679 164.221068 78.762862
nirp_panini_42s 45.900143 38.334815 58.164477 82.256883 114.689560 44.245100 72.777741 60.641625 85.528129 54.972171 137.656295 51.787443
nirp_panini_53s 35.228196 36.200945 78.922196 94.134315 112.730534 50.934119 64.437631 62.736524 76.303423 65.358564 130.373254 54.376890
nirp_panini_88029434 37.641197 21.934151 43.937319 19.857570 159.095285 79.305220 122.963602 61.351672 77.375120 65.205612 177.932472 73.488256
nirp_panini_88029435 41.448485 34.843921 57.768918 27.297888 194.414901 47.166811 102.480813 62.687681 56.032986 52.541525 215.204562 37.067478
nirp_panini_88029489 52.171451 27.273379 33.324788 5.721075 185.737076 57.506232 161.451164 79.397669 76.082626 64.689542 211.828399 52.699672
nirp_panini_88029490 54.859924 35.805482 35.054419 48.514738 159.680853 68.510445 132.169607 78.935601 99.513822 88.289327 187.115966 57.327887
nirp_panini_b-m-84 65.856719 31.617630 34.398393 68.709996 115.002818 52.221324 113.564100 59.511013 127.538796 64.777448 147.957007 50.336621
nirp_panini_eu_994 40.483155 18.155963 76.568821 63.170153 143.858005 69.741602 108.135539 68.658882 82.861668 58.201487 164.124700 68.668444
nirp_panini_eu_995 47.439824 27.835291 32.764605 27.864963 110.145618 58.652178 96.269781 58.591392 113.028715 71.790064 133.899421 54.771507
nirp_panini_fah1934_59 71.877373 48.384913 104.316539 50.642897 141.383236 68.074215 158.368991 90.472320 111.284630 53.795652 177.269846 81.317660
nirp_panini_hag_181 144.489771 30.411682 23.679495 3.515085 120.297588 42.047121 209.764563 39.548285 199.444388 46.397287 192.518417 44.951356
nirp_panini_hasmg_923_20 37.869071 20.374976 53.707861 36.437943 141.393536 75.252156 106.816574 67.110459 78.673053 52.913212 160.350393 78.375712
nirp_panini_letmg_1995_9 112.244538 37.448363 24.757623 8.127622 82.997419 54.832341 241.448289 27.832332 225.815576 50.555976 138.951110 65.126305
nirp_panini_mnemg_00_1873_10 43.994652 51.081436 86.770430 40.541881 69.011958 62.625244 121.275778 80.745462 130.348155 55.436189 91.043655 85.420482
nirp_panini_mnemg_00_1873_11 98.835233 61.851412 32.098536 10.470358 85.287480 49.028957 170.071150 57.401493 184.755294 36.350901 134.682374 77.674579
nirp_panini_mnemg_00_1873_4 43.338425 20.548268 113.030698 75.500926 162.816924 67.659265 116.856084 63.062369 75.658965 50.080189 184.540765 73.176863
nirp_panini_mnemg_00_1873_5 36.099835 20.578869 103.591088 42.174023 174.348567 84.296134 167.375064 70.703597 71.180825 61.427473 192.402941 87.783248
nirp_panini_mnemg_bentlif_43_1897_7 76.216041 18.593409 37.839259 8.929754 134.855222 67.360137 171.107390 65.222674 133.785699 58.909658 172.936928 64.956638
nirp_panini_mnemg_bentlif_44_1897_2 71.242488 20.821809 45.064423 12.602391 127.430709 65.393990 153.613251 59.800457 138.016526 61.548448 163.069111 73.380750
nirp_panini_nt1984_022 37.513020 19.568648 77.535895 42.832198 126.010368 80.151878 115.159283 65.090271 103.054611 73.148250 144.788909 82.301194
nirp_panini_p649 79.588649 33.747821 24.910000 10.353757 84.380541 70.653743 224.326066 54.982948 204.043664 79.129401 124.029159 69.895127
nirp_panini_p650 87.523361 39.730346 30.270478 13.261308 126.773180 68.380351 186.448865 67.681477 158.018166 87.446517 170.484116 61.460079
nirp_panini_som_hm_a69 42.521297 22.126060 116.674726 103.728520 149.458006 79.770182 135.597726 69.634717 95.468414 76.901450 170.724789 75.193040
nirp_panini_som_hm_a70 37.216023 17.432018 72.254567 95.914805 188.228901 49.290114 121.373405 82.645107 50.971309 30.523048 206.843187 46.790977
nirp_panini_souag_b121 72.012229 17.537598 21.928436 5.035945 50.338725 24.405903 208.334177 53.433377 225.115237 36.268776 86.238246 31.417261
nirp_panini_stopm_kx_38 146.679435 40.414581 22.704781 2.749235 87.065181 28.497615 226.708381 26.488945 235.580209 16.979213 160.361269 47.517800
nirp_panini_twcms_c11830 39.895699 22.615859 37.769231 7.730731 167.127696 68.810618 111.175174 62.742558 77.131171 71.852475 187.104421 62.410897
nirp_panini_twcms_c11831 61.481553 33.790304 31.183722 22.685470 101.206375 74.358067 158.888144 71.314880 160.491588 84.527806 131.924168 70.598931
nirp_panini_twcms_c168 60.101529 28.808767 43.102974 20.335314 181.384956 68.548786 189.796159 56.181200 91.752513 72.566018 211.424568 59.377864
nirp_panini_twcms_c199 34.846492 24.069704 29.688919 9.176360 63.619091 62.836639 134.782054 76.896726 146.838573 65.526765 81.026679 73.348240
nirp_panini_twcms_c7385 46.061752 24.807040 50.229526 32.163263 169.553879 54.301778 117.723030 79.259759 70.240960 50.568683 192.603179 52.116991
nirp_panini_va_pc_2006ak0782 48.023926 31.153851 26.812242 19.954089 109.905642 77.677789 132.687698 70.173757 120.940798 74.074262 133.922651 82.204279
nirp_panini_wm_1502_1948 21.780198 13.091615 74.707891 95.300515 133.490639 78.866935 75.172757 66.227693 58.531053 44.948259 144.404830 77.759641
nirp_panini_wm_1505_1948 30.835138 24.220139 88.777908 86.982318 166.099242 76.100999 109.454950 82.245094 55.000722 42.286824 181.528239 75.705527
nirp_panini_wm_1641_1948 65.976971 22.810089 23.627575 36.529607 138.093467 76.359059 173.363538 70.355461 131.453372 80.956057 171.057978 75.604828
nirp_pissarro_03_255 49.789544 28.469877 51.927275 67.858717 157.994211 78.320619 164.427516 82.215152 89.313001 69.226324 182.845474 79.622257
nirp_pissarro_2002_78_8 75.646213 44.261213 39.496285 21.983081 101.676264 65.057663 157.351450 75.600989 153.832484 72.786419 139.481004 76.279790
nirp_pissarro_2811 28.319318 9.905420 158.745653 25.366971 214.785366 40.369232 182.977435 98.773588 31.827503 11.740309 228.851504 42.305757
nirp_pissarro_2934 27.499549 27.213246 36.982604 14.441563 171.737291 95.783716 173.360774 75.654204 73.770280 78.071861 185.498828 89.667420
nirp_pissarro_765 79.453853 36.622665 59.497103 57.991453 135.326912 58.110244 148.618847 71.985368 128.053614 56.913311 175.044624 66.993396
nirp_pissarro_brm_bifa_55_16 50.583995 27.096860 75.820101 30.587781 121.181282 41.069334 75.721069 48.174431 93.819770 47.376802 146.507699 44.183352
nirp_pissarro_gla_hag_43778 38.204678 24.550451 31.609692 33.522442 147.452514 59.028657 78.181886 51.286797 64.010542 42.429551 166.598071 62.674874
nirp_pissarro_k4126 65.749790 46.040509 63.175539 38.055959 77.091737 43.005017 135.067515 78.774745 158.402066 72.632436 109.949551 56.088040
nirp_pissarro_l_f122_1981_0_0 47.655843 12.186964 70.612199 19.255780 173.624940 50.489220 118.277922 65.933611 68.633494 33.565199 197.495361 51.380456
nirp_pissarro_scag_461 36.503626 9.358910 97.830097 23.759527 186.411137 45.810679 99.966433 53.590949 51.202332 29.283272 204.714560 44.515511
nirp_poussin_1923_041 36.454785 27.858075 66.926077 24.988666 54.756160 47.128218 116.680652 65.225863 143.409958 55.936051 72.997249 57.588091
nirp_poussin_1933p77 85.906429 35.761944 22.748923 6.432698 77.790580 57.346154 209.600060 54.129926 207.145574 57.162260 120.657984 67.520693
nirp_poussin_1957_8_44 76.221179 41.659977 24.745202 5.682658 77.878742 52.654305 166.407321 55.930794 179.812168 38.752223 115.969308 71.326848
nirp_poussin_1974_684 145.194190 54.952035 26.933573 13.747482 101.285594 52.670551 244.491135 24.196717 223.808835 42.238424 173.713507 72.960067
nirp_poussin_222 40.158619 26.577279 87.004925 58.489267 104.162823 68.579272 101.972643 69.601369 101.248078 60.028673 124.242763 70.242279
nirp_poussin_blkmg_p444 46.991673 22.729679 33.643722 28.691868 79.023904 49.512272 101.999071 40.003443 130.848970 47.277124 102.525192 49.303796
nirp_poussin_b-m-603 45.819793 39.642091 32.789006 17.462702 70.956420 64.034482 129.468586 65.997253 145.670941 67.539493 93.876166 73.346421
