img itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg
nirp_daubigny_1962p6 16.560804 30.931250 38.210184 23.324921 42.301107 47.280564 29.245017 39.433656 45.003352 41.106410 51.746294 56.666467 7.101615 18.305148 9.521507 27.473553 6.000670 27.431666 32.793844 8.575501 47.632956 18.676456 51.703177 25.074159 20.682795 42.141926 0 94.290065 172.588831 245
nirp_daubigny_2136 22.882756 34.937653 46.027849 43.480047 45.567154 49.125895 51.629259 51.907924 55.825225 56.510597 57.293096 62.075072 7.430628 18.715025 11.363828 27.465257 12.372944 27.320750 19.573150 8.477402 28.389368 20.852548 35.906103 24.923834 21.682366 69.206766 0 64.595805 124.735131 276
nirp_daubigny_2137 46.367015 55.680274 64.478304 58.318158 68.066456 73.030722 54.584897 65.278109 70.177147 50.272413 60.004222 64.420155 48.776273 20.464059 65.941296 27.487555 84.464031 27.438304 15.683627 7.142613 20.580706 20.147450 26.717985 26.401266 169.363806 179.608540 675 50.013728 77.935762 0
nirp_daubigny_332 43.281570 50.406677 52.016636 40.825419 43.523361 42.503368 64.118804 66.745433 69.660573 66.387683 70.636372 74.817156 4.954977 18.876831 5.924629 27.482052 5.481053 0.205120 7.491057 10.409481 22.263144 19.059559 27.917282 26.528218 16.346895 30.370872 0 24.290330 114.898589 67
nirp_daubigny_a1_241 18.263617 40.009742 54.701269 40.665638 55.470531 61.028719 42.018850 61.188231 66.147865 43.391765 65.536840 71.997254 21.798025 14.493657 33.362428 26.288962 42.731530 27.126570 10.584503 4.439998 23.344033 15.055015 30.984116 25.812973 70.225506 123.844422 1 40.467381 103.763716 28
nirp_daubigny_ag003149 48.469711 55.361776 61.907434 62.098252 66.169449 69.297576 66.179061 72.101874 79.971004 64.896767 70.934716 78.950588 45.616707 17.709536 57.402532 26.466869 75.520748 27.178011 5.885667 2.154758 8.170945 12.637178 11.435389 26.678829 135.213082 179.161743 996 16.725248 33.574596 0
nirp_daubigny_bermg_1431 23.927301 36.344650 43.878386 31.970698 43.855367 48.894534 47.809820 57.268297 61.681825 42.710882 52.262049 58.504221 43.380572 19.578945 72.088502 27.475192 86.769545 27.406649 17.055117 5.280264 25.377571 19.670678 31.852952 24.296460 136.800599 179.985784 347 62.266160 112.440196 194
nirp_daubigny_brm_bifa_72_1 19.239046 32.406685 39.539066 28.413675 34.495502 38.184037 58.389143 66.555963 72.359737 62.759101 71.154180 77.317731 10.573715 4.514126 13.158468 27.481099 22.268866 14.350495 17.524111 24.630239 21.132051 24.791874 23.449631 25.443760 37.126977 70.416232 13 57.170041 107.954483 0
nirp_daubigny_nwhcm_1949_136_f 36.103942 48.753911 56.946772 15.607488 29.148203 36.048129 52.037118 64.003744 70.498160 57.902255 72.689025 80.210610 41.782481 9.214462 63.601644 27.477769 85.923621 27.443290 19.492784 21.970859 29.595441 25.904938 31.986936 25.746639 112.897141 179.862685 398 51.512768 106.261632 0
nirp_daubigny_po_131 16.877012 21.593804 17.459942 46.007939 49.745764 50.318777 48.879946 50.428407 52.414024 60.474812 61.084683 66.242658 8.251948 24.874076 8.646050 26.614438 5.688758 17.652787 46.711803 7.541252 59.419183 17.951751 69.108191 23.708670 27.112307 37.581258 0 123.525089 179.470707 2307
nirp_daubigny_po_136 35.261218 45.642727 58.361814 45.254980 54.952011 61.771542 46.697484 58.062577 62.455318 45.160451 55.692704 61.028826 18.446721 5.702181 31.343812 18.742279 55.749929 27.388659 9.914407 5.695418 14.704851 19.558550 21.283763 24.684673 58.722750 157.561177 921 31.683055 60.638492 0
nirp_daubigny_scag_14_1967 28.318638 35.849935 43.591996 40.619500 60.744535 71.090223 50.521621 71.154873 79.875880 54.231442 73.435672 81.176262 31.804347 16.300279 36.954720 25.989281 42.503127 27.112395 18.238704 16.757567 25.188466 20.098334 33.122027 25.157204 89.214041 115.576695 0 54.203298 107.153078 44
nirp_delacroix_1873 17.448139 27.400823 30.096709 12.940640 21.666252 28.719476 30.986397 36.197528 45.366056 50.986460 58.885981 70.063618 8.435853 16.620330 10.745087 27.047185 6.913231 25.440189 56.872463 15.088110 66.507574 23.364158 78.229426 24.537385 31.322132 45.655229 0 159.795046 179.851961 3732
nirp_delacroix_1963p32 24.883667 36.173909 51.012914 42.216926 60.168026 75.241432 42.247410 56.019845 67.496245 42.197145 53.274249 65.766114 11.665108 19.879590 15.761080 27.475000 25.717742 27.308224 16.768746 7.872837 29.992608 24.947893 41.177504 26.574431 44.583929 102.416775 29 52.071804 126.833169 198
nirp_delacroix_brm_bifa_53_1 54.435655 60.533080 64.577501 59.587741 61.461406 63.677856 47.494561 50.369704 55.628626 48.954102 53.731200 60.908524 6.320377 9.110164 8.156882 27.481052 9.652737 27.329947 13.560653 8.662061 23.508491 18.107041 33.920991 24.923558 19.979888 38.635131 0 43.753643 96.933660 95
nirp_delacroix_brm_bifa_62_1 27.450028 39.363952 48.679904 28.009652 37.769759 41.760421 25.061527 34.060582 42.950345 29.013501 42.230152 57.486694 4.748486 6.192549 5.882713 27.460331 6.322768 14.469818 17.784813 5.753456 31.602778 18.647789 46.480022 25.967961 12.459309 25.179168 0 60.341650 136.499181 362
nirp_delacroix_k2873 26.603045 33.025916 37.426822 24.174350 30.886571 34.328472 34.689007 42.805997 48.113259 46.164309 57.321438 65.209195 5.940763 27.454749 8.226703 27.476395 3.949120 1.540369 35.991015 19.483557 47.290047 24.626570 59.521965 25.907597 19.005800 35.697549 0 137.371799 173.747059 1818
nirp_delacroix_ncm_1980_195 39.578143 59.736590 69.151657 51.508678 64.794904 70.774634 57.765030 62.046476 66.215924 57.863269 62.442655 66.532655 24.570285 10.497161 41.014990 27.474837 49.805934 27.357720 6.393534 10.675530 11.081682 22.343574 15.010718 25.378410 71.787815 169.099478 39 20.346549 46.914873 0
nirp_delacroix_souag_b47 61.576594 71.770149 82.120160 66.848366 73.819996 82.846247 52.236777 55.528661 61.136723 51.622317 55.188432 61.486357 31.165260 14.185419 38.733386 27.426254 43.561742 27.312987 10.352704 5.351114 17.818830 23.754241 23.313882 26.825011 90.527920 153.861803 50 37.254911 89.136393 8
nirp_delacroix_va_pc_2006ag3572 23.566682 31.339606 32.580347 23.952873 30.973393 28.230430 16.783233 27.008596 32.556715 21.958002 36.941276 41.999197 20.693474 6.340476 31.429437 27.406167 40.831266 27.452697 24.679384 5.663364 38.547001 16.223200 50.162552 25.168873 64.756306 156.308939 105 62.499876 157.035539 579
nirp_delacroix_va_pc_2006ag4483 16.764119 36.677282 46.663792 11.612413 28.390776 36.486162 15.858114 22.066593 27.952276 25.082526 35.954411 45.323657 13.147887 14.856196 20.892935 27.473222 28.247932 27.468718 28.764085 8.036749 45.382632 25.559084 57.122312 26.379021 46.013367 79.720854 0 88.286734 178.888556 1541
nirp_diaz_1114 20.004524 39.809409 49.869309 20.106773 40.569691 49.405070 25.778568 38.674291 49.562871 36.197182 55.400711 67.004588 8.054540 0.715857 19.392873 27.395081 38.595461 27.420095 33.457011 10.411631 53.121411 22.868795 70.661383 26.220406 26.654949 94.743469 74 104.680184 179.425363 1388
nirp_diaz_1117 22.171646 28.960775 19.637352 25.963010 31.102744 16.113152 7.260474 12.972601 19.685742 13.107244 20.604512 24.453134 23.612580 6.009433 31.972280 27.475773 51.766688 27.409061 26.868305 8.493618 33.441650 21.172620 38.350299 22.796154 59.088281 131.592893 365 70.128942 106.732839 137
nirp_diaz_1159 23.597528 29.987093 40.412951 14.741232 22.912145 35.592022 28.586404 41.734746 48.239752 42.557543 60.134962 66.771942 53.122250 19.142800 74.323700 27.466717 91.049622 27.420830 40.660059 12.629327 54.079401 22.005046 62.874146 27.329727 159.772085 179.923340 265 121.629205 163.533671 772
nirp_diaz_1_44 38.873659 65.082198 80.808514 40.293832 68.756979 93.886761 38.325396 64.739214 90.303557 33.870411 58.323534 84.528371 7.031436 0.086779 10.650777 27.499954 12.692406 18.174159 28.397223 5.567777 40.259110 27.484923 48.534784 25.894756 18.731798 42.579146 0 82.060735 142.396059 120
nirp_diaz_1939p642 12.853890 18.372118 18.026609 14.955088 23.052135 31.760914 13.109183 22.984741 34.096363 17.308452 31.155476 42.701860 3.277087 27.441605 5.288026 27.477399 6.334843 27.408413 17.439404 2.258584 31.859358 20.478552 39.684719 24.003614 11.033301 34.084710 0 58.579331 127.778487 172
nirp_diaz_839 7.882412 13.507847 16.038689 5.707546 12.323206 12.880038 25.714714 29.561509 30.116108 44.917501 50.969856 48.628896 5.672775 1.314687 6.992467 27.454664 12.383305 27.224718 51.065422 14.663634 58.397339 27.009494 53.996947 21.501103 21.459819 38.274682 0 151.061079 179.331444 54
nirp_diaz_art00315 22.834139 34.071573 36.828238 33.962302 41.144782 41.458505 43.982567 53.123109 58.566508 49.463060 59.873472 66.686874 3.460751 1.775455 6.607917 27.469466 10.179751 27.453739 18.773170 1.455940 23.332637 17.825348 29.064390 26.392437 9.419523 28.676507 0 60.738891 78.726668 24
nirp_diaz_cp_tr141 33.384433 37.438918 38.171310 32.296443 36.434273 36.917263 18.012348 21.221521 25.844337 20.002245 23.539259 28.711718 21.871681 7.547439 37.406793 15.307831 70.632966 27.447991 6.042601 0.531351 7.704526 15.418972 9.348625 22.616760 73.167382 147.995782 229 17.959280 31.787549 0
nirp_diaz_fa000722 17.723411 24.437213 29.355331 27.409069 31.612318 32.239337 35.032658 40.190647 41.913271 34.772152 40.393703 41.990932 36.197871 25.042263 39.527684 26.379952 47.573897 27.443547 10.630763 6.610847 14.290106 24.620126 18.986471 24.468349 109.730105 151.902669 29 36.579129 69.569928 0
nirp_diaz_gr_39 49.524716 59.726183 71.458167 47.035347 56.009528 63.249588 30.075194 38.717140 46.089577 30.428619 40.442073 48.934245 19.545067 7.797714 27.477501 26.911772 45.763280 27.294060 10.198079 10.304385 16.008861 11.923935 26.218099 21.927007 71.510730 108.762282 148 34.038369 72.487211 27
nirp_diaz_l_f7_1938_0_0 22.652543 33.023060 36.245391 27.946565 34.921112 33.330782 40.898398 46.374380 49.939130 52.971780 58.790849 63.438979 11.313866 12.755220 14.235670 27.281392 19.574187 27.426433 34.462254 11.757247 36.086801 16.610821 44.017118 26.795002 34.453473 56.383436 0 103.029600 145.480902 228
nirp_diaz_po_138 8.704485 10.687895 9.947042 7.177702 10.253875 9.530738 17.734132 22.140203 26.893901 29.841010 36.393529 41.237506 5.316931 9.617961 7.404201 13.821893 8.560710 18.967446 33.828196 9.479494 40.214831 16.986850 48.442349 19.152898 16.506592 26.253092 0 92.505577 133.955241 408
nirp_diaz_stigm_8147 13.560439 20.709268 24.817977 17.661616 27.155186 29.660106 34.140270 45.117351 48.394475 51.032782 65.295479 73.819111 3.636550 0.042618 5.429459 27.464222 9.888195 27.467689 48.166602 12.799718 58.800031 27.105016 69.027171 26.509581 12.656362 28.110804 0 151.434322 179.726480 678
nirp_diaz_va_pc_2006ag3573 18.121636 31.441143 35.303941 28.978933 38.334351 36.659937 37.498215 51.583114 59.249295 40.056414 56.270442 63.469047 26.504327 21.315218 36.015846 26.926589 46.391454 27.412811 10.510290 8.308084 19.146739 23.156710 23.608747 26.726924 99.477108 148.739968 17 29.457398 79.883408 0
nirp_diaz_va_pc_2006bh7518 14.492754 33.685466 40.711016 28.164889 37.980447 44.136292 51.907931 56.687256 62.984446 61.709161 67.411825 72.923761 13.906047 17.712861 23.142211 26.589733 28.214869 26.726245 28.428993 19.936725 32.646544 24.408472 37.445712 25.727517 50.402277 101.236847 0 85.617373 128.282587 55
nirp_diaz_va_pc_2006bh7591 15.949043 33.443522 47.938316 27.188542 32.984613 38.547563 41.254552 47.879469 58.913604 47.256705 55.162258 67.317152 25.988663 18.632841 32.699142 26.294921 42.406757 26.234474 18.299652 7.346148 24.089079 19.543852 29.815014 26.111738 92.170276 128.697765 2 57.155979 94.585844 0
nirp_diaz_va_pc_2007bp0704 4.489657 7.568562 4.802321 4.263994 6.340186 4.521156 12.504479 19.272164 22.936983 23.524371 36.632195 39.447556 5.921652 25.257709 6.944284 25.985098 8.095764 23.354930 24.545045 7.140478 39.343634 22.369229 42.302712 25.258162 17.506701 31.859044 0 84.780437 169.211857 95
nirp_dughet_1951p104 49.870762 56.286851 63.129936 54.275677 59.503731 64.372040 41.090151 56.963505 60.760092 42.962703 59.818267 64.226856 65.576017 27.471901 71.394671 27.478480 74.920799 27.456997 12.891063 8.095632 18.877905 20.214370 20.943428 26.029506 175.834019 179.915120 19 42.690210 81.267772 0
nirp_dughet_596 44.305375 56.602441 65.041466 32.956117 40.932482 43.125339 62.761955 74.853885 80.117957 71.881784 85.229649 91.125174 40.418799 8.591670 49.703593 26.617682 59.224121 27.176813 27.569844 18.225018 32.933530 24.271574 37.685849 27.352016 131.720740 157.363666 3 91.843127 121.625510 1
nirp_dughet_a1_209 34.118394 46.328397 63.863761 45.321579 53.194343 61.405507 58.735867 68.599874 73.253094 65.282901 75.019198 80.158008 19.643098 7.688071 24.429825 14.440227 33.044842 27.335203 19.781031 24.307400 21.794956 23.571427 23.293013 25.359615 61.054942 87.408912 0 52.360454 72.917298 0
nirp_dughet_bikgm_1277 46.879634 58.975158 65.484272 74.939004 82.272535 87.880369 69.841341 74.301113 80.115998 65.099637 69.392389 75.338668 60.076679 27.460013 62.895026 27.489389 66.778520 27.342738 16.577932 7.540218 19.525539 25.797899 23.357418 25.038055 160.340574 179.998541 0 55.353680 76.480295 1
nirp_dughet_b-m-595 39.928158 50.489900 58.987798 42.220884 51.733344 59.064581 30.510684 36.260818 44.138023 31.357058 39.815361 49.875245 24.530169 8.491949 34.038919 21.680264 46.229528 27.401278 17.460927 6.290065 30.318762 21.401817 46.823881 25.921574 75.682117 154.209919 36 65.115638 126.175369 505
nirp_dughet_b-m-791 45.500882 52.091522 64.679800 53.847579 62.752901 68.301760 67.972526 74.025471 80.361695 68.785977 74.895936 81.607751 65.068513 22.259635 75.347151 27.463583 96.071538 27.476266 11.107177 5.975404 23.845392 23.908834 36.530634 26.441522 167.656247 179.920125 230 30.693430 105.462368 276
nirp_dughet_bolmg_1898_3 26.309524 35.530125 39.291652 39.853507 47.328039 47.317312 42.744312 47.188675 54.010088 46.760979 51.388381 59.600485 8.119032 27.481084 12.273552 27.490239 17.637863 27.180514 16.196995 3.627161 27.990540 23.487426 42.512894 25.327269 31.478688 79.117266 0 58.990244 128.041178 435
nirp_dughet_bolmg_1940_4_4 13.556232 23.168387 39.496739 45.798077 47.506499 50.995072 74.545295 76.239891 79.872459 79.286937 81.262242 84.900703 18.198801 5.881133 27.752689 18.566481 33.934428 26.826976 15.155922 10.425510 17.778388 23.347306 19.038604 24.228375 52.666224 96.204248 0 41.972142 63.029362 0
nirp_dughet_brm_bifa_69_8 56.132733 62.030020 65.380992 64.565811 68.976662 72.082097 48.266348 52.534724 59.103364 46.099560 52.687606 59.430835 36.348290 14.959144 43.416827 27.027486 48.258121 25.973492 17.136669 4.829546 28.494165 20.501740 37.704172 25.468889 100.541532 163.329661 19 55.613084 126.252648 161
nirp_dughet_cp_tr372 43.106218 55.408124 59.695959 38.275300 49.628785 51.348648 39.006957 49.980370 55.494491 49.874532 65.047036 71.895629 7.985884 23.699889 11.189652 27.476286 11.118399 27.472361 33.404486 11.290896 46.567002 25.870021 53.170420 26.457470 21.865043 44.628847 0 103.451447 173.681230 701
nirp_dughet_eu_728 31.030653 41.708580 49.285066 37.240258 44.834470 51.069304 25.770242 32.949447 40.018599 28.394763 38.600431 47.106964 23.255773 6.034301 31.609520 15.385475 53.070963 27.453129 15.706355 0.766395 24.532171 7.626691 32.903426 23.535587 68.011975 132.304142 264 52.469550 96.480143 35
nirp_dughet_fa000265 35.257786 46.392594 47.380906 37.313451 44.175407 41.181415 69.403811 78.311220 82.393990 73.904107 83.101490 87.181353 20.156435 7.776281 29.138977 17.374049 45.478896 27.399934 13.363898 14.246823 16.669021 26.029844 18.412099 24.992011 58.918188 109.419150 119 40.057308 72.666650 0
nirp_dughet_fa000266 16.474424 21.029370 11.692009 29.791111 37.038321 32.238002 56.608050 66.374988 69.935959 63.756509 73.539145 76.748149 40.005065 24.873300 44.913137 27.029300 60.074620 27.450195 21.807038 4.686881 28.444001 26.677491 33.772905 26.778163 128.703582 152.926273 316 61.482386 105.159442 15
nirp_dughet_harag_338 19.277739 29.604398 46.034859 29.981593 38.008044 44.145337 42.959049 55.969116 68.194813 46.944653 61.316929 73.998879 13.284710 4.732947 36.170302 27.044453 74.929781 27.367703 11.574307 5.963394 17.495428 26.800005 22.254194 26.753666 45.602009 150.504392 1577 35.198471 75.386558 0
nirp_dughet_lcnug_1927_2251 68.762893 73.740132 78.818923 72.822713 79.197169 78.177708 54.507828 62.318762 69.978749 54.926658 63.186657 71.701283 50.967670 17.067106 55.397713 27.434525 59.600180 27.438088 9.090161 13.101244 19.156904 27.124228 23.900839 27.157236 145.107392 177.198031 20 26.452461 94.974790 16
nirp_dughet_lcnug_1927_2252 64.301989 70.974736 78.657519 66.846103 72.750380 77.114742 45.208698 55.360952 59.053077 45.238466 56.349017 60.954715 44.411701 20.672165 50.500022 26.027214 58.158563 27.395548 12.735659 4.936724 17.422653 25.699087 22.526814 26.354846 127.303918 158.150953 49 41.893840 95.654454 31
nirp_dughet_mnemg_00_1873_16 42.832173 54.654736 61.484797 56.669598 73.181654 77.412116 56.516216 72.306875 80.110739 61.431135 77.028905 84.652489 11.562869 3.631415 23.983486 26.128977 36.079496 26.884027 15.576320 4.957311 23.022274 26.717424 28.245140 21.150922 34.658485 101.158203 0 46.653257 106.296767 19
nirp_dughet_o-79 26.936310 31.581418 37.692947 27.473616 33.283996 34.740044 52.574568 57.733298 62.127912 58.319551 64.418195 68.758119 46.252029 24.250853 59.908989 27.283401 96.333223 27.469279 22.244917 5.483975 30.321197 22.699302 39.885955 26.730429 138.674562 179.792787 929 67.533785 122.677705 204
nirp_dughet_op_0026 55.778662 67.391550 77.070018 64.953061 80.266858 85.825820 46.388437 64.262300 67.306661 44.152578 60.568628 65.046607 25.929597 27.365769 35.091152 27.234263 37.489218 25.519173 11.058958 6.390747 18.090867 21.089562 25.511606 24.026066 79.245707 157.892242 31 39.207963 64.881895 0
nirp_dughet_scag_1_1959 49.060876 52.247083 59.394076 65.652545 73.728843 80.666314 60.869769 71.099897 76.932885 61.237883 71.727433 78.004723 29.460264 11.375032 39.336775 27.481219 47.921266 27.392133 27.835196 3.140502 34.965764 22.829805 44.542813 26.867168 101.027943 178.802847 103 91.676863 127.554688 102
nirp_dughet_scag_1490 35.410243 44.892210 50.977561 50.672860 58.998886 62.797051 47.307677 57.333208 65.096174 47.723857 60.137538 69.145952 23.919814 5.333349 30.715245 24.842787 44.414244 27.460107 30.468668 7.163002 40.848633 25.768636 48.517342 27.027296 78.132820 129.193601 149 99.504435 179.655519 385
nirp_dughet_som_hm_a225 50.373764 54.629211 61.513552 52.554679 56.662647 59.178338 45.484648 49.983374 52.755851 49.857813 55.611284 59.734607 13.009012 18.003480 14.887786 27.477795 10.600659 21.672466 14.189347 1.607281 21.331260 17.909309 25.787506 27.229663 34.036988 52.550596 0 48.335883 84.838609 0
nirp_dughet_stigm_8148 24.471896 28.905924 29.699180 15.642922 18.121462 20.261053 35.392398 40.727405 43.738684 59.337592 70.112947 75.695818 7.116610 7.887430 9.683070 27.470454 11.923966 26.386515 62.869631 23.277735 77.717865 27.303476 86.320299 27.175404 27.831506 55.243560 0 177.961060 179.955277 3241
nirp_dughet_stopm_kx_23 38.885257 45.430870 53.219398 46.124443 50.757523 54.309212 48.783338 55.805755 60.806508 60.010269 69.201302 76.634502 9.073874 27.436452 10.225650 27.422471 5.606086 11.683306 32.105843 7.410836 40.356874 23.258375 50.253212 26.543314 24.155041 39.350910 0 83.455849 156.523579 908
nirp_dughet_stopm_kx_24 37.014698 45.397185 50.820927 33.504470 37.933248 39.913253 35.392929 42.818933 50.425011 45.803171 56.795283 68.535475 6.696861 27.475912 7.795886 27.478918 5.106466 16.317928 30.441890 18.284698 42.051504 17.842738 56.653289 25.728663 19.641390 35.156606 0 103.071907 177.764389 1363
nirp_dughet_stopm_kx_25 10.731600 17.120338 21.062435 21.253654 24.921381 26.875838 45.502631 52.111715 54.824269 70.921445 81.164933 85.323561 10.188912 8.605575 11.564383 26.332019 5.133088 20.377776 71.683383 25.282543 82.141078 26.055303 86.598486 26.257232 29.228450 44.738905 0 179.828933 179.946550 5351
nirp_dughet_stopm_kx_26 4.317602 7.734112 9.201943 15.443481 18.628382 21.850054 42.472809 49.398202 54.571577 69.623881 80.609834 88.847839 8.773665 14.368584 10.768245 24.426486 2.480934 2.190738 76.262494 18.043666 87.924230 26.543205 96.836660 26.903019 26.259494 46.635082 0 179.418959 179.926594 4912
nirp_dughet_va_pc_2006bb5069 16.712904 30.715491 36.227507 24.429788 34.027126 36.863691 28.844286 42.542067 52.047240 34.778833 51.555789 64.514968 5.554498 26.310116 7.537932 26.204482 7.909785 25.599662 17.592780 5.262897 28.746220 24.558477 42.106237 25.792498 17.467030 37.584117 0 53.428660 125.006495 418
nirp_dughet_va_pc_2006bh7840 36.961054 48.368286 59.725966 52.064565 58.540580 63.458373 57.657092 67.761382 73.658826 61.017721 72.241112 78.489081 27.517833 18.775677 36.881343 24.902923 45.178358 27.199525 11.159940 5.893383 15.371647 24.907240 20.271857 26.907497 78.814066 129.087582 26 36.439244 53.215686 1
nirp_dughet_watmc_2004_162 60.331942 67.511399 68.537248 69.296233 77.483095 81.634811 58.158196 63.874505 68.691701 61.004399 67.217074 72.256145 37.997615 20.102848 44.872828 25.516480 48.360864 23.928469 10.705675 7.341659 16.581895 16.042201 20.238978 25.275108 123.529676 179.896236 29 33.852003 80.825658 0
nirp_dujardin_1_111a 16.097315 33.080379 39.432710 24.327874 47.164747 57.768431 27.921831 47.974464 59.131148 31.082871 52.573313 64.883168 3.870990 27.474035 7.238297 27.474307 8.457193 20.037625 20.675750 6.058427 30.913686 26.759917 43.952416 27.131591 13.731456 52.248222 0 62.553473 143.530629 811
nirp_dujardin_34_13 40.395199 52.261239 63.001850 41.457285 54.414469 57.797243 55.080000 63.191088 66.415431 62.892539 72.849801 77.333363 5.232807 12.827714 8.710634 27.330133 9.251886 24.597524 26.034949 9.287949 39.910720 20.342195 41.605954 25.636176 15.152493 40.224562 0 73.924487 153.558557 200
nirp_dujardin_brm_bifa_67_2 32.175829 52.340013 63.711432 54.512965 66.506602 72.580011 62.232142 67.108060 69.434907 61.797850 66.259336 70.262519 52.619944 14.302197 57.547683 26.959094 63.906701 27.044769 16.885487 9.400534 25.822249 27.016556 30.258394 25.473643 139.948681 172.005440 26 44.868757 97.019899 13
nirp_dujardin_eu_719 27.306802 45.916676 57.589849 75.780407 81.807216 84.989345 80.790979 86.394146 88.405161 79.631503 86.691505 89.983355 22.988427 25.731080 30.171689 27.481242 31.510263 27.430295 22.787864 10.652907 31.840256 26.052450 38.170946 26.465319 75.522567 159.778411 13 70.327851 142.895847 79
nirp_dujardin_eu_720 38.238884 44.791480 50.977628 44.845391 51.083506 56.061848 35.848262 38.405703 44.451492 35.817238 40.138384 48.238096 30.517587 11.617360 39.463476 27.483417 44.018681 27.378407 7.334940 2.935877 26.101034 22.244009 38.511463 26.754376 95.227431 179.293370 16 22.079952 116.807257 501
nirp_dujardin_fa000869 6.559744 11.852072 10.896258 28.517785 35.752409 38.853613 39.783182 44.591443 48.018834 50.673469 56.608265 58.836782 13.007827 0.340864 16.865016 27.477787 23.401473 27.446878 33.608375 8.388108 46.404162 15.875743 54.763882 22.398787 39.559928 74.339961 66 103.721864 179.029026 407
nirp_dujardin_gla_hag_43738 50.177552 56.124586 62.155477 45.198310 51.351098 55.164172 32.390137 41.529312 51.640652 36.956152 49.922349 64.718982 6.263175 8.156810 7.766535 27.410981 6.286695 27.435542 20.521957 11.600199 34.688276 23.669819 45.881973 27.266291 19.561244 36.798540 0 64.297626 146.623495 88
nirp_dujardin_l_f201_1975_0_0 36.037286 49.566749 69.047219 44.751366 58.885673 76.408301 33.924792 57.120793 71.986019 38.905993 62.530710 77.417908 20.809925 10.909184 25.446081 27.499361 31.769832 27.330886 16.263545 22.115905 21.575983 27.495601 19.033345 22.059001 68.520718 108.723497 0 49.668128 85.000332 0
nirp_dujardin_som_hm_a116 52.846160 62.966116 70.182715 66.097646 72.242065 77.603190 54.807311 60.751944 66.662761 55.287690 62.192931 68.812986 31.322757 4.617317 37.014496 25.010210 41.837502 27.419227 12.281019 7.629595 19.522563 22.059532 29.061482 26.040669 87.741005 172.189582 6 38.534782 73.576807 4
nirp_dujardin_som_hm_a129 38.853289 51.328004 59.352998 58.849957 64.502184 67.089532 75.286112 83.900852 86.947694 80.578641 90.948213 94.936246 13.623979 16.952569 16.534982 27.262264 13.784932 27.461688 24.703900 12.736604 31.987172 22.904711 32.207990 24.412371 44.210725 91.782351 0 88.678074 133.486984 296
nirp_dujardin_som_hm_a209 60.929705 70.686366 77.049541 73.320479 80.155479 85.195487 63.049924 68.505054 72.473869 66.324276 71.860929 76.275522 75.287083 27.303185 79.736232 27.494421 86.836945 27.466548 25.971882 21.795907 30.568074 26.864026 35.675088 26.870445 178.948803 179.842974 168 73.045390 113.225033 2
nirp_dujardin_souag_b34 41.295104 47.586571 55.881613 63.827167 66.851883 71.146789 57.365759 60.871961 64.633216 58.898256 63.555916 68.760041 5.670581 27.178255 7.469707 26.678315 6.748596 24.183424 15.204795 10.974882 24.146825 23.351570 31.794286 26.671136 18.889650 38.085552 0 52.969949 122.077760 4
nirp_dujardin_va_pc_2006bh7511 29.222468 34.946920 45.933106 55.168889 61.267765 65.213287 65.584123 73.568382 80.342570 71.164176 79.697321 86.499880 9.347937 5.028184 22.037997 25.209961 36.754199 26.903823 18.506930 3.519160 22.696157 7.595428 29.618717 24.475959 32.638614 108.219994 0 49.385983 81.370363 12
nirp_dujardin_wm_1573_1948 41.143375 55.189945 68.346840 80.886001 90.567019 94.955658 78.268208 87.763374 90.633031 69.136071 78.777004 82.623448 58.987504 20.659348 79.234541 27.487699 98.953150 27.479693 27.270626 8.290378 32.011478 24.423991 36.774054 26.348687 172.752687 179.985630 31 78.130768 123.924636 18
nirp_gauguin_2465 36.302632 55.709884 64.289290 55.782145 71.344845 74.876002 49.932063 58.921778 60.703159 45.014825 52.962060 48.743094 16.828167 0.935910 32.506018 21.179496 51.686791 27.458125 29.242861 5.503633 39.615600 19.634170 45.219647 23.819469 57.049382 176.673546 429 94.559528 127.862488 266
nirp_gauguin_brm_bifa_48_12 31.346530 38.744248 44.181123 40.973683 58.513228 64.345529 33.398602 52.986956 59.311671 36.157712 53.532753 53.083291 25.295812 16.693275 31.404501 21.920076 37.268982 27.261636 54.309913 19.222984 64.868703 26.950342 65.622762 23.527558 81.332506 135.303029 12 149.550210 179.816540 88
nirp_gauguin_brm_bifa_49_9 18.770415 34.892150 53.351828 18.161597 32.728737 48.187366 18.291770 28.825693 40.995594 31.392963 48.059260 70.258843 13.373891 1.251398 22.076773 27.281766 33.723481 27.321778 28.090334 10.871825 39.179699 25.316844 69.640010 27.259964 43.398957 94.880875 3 73.365462 154.808834 2381
