img itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg
nirp_wouwerman_som_hm_a243 38.915890 46.556300 54.370824 32.071343 38.141052 39.811830 40.742338 44.412220 47.570178 58.739470 63.838127 69.282799 8.972794 19.954069 10.578757 27.471031 13.388010 25.961587 52.425133 20.535313 57.320515 26.838964 62.959355 26.841590 27.713068 53.520101 0 153.191960 179.907252 1707
nirp_wouwerman_som_hm_a86 42.772479 53.532422 61.972274 54.057327 63.809423 64.571133 58.877434 67.803625 73.570233 60.435147 70.478106 77.151146 36.985396 6.853161 44.319628 27.409891 49.534400 27.465650 6.418858 0.512477 13.716843 12.995650 18.240311 20.249945 117.873201 177.147208 50 21.037221 62.964629 0
nirp_wouwerman_twcms_c7389 42.874647 53.591401 64.923854 57.102863 64.367004 71.189996 48.286245 55.049600 62.194120 48.934965 56.757045 67.008113 29.848051 10.072870 34.235066 27.462420 37.200268 27.435861 13.926232 5.542484 23.843286 23.190837 39.849249 25.853418 100.578033 136.691041 0 48.851275 99.072414 388
nirp_wouwerman_twcms_g17023 25.361304 33.078216 47.064611 33.503127 41.824572 39.221554 69.826192 78.732648 86.617380 75.339751 83.667599 91.347060 72.542125 26.976635 81.060914 27.484330 89.153985 27.477709 27.149302 25.118332 30.100768 26.336735 20.215847 22.632736 178.800874 179.864583 242 80.907019 100.429061 0
nirp_wouwerman_va_pc_2006bh7577 44.548871 49.778324 58.275197 44.241021 48.798273 56.694060 40.646670 44.933631 51.344938 43.106293 48.464838 55.499378 40.001618 21.248798 44.695517 27.252988 47.056403 27.118452 9.826343 25.184508 16.801341 26.262858 24.753006 27.364829 113.906917 158.102784 0 31.223915 68.970588 6
nirp_wouwerman_va_pc_2006bh7628 38.758155 53.320808 61.380988 56.367968 62.219486 64.532408 65.381091 76.522502 80.990165 71.570902 83.763927 88.703536 49.748879 18.568049 53.391488 27.022707 60.221157 27.396303 19.338461 7.532798 23.391788 25.619656 19.944204 25.622623 138.502115 160.933924 68 57.552645 103.158432 0
nirp_wouwerman_va_pc_2007bp1211 49.872988 54.551916 57.773621 40.828622 44.178395 46.309350 35.021385 40.236404 44.801804 41.691010 50.205677 55.523884 16.686051 24.073788 18.473142 22.225280 12.657079 25.297612 32.552921 26.095291 42.662229 22.265302 48.471490 25.856795 54.603425 79.533382 0 106.669273 174.816706 647
nirp_wouwerman_wisfm_1938_25_25 41.417137 48.613247 56.412793 35.625309 42.093864 47.266482 31.477161 38.808676 46.990049 37.575424 46.679664 59.065166 6.735670 3.067746 10.243327 25.638181 9.827123 24.693623 23.002788 11.627759 31.623229 22.966241 46.763713 27.179997 19.853431 42.393781 0 85.950192 137.810244 606
nirp_wouwerman_wisfm_1938_25_26 43.016868 49.397619 58.101533 46.838734 50.035604 53.948427 48.148251 53.559357 57.970388 53.078788 60.142754 66.867140 25.313510 13.443920 29.918605 26.988269 37.593359 27.309639 16.022661 2.599238 23.763434 23.841577 32.835406 26.293680 83.614457 117.020925 1 45.606205 106.074092 237
nirp_zoffany_03_621 7.648073 11.254205 11.949690 8.279626 13.859630 17.002747 15.982526 26.442894 37.848891 25.440333 41.869649 59.889718 4.541729 27.292047 7.282290 27.465731 8.616963 27.442602 27.970151 9.932973 44.699475 22.628921 62.839451 26.306585 16.241101 35.106986 0 102.422002 179.999674 1225
nirp_zoffany_03_846 16.809608 23.226237 25.035911 14.674741 21.406785 23.785151 20.158232 29.032138 34.154853 29.761442 42.125754 48.610991 9.152678 18.814462 10.847630 27.452845 5.206771 24.270099 27.484515 13.101007 38.526620 23.226576 46.355476 26.550897 31.581244 40.456382 0 85.570797 132.241805 399
nirp_zoffany_1934p397 16.253242 29.560780 42.055600 59.022815 69.757470 76.328931 62.243101 73.048283 79.098331 61.438813 73.273152 80.503340 4.831713 21.022691 7.477338 27.487440 8.982284 27.281611 16.226825 8.425229 27.225814 20.521288 36.632937 27.087435 17.027387 42.286730 0 43.319054 140.593027 184
nirp_zoffany_1948p39 36.937037 46.430901 55.231213 32.123088 39.770595 43.695519 28.581777 38.917008 45.535134 40.513447 54.176290 64.018594 6.309409 25.871193 9.723769 27.480726 8.305385 27.375326 40.813083 9.845814 51.297179 21.358628 58.541624 26.007762 18.928181 44.165025 0 118.522768 178.956641 1165
nirp_zoffany_773 53.540983 79.697064 87.517896 53.191299 80.368142 93.494064 46.663097 77.297220 97.194328 43.096847 75.512182 95.838199 15.653030 0.195740 21.944920 27.499955 23.943914 27.106475 28.808933 6.816219 40.173976 27.496473 40.577555 26.935480 45.358362 81.506588 0 80.484268 179.896120 47
nirp_zoffany_ag003018 25.270799 34.605104 41.701250 23.938877 33.725930 42.106053 28.170307 33.355297 43.793537 37.491662 43.164578 59.599491 8.255251 19.541926 12.958500 27.473137 19.450886 27.426173 27.998963 12.088034 36.674205 21.280505 52.709247 25.436722 28.576829 59.539717 14 87.844171 165.468022 698
nirp_zoffany_batvg_p_1980_71 22.124554 38.807718 50.976623 27.588319 49.320120 60.226280 33.657579 50.090726 58.449226 44.851776 63.177006 71.960786 4.837498 11.880303 11.199388 27.434461 0.921816 0.511284 35.154015 12.116730 52.665997 27.316796 61.513772 27.015364 16.779016 48.308867 0 103.441157 178.928289 155
nirp_zoffany_batvg_p_1998_1 39.725976 48.087171 60.074969 18.912991 29.725286 45.558873 42.508759 59.217097 75.236445 47.257327 65.773321 83.661121 13.640419 0.739624 20.057008 27.452523 32.006985 27.436692 15.898844 9.019807 22.032842 26.424145 30.566008 25.751609 36.281199 92.296532 31 47.861147 76.683108 0
nirp_zoffany_calmg_1993_74 64.026476 68.593565 79.102731 72.135257 74.709567 83.435361 57.633924 62.034837 67.770767 57.395898 63.066233 70.674701 31.468704 13.931674 36.541964 26.902146 41.113107 27.359930 18.920067 4.542747 23.780678 21.952044 33.307578 27.176066 86.720394 155.980460 0 64.550458 107.082329 39
nirp_zoffany_dovrm_0_11020_dth 19.473245 28.677079 38.354924 10.758023 16.111153 21.771266 14.718289 29.617588 38.596822 19.346390 38.667879 50.816638 16.083094 26.785256 21.382184 27.296615 24.565794 27.358243 13.657779 2.595401 26.849066 26.995508 31.931658 26.790626 51.116357 64.593104 0 49.586208 117.784863 63
nirp_zoffany_fa_1991_091 42.752295 60.144986 72.145358 27.623433 48.098790 65.425602 39.335146 50.023986 58.686510 53.754824 68.064661 78.133051 10.951227 11.499846 22.369519 27.452785 52.287499 27.376824 41.085636 17.052256 52.566199 26.033349 54.296134 24.055727 33.480827 143.645778 25 115.228855 171.715672 85
nirp_zoffany_op607 36.417613 47.893227 58.593372 32.665228 41.523569 47.682783 35.235437 39.709352 44.760177 47.562182 53.483877 61.750986 4.610603 0.065356 7.154007 27.472989 10.107359 27.433891 35.073610 6.149945 39.833787 26.797851 46.937556 26.879644 15.861036 43.973919 0 110.483988 175.354262 250
nirp_zoffany_po_120 7.172343 13.921537 14.347962 10.796029 17.563447 20.467499 18.823886 26.972950 35.263426 27.728320 39.463135 51.506514 4.575239 6.867975 5.942017 8.744609 7.645504 24.868708 26.106159 6.295629 37.496471 25.964883 53.199324 25.594124 14.928511 25.398226 0 91.780458 149.225442 802
nirp_zoffany_som_hm_a93 40.950628 49.923744 59.585790 41.603641 49.654742 56.208128 22.384927 34.352804 44.467517 26.958083 43.867796 56.932759 31.128778 21.343384 49.937020 27.197138 77.584178 27.306813 20.922398 7.490814 34.141469 21.425372 43.122971 27.027833 92.998170 177.520039 99 59.957796 162.508987 161
nirp_zoffany_strpg_1993_122 47.520313 57.401614 72.884103 48.768497 57.843727 66.178659 27.323708 49.093436 67.854116 31.422082 54.157533 74.707146 37.104136 4.847906 44.981188 27.445092 49.549698 27.442086 24.535170 6.978217 28.992395 27.283962 35.688429 26.865631 105.776652 163.072958 85 72.652669 113.728491 25
nirp_zoffany_th2 15.347871 28.820999 34.367911 22.413049 31.714543 37.200630 21.715693 33.161918 32.644973 24.156081 37.626104 41.988738 37.708481 15.321719 51.839465 27.219563 72.685746 27.431723 9.352748 0.861791 15.773515 20.098075 17.629318 23.516225 122.169064 178.823156 638 27.784323 60.185963 0
nirp_zoffany_twcms_c6961 28.797077 34.195136 42.712847 36.605493 42.033214 51.644983 28.228130 39.438254 50.475480 26.187208 38.847716 52.910241 38.704774 19.954704 51.196815 27.210785 65.856766 27.359003 10.691110 2.308434 18.711853 13.338546 24.947877 27.280392 130.208976 172.856494 239 35.442470 93.327502 23
nirp_zoffany_va_1955_0563 45.985005 54.680128 65.147418 45.728920 51.417102 56.048650 53.243573 58.350065 60.865086 56.839157 62.409532 69.042469 73.676624 24.321714 86.814663 27.483795 115.016240 27.442990 14.038232 12.497231 18.456705 26.274409 17.441265 25.555351 178.611168 179.970314 167 40.391806 73.586739 0
nirp_zoffany_x113 35.909501 43.337076 50.999141 27.086043 37.390014 41.811591 21.893468 36.147304 39.740449 29.128640 47.759398 53.587457 53.649933 15.833065 91.849112 27.446734 91.421642 27.466747 20.848692 27.324985 33.171276 27.035658 32.255947 27.079309 177.112793 179.949145 17 64.502432 134.849909 5
nirp_zoffany_x142 22.831855 44.177625 65.490684 28.157389 50.648038 65.875607 36.189264 57.932919 70.024410 39.523935 64.250544 77.868101 20.525043 5.358270 42.393375 26.835994 57.960166 27.271790 12.970507 8.496033 22.258493 23.856823 29.080774 26.644122 64.721772 147.005882 44 43.385475 90.395187 0
vam_basawan_2009BX3672 23.397937 34.357959 55.699207 6.355265 18.594900 41.039729 12.380958 20.493968 39.001414 16.533951 26.151335 37.025129 5.968999 0.229096 9.178313 27.466197 23.330789 27.436394 14.552068 7.700473 29.937601 19.235489 50.540388 25.840455 19.642096 39.797700 63 50.415666 106.225714 1172
vam_basawan_2009BX3673 18.426851 35.663318 52.919871 4.940321 19.343235 39.089341 7.819659 18.839235 38.860503 11.784097 27.060235 50.001513 6.318733 0.261050 15.654165 27.463903 35.186311 27.463886 14.894437 6.365860 33.230784 19.450187 55.544173 25.931051 17.931292 96.889644 166 51.734139 113.333168 1506
vam_basawan_2009BX3676 18.351709 26.716815 45.749005 17.596840 22.773428 43.394270 11.256251 16.494132 31.584998 11.455083 20.944957 37.931227 13.753979 0.536839 21.697419 27.460086 33.368714 27.407187 15.500551 2.804415 26.012966 20.074864 51.277470 26.171347 46.363295 99.015659 124 54.250580 121.148278 1033
vam_basawan_2009BX3677 16.379000 26.050555 56.459264 19.015778 27.173094 57.559199 11.464262 19.819467 34.964697 15.109584 25.484445 48.654882 23.969148 0.861877 36.649657 3.461846 63.062851 27.400433 18.965463 5.857599 28.417718 12.001101 63.206186 27.031714 73.636956 137.201448 146 67.334167 123.643351 1007
vam_basawan_2009BX3686 14.893574 24.503784 43.930377 7.212411 18.871255 42.629813 12.121287 19.548948 39.770982 14.382765 24.317361 47.661843 7.744327 0.232358 15.501874 27.475331 30.100166 27.465814 11.893392 5.994050 29.072676 23.950072 53.594717 26.330134 23.831404 84.655436 229 40.347255 116.470866 1191
vam_basawan_2009BX3695 8.559372 16.614159 35.452166 8.910025 17.703372 39.995186 8.098445 16.843050 42.561341 9.560951 22.873118 50.211190 4.419849 0.130801 8.208449 27.476482 18.675738 27.456002 11.869125 7.283904 28.137996 20.937722 55.394780 26.860204 12.775354 39.481774 21 35.285448 114.157338 1160
vam_basawan_2009BX3705 6.346939 15.803810 31.875038 10.876726 20.110028 35.243308 9.756108 19.696221 31.645878 11.207015 24.936767 33.894115 2.783220 0.066785 6.312366 27.456386 10.534711 25.384113 11.981241 2.791921 25.228968 6.129507 40.853492 26.617591 8.447667 26.251708 8 38.636858 104.007528 471
vam_basawan_2009BX3713 11.327791 23.345252 43.694450 7.223170 14.667660 32.177426 10.476045 18.415770 35.858882 11.940883 23.354376 44.214311 5.658600 0.102573 6.944833 27.446287 14.477705 21.409163 12.438363 5.691974 26.526197 18.685703 51.709312 26.521492 18.203429 33.113075 14 39.656317 98.435444 1106
vam_basawan_2009BX3714 27.647393 33.849293 50.438876 24.003339 33.802916 47.519878 11.154965 20.676229 35.636702 20.655614 31.194203 50.286329 8.688754 0.337848 14.275462 27.431498 30.432901 27.403752 31.290658 13.666722 44.650877 22.568052 64.172577 25.845485 24.078756 66.688272 114 117.078554 171.969746 1181
vam_basawan_2009BX3720 8.425656 23.677609 42.518256 6.367283 29.072438 51.057529 6.112356 22.943998 45.990441 8.289362 23.379055 47.328390 7.070143 0.196063 11.926202 27.442529 27.084729 27.457763 12.412761 6.745802 33.393665 23.816331 51.456454 26.831753 25.504985 54.433317 52 44.606518 150.037473 553
vam_basawan_2009BX4156 21.336159 35.629189 52.738032 20.471507 32.085719 48.241584 11.402322 23.092536 36.872300 12.416449 28.864434 42.433412 3.684243 0.096681 7.010296 0.337013 20.257599 27.444577 17.428480 4.831130 37.280831 23.337352 53.432208 26.195456 11.203305 31.163245 45 64.509612 140.106691 1326
vam_carpenter_2006AH4373 16.019630 33.410185 49.099371 38.501918 48.781134 58.487227 36.736004 42.764638 43.822011 33.253688 39.439788 39.400596 4.166194 27.387907 5.402844 27.463280 5.409149 18.666829 16.009963 4.562242 28.218822 23.719089 39.324727 24.491077 13.777480 29.208118 0 50.401962 137.255213 240
vam_carpenter_2006AH4374 8.537777 14.911058 23.926965 19.683319 34.944986 45.341289 22.473794 37.139151 43.363620 23.705981 38.607931 39.265389 1.790600 27.398521 3.497496 27.417265 5.277623 16.492442 8.011543 9.143586 19.739359 26.872970 33.564119 25.942864 6.524837 17.865309 0 26.352765 88.284341 202
vam_carpenter_2006AH4376 10.894954 28.954912 43.549600 33.233247 45.401293 54.822924 36.882282 43.795317 48.989441 35.449816 41.654919 44.654615 3.428248 27.488463 4.357580 27.463803 7.465653 27.434620 9.707902 8.229121 24.743289 26.886887 33.985144 25.001990 10.193299 16.109841 0 31.785551 122.632401 114
vam_carpenter_2006AH4377 35.829389 43.185451 48.912041 57.642753 58.638680 61.939969 39.011239 40.447575 43.573539 27.410553 32.423278 35.956954 6.085571 27.480012 6.993889 27.391085 5.509518 17.743748 38.583531 11.157853 46.704591 13.283067 52.221616 16.088144 20.246478 31.648311 0 120.185566 177.906179 451
vam_carpenter_2006AH4380 18.053524 20.317960 30.335262 21.403552 34.227691 49.972805 22.428854 32.658989 44.991703 21.241502 29.983175 40.617487 3.777522 27.472702 5.702594 27.483975 5.640078 27.383110 15.670651 4.701982 24.004302 21.038049 35.524802 22.759956 11.686301 33.062788 0 50.348084 84.521405 83
vam_carpenter_2006AH4389 13.710756 28.165929 35.734102 33.746014 41.535888 54.505149 25.821003 31.393917 41.201364 19.932101 27.735087 36.183379 4.672159 27.429728 7.261379 27.461703 8.431518 27.420319 25.439734 9.944540 39.076542 25.658703 52.649202 26.318337 12.759253 36.518200 0 89.872535 155.689964 1177
vam_carpenter_2006AH4438 49.665424 53.224879 60.282638 49.911143 54.708836 63.402430 23.036733 27.002346 34.160191 19.500215 24.046807 30.477062 13.751744 27.437113 23.037660 27.482941 36.838043 23.840586 48.494115 15.441044 53.257519 25.397614 61.104231 26.663345 45.788262 134.215656 31 156.836017 179.211470 1746
vam_carpenter_2006AH4570 37.406583 46.879188 52.805517 40.923133 51.967439 58.006459 26.518670 39.616762 44.540245 23.872832 40.804542 45.560379 25.203842 8.592570 39.786315 27.487562 49.954284 27.485119 34.677237 9.094889 45.566776 23.971222 49.809772 26.164086 83.032287 179.771048 117 99.407328 179.003910 672
vam_carpenter_2007BM7010 7.325722 16.822814 30.131009 11.496188 18.859723 28.629063 13.704554 21.810860 25.563257 17.775397 28.428702 28.841879 1.965282 27.450318 5.971887 27.487056 13.573645 23.574366 17.320559 6.398958 27.897298 17.144185 34.440619 24.909344 7.468597 34.205711 8 67.073599 126.079609 81
vam_constable_2006AG1903 26.375950 38.743278 49.518048 27.604434 39.331708 51.736096 23.686154 30.431787 40.107019 21.097686 27.289380 34.009063 16.232036 5.389751 27.353097 17.358070 52.833757 26.927428 10.064406 5.211033 16.778212 25.471442 22.015930 26.471333 50.061710 113.203509 59 28.082442 76.214887 0
vam_constable_2006AG3146 28.226126 42.310977 55.471661 39.353122 49.931944 56.669181 44.181074 53.352083 57.997082 48.809311 58.447740 61.492465 14.768304 2.740403 20.340427 27.245300 23.836650 21.554392 30.807190 7.702933 44.864821 20.835570 54.206945 26.040750 51.286686 120.609115 0 101.837199 179.076066 371
vam_constable_2006AG3147 33.437919 39.906522 44.566836 54.269203 57.823978 61.606948 56.143489 58.460130 64.632866 52.969196 56.498444 62.682687 17.436292 3.075105 23.821693 27.483562 35.635204 27.367405 16.789713 5.746547 23.580112 26.463770 32.013266 26.642665 61.993357 107.298794 0 49.838422 82.527533 22
vam_constable_2006AG3412 34.868682 41.260468 49.268892 39.478874 44.524717 47.374588 56.690383 64.792947 71.634572 58.946611 67.554220 74.192399 24.606283 10.377275 30.967294 26.278834 35.404775 25.447438 7.183236 5.834262 12.213987 21.741971 15.768776 26.448426 76.822143 115.304120 0 25.168599 51.857235 0
vam_constable_2006AG4467 57.135012 67.586415 71.490557 63.595102 75.877659 82.730803 50.009960 55.197057 62.501098 48.174044 52.101675 59.666640 31.400421 16.464059 43.061778 27.322054 55.263183 27.271968 15.942100 3.683299 25.117377 23.438211 32.655967 26.413229 98.557749 173.733320 89 44.069142 100.175565 100
vam_constable_2006AG8474 12.298054 20.062097 23.669093 15.081572 24.074732 28.572948 12.210818 17.916851 29.394485 14.564442 20.526162 30.355717 22.443056 5.640117 39.116059 16.336567 56.012940 26.969923 11.186954 8.631253 15.147062 19.921893 22.974675 26.258310 67.339204 136.116997 105 37.159211 64.306036 0
vam_constable_2006AN1952 47.227506 56.733188 57.795114 39.147087 48.805536 56.380850 16.298047 19.952051 34.522490 32.397285 35.270888 46.768163 10.112505 27.457617 18.231712 27.397990 25.515368 23.459472 57.719457 10.277562 63.396339 22.471542 72.231903 25.337146 33.377150 122.149169 19 160.184758 179.455098 2863
vam_constable_2006AN7190 27.746004 33.466120 46.447098 25.068316 40.373824 42.551604 36.739819 53.042022 62.147978 34.743317 49.810153 60.384412 19.988582 15.766581 22.961115 27.401469 30.387262 27.391971 7.909865 2.999146 14.872431 26.127751 32.370877 26.091730 63.588340 89.075534 0 28.048330 62.944992 134
vam_constable_2006AN8022 21.273927 27.883831 35.268554 48.203349 52.924724 52.729108 64.761452 75.520076 82.004017 60.848289 71.794530 78.655639 10.268255 0.334011 13.946641 23.074296 24.556949 18.153209 17.957001 5.519981 21.550386 19.808477 26.334934 26.770255 35.776330 67.405556 90 58.291517 72.851367 0
vam_constable_2006AN8090 12.980644 26.384353 28.743131 12.836388 27.880608 31.314300 28.123692 34.472486 37.388015 34.881262 44.092291 46.892017 15.918574 12.919767 28.229243 27.469940 41.640071 27.420515 20.299555 18.931445 31.826807 27.057731 31.324367 26.855467 48.479722 123.165274 43 58.262440 119.163473 21
vam_constable_2006AP1985 40.436942 45.837834 51.117970 72.681557 75.339063 78.681481 69.173102 73.120628 79.242328 62.183702 66.626833 72.543016 34.026181 11.976849 39.871127 26.005766 41.872060 27.446638 21.406864 21.111347 23.202450 24.721310 26.096313 23.022649 99.285023 149.006446 0 61.405101 93.122408 0
vam_constable_2006AP2025 55.666984 58.576256 62.804059 47.289056 51.415365 59.112956 21.273121 24.928308 43.128927 20.193677 23.833501 44.270942 4.833984 3.997612 5.633661 18.785221 7.893987 27.454738 7.219885 16.828677 9.582219 23.848215 14.403058 23.247019 15.114748 22.636721 0 23.168798 43.130656 3
vam_constable_2006AP2028 17.593053 23.282385 33.268448 38.172189 41.804488 43.799770 51.306497 60.217274 70.953241 46.016056 56.090749 66.899787 33.782836 7.688077 38.892193 24.764332 49.042267 27.016846 16.323549 6.646468 21.461898 17.602609 26.601749 27.035968 99.257918 133.733476 0 49.964252 89.506124 0
vam_constable_2006AP2612 29.698713 37.750536 46.813732 27.341732 35.605704 43.728789 16.517809 20.685499 28.047020 16.811135 20.842434 27.999183 33.688929 21.188046 39.110148 27.435681 46.369479 26.520113 8.586919 4.122211 11.918513 21.167902 17.061778 22.349881 95.976278 137.268609 0 27.310421 64.891566 0
vam_constable_2006AP2759 36.708529 43.143405 50.303630 33.646984 42.330002 47.281256 16.331675 30.837103 37.383174 15.215086 32.009409 38.485606 28.497950 22.542693 32.872056 26.954531 37.409872 26.914812 9.063180 13.917640 14.218837 26.399268 18.056272 26.091947 90.423065 111.881943 0 26.639189 59.091228 1
vam_constable_2006AP2797 62.928189 66.729820 74.301360 64.895250 70.016448 79.067493 43.392209 51.973798 61.451347 37.148980 47.650356 59.310557 6.168987 21.782768 7.167305 26.462138 7.170447 14.398294 26.840942 11.540245 33.225424 22.807504 41.816799 25.255231 17.651582 32.201964 0 93.783505 135.721931 524
vam_constable_2006AP4208 54.640195 65.556941 75.013942 76.765139 83.652663 84.935969 73.647446 73.034025 80.857997 67.667294 66.918042 77.010044 31.136248 3.245484 41.651316 27.454734 67.609654 27.418723 21.837563 7.602465 27.966523 20.629291 36.940767 26.580003 100.081732 179.815100 504 64.603193 87.212086 78
vam_constable_2006AP4487 45.933612 50.471787 58.682506 37.959814 42.681244 54.913486 21.630740 24.682813 39.308902 21.479780 24.587902 37.034896 36.502713 27.199118 41.710687 27.324785 43.976014 26.937989 13.828344 6.711673 17.694280 14.172299 26.512341 25.901766 109.345432 142.518747 0 38.090876 68.990012 7
vam_constable_2006AP8081 28.817187 38.877547 42.365194 31.027362 39.351243 39.025285 17.256005 25.621281 33.540631 16.555991 26.086525 33.960809 14.627501 14.584081 18.504321 22.431016 24.972274 26.571788 11.803282 5.347384 14.704023 18.026558 22.649866 26.417652 41.846311 79.695074 1 37.950438 69.926929 35
vam_constable_2006AR1046 18.861858 25.515024 29.527020 24.166610 30.031468 32.616770 27.558252 35.008374 41.873860 32.499355 41.099236 48.376261 8.203582 0.445169 13.048430 5.706423 23.452179 27.465330 20.696320 4.096512 26.772140 10.422528 36.685170 25.825773 23.479796 56.011314 22 71.745898 101.603810 116
vam_constable_2006AR9901 10.917773 21.054884 35.627309 14.841520 25.885698 37.266530 24.702787 34.022444 43.742637 28.198544 37.839160 46.981499 41.194076 25.991133 48.773350 27.389436 71.704995 27.425926 12.959050 1.602397 17.013592 20.192152 23.106340 26.565418 140.637651 179.566846 1154 41.366130 69.917277 3
vam_constable_2006AT3598 38.913590 47.464330 57.423143 42.647230 49.319767 56.496446 40.121553 46.631266 52.810349 39.515844 45.892927 50.480294 28.602583 9.761466 35.910432 27.419719 44.975380 27.444192 13.987579 7.486913 17.581695 18.771683 23.137395 26.442275 90.447074 143.735801 0 47.553344 82.503997 0
vam_constable_2006AU5201 16.506575 24.576207 29.011025 18.790586 31.251721 32.846788 28.894227 42.976376 51.886053 29.428325 44.065148 52.158231 38.150993 17.349126 47.029102 26.628286 62.903193 26.900758 5.965156 2.448219 11.642759 16.416309 18.355788 26.719094 110.388581 162.038854 435 16.957326 53.663396 0
vam_constable_2006AU6454 21.658890 31.554282 38.541695 51.399009 58.410065 62.538011 67.651405 78.650335 82.921290 67.924296 79.587748 83.679215 9.800302 1.170823 14.249987 27.459613 20.848805 27.364338 6.376571 3.248175 14.227675 21.160037 18.900897 27.191564 34.197901 77.792650 0 21.830044 60.615963 0
vam_constable_2006AU6480 27.571980 32.237739 31.946991 36.842324 44.803491 44.144714 43.564074 50.944229 59.572370 45.308865 52.027159 59.500945 4.701891 0.030606 6.228118 27.476101 7.023031 27.444049 8.226685 2.897533 12.547242 23.396840 18.457455 26.294993 16.716276 32.905902 0 25.582603 62.314001 0
vam_constable_2006AU6485 43.632213 51.000292 64.549577 47.188223 52.949339 58.850653 33.339885 37.037914 52.308473 36.192356 40.787366 60.427560 38.159906 20.298235 43.814225 27.472539 55.625620 27.446456 19.312773 4.930348 25.880316 16.225450 42.693349 27.094524 124.840354 156.041606 0 64.064903 106.426517 451
vam_constable_2006AU7286 21.015061 27.507454 43.759638 31.874174 38.966065 42.310459 38.471389 43.668631 54.341783 37.127006 42.044393 52.719607 28.253871 11.681277 36.894251 27.211602 49.952458 26.982371 7.757256 4.311678 10.628631 22.017223 14.073993 26.763284 95.224054 160.992428 193 26.746186 46.646602 0
vam_constable_2006AV2477 15.608447 31.712111 43.381491 26.474419 39.998909 47.762288 29.999886 40.297004 48.663381 31.629156 41.511370 49.928580 16.707675 6.395758 31.074890 21.666015 40.117714 27.003218 16.254989 7.178153 24.352279 13.814431 32.739510 26.842160 57.257618 104.648701 0 50.223325 99.344104 33
vam_constable_2006BD1579 30.453773 40.031836 43.763286 39.008197 49.185471 55.940115 51.574423 61.246091 68.481668 51.702661 61.254448 68.178409 16.598907 3.492114 26.946294 27.479579 33.617287 27.460249 9.478322 2.474371 17.065326 26.588731 23.303651 27.258592 50.546617 153.320099 13 34.064400 69.064974 0
vam_constable_2006BD2424 32.254278 41.300129 45.092216 49.724629 55.195729 56.616559 43.989605 53.994416 58.599485 38.837747 49.922663 55.072045 38.261598 10.921216 45.687973 27.413062 53.300839 27.460443 17.799390 0.768733 21.311483 10.411398 26.395638 21.795770 108.900648 160.934982 175 50.951923 77.049460 1
vam_constable_2006BD7920 45.526178 55.888180 68.335732 56.432959 64.661821 69.237588 45.935928 51.914685 59.237097 42.050229 47.964237 57.766058 39.094489 17.601034 52.547687 27.392285 70.429430 27.291820 24.951951 6.851932 35.043375 15.626906 49.353056 26.983294 103.253522 166.497494 212 71.395140 133.731646 732
vam_constable_2006BF2240 11.977246 17.017936 19.988360 11.651521 20.494969 19.306689 16.641825 32.615848 38.843668 17.303907 33.884114 41.217477 28.922906 16.608324 43.623518 26.752121 70.346888 27.283971 3.584949 2.328555 7.841100 10.203873 12.299619 26.817529 104.278594 167.247549 1390 11.784548 31.357201 0
vam_constable_2006BF2241 22.799048 28.212636 31.502704 30.643547 35.265181 34.019123 33.973879 41.698238 48.329712 33.815711 42.193700 48.803572 57.935965 27.315009 61.131305 27.483892 67.796180 27.445330 4.364800 7.517293 8.326115 14.666689 10.504040 26.192216 156.306700 179.161176 95 13.766941 32.774221 0
vam_constable_2006BF3329 28.383291 33.131326 31.553026 47.243683 54.793044 30.296951 57.841493 67.614220 79.064466 56.379566 66.047107 77.475104 50.401642 27.071137 53.877479 27.450735 58.960985 27.477996 9.823896 3.662676 11.364647 12.966851 15.294517 23.814424 142.767738 163.374713 9 31.402821 43.731507 0
vam_constable_2006BG0300 20.581651 26.945008 29.380406 23.227876 30.490941 39.375381 8.791491 17.862961 37.478594 11.629035 21.233116 38.598816 5.074065 0.281976 7.110161 27.454751 11.673563 24.682330 14.658841 23.706587 19.223449 26.401673 24.433290 24.724159 17.747534 41.620117 0 52.125633 73.984049 0
vam_constable_2007BN4455 15.257226 26.190413 27.793136 13.094587 21.416969 25.818587 7.302935 16.401640 26.795984 13.671670 25.260299 35.616961 5.469000 12.713948 7.742067 26.589385 10.593206 26.971314 20.375916 11.784408 29.539585 25.766670 35.659135 26.163995 16.371458 31.566380 0 59.432640 124.421554 89
