img glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20
vam_devi_2006AH4415 148901539 1638706074 2768941137 4499.587 2774.069 2148.006 38885.283 15364.789 8858.096 1.000000 1.002362 1.008049 1134831350 2659934512 4166432894 12492.493 7417.137 4839.808 98963.381 44290.752 20418.982 1.001161 1.003072 1.142689 312915202 1639981903 2253471760 4081.657 2471.206 1790.433 43520.939 18252.516 9013.660 1.000000 1.000000 1.000000 1059860735 3262408736 4160280355 59675.599 45667.047 62714.300 116732.737 82186.936 64034.101 1.000000 1.000000 1.006546 555203353 3570701510 4990275092 61754.143 60034.250 40122.030 106341.522 65745.555 42862.525 1.000000 1.026488 1.000000 272486610 1373292247 2119433653 21152.832 10354.235 6235.500 47972.263 21799.913 12312.225 1.000000 1.000000 1.000000
vam_devi_2006AH4416 85508829 1176875740 2042891547 6907.413 4406.596 3492.658 48875.568 19926.380 13546.819 1.000000 1.000000 1.000000 1391339863 3513004972 4966851720 12381.874 7040.368 4752.560 92217.684 38682.444 19545.079 1.001964 1.000000 -3.792010 340941678 2378405900 2515080427 3858.429 2147.323 1709.804 39677.579 15180.390 9014.280 1.000000 1.115987 1.007618 1157464864 3120892567 3569668740 33188.045 47122.364 38704.435 83367.565 50971.197 41131.109 1.000000 1.000655 1.000000 507334157 3469090509 4421767157 52672.901 30797.638 20464.277 75222.716 38565.859 25358.553 1.000319 1.000000 1.000000 306430353 1997708488 2163246266 21831.047 9828.459 8100.487 49411.102 21366.510 15453.282 1.000000 1.271386 1.000000
vam_devi_2006AH4417 132922332 1506787812 2120199359 3429.634 1961.171 1652.029 31352.909 10822.988 6691.464 1.000000 1.010061 1.000000 1226323737 3948480973 5325872445 13315.444 6990.079 5193.630 98435.060 39693.107 21128.798 1.000000 1.011817 1.000000 205642816 1145578425 1476357007 4231.664 2543.778 2068.832 39409.357 15594.805 8946.072 1.000000 1.000000 1.000000 758241395 2881560334 3274382928 26010.907 60572.974 52327.128 104429.549 63580.251 54620.114 1.176547 1.000000 1.000000 409343728 2975497850 3785948248 36900.541 43544.123 33472.492 91262.365 48685.215 36581.915 1.000000 1.009252 1.000000 164910119 844381282 1209320284 22345.070 11626.039 8947.299 47838.875 22798.322 16611.869 1.000075 1.000000 1.547647
vam_devi_2006AH4518 97874440 1259186171 2297443035 9301.729 6091.704 3622.702 59149.647 26372.542 13106.012 1.000008 1.082499 1.000323 1022130852 2448527461 3529248332 16079.749 10297.508 5882.547 104215.859 50304.619 22611.974 1.000000 1.000000 1.000000 513750417 1744375247 2407524072 4824.606 2853.270 1905.025 54110.544 23390.167 10496.520 1.000230 1.000000 1.097572 1132852679 4028524179 5541191366 37389.273 32148.217 52685.996 117340.228 80927.982 56353.691 1.009708 1.000000 1.000000 629765996 3810285179 5748874426 32887.895 26888.406 49684.630 128010.979 85316.593 56356.237 1.000000 1.000000 1.407654 489249920 1468450913 1960121217 5121.187 3313.540 2238.142 42170.640 18431.640 9474.581 1.000000 1.000000 1.000000
vam_devi_2006AH4519 153309347 1404297445 2199458879 6643.371 4364.744 3443.721 55449.019 24923.337 15766.949 1.000004 1.000000 1.000000 971742501 3314554568 4248841184 12579.875 7366.462 4915.983 92324.076 41172.248 22912.304 1.006458 1.000000 1.009414 434667612 1666236308 2358963001 5337.334 3343.879 2287.990 49400.877 23145.368 13296.825 1.006229 1.000000 1.011458 1351750345 3012996831 4080400587 49170.455 49363.012 64054.279 113100.044 85378.939 66173.740 1.001442 1.001383 1.000000 651009171 3067116981 4933407461 37574.942 35884.910 55752.027 128656.511 87957.531 64624.617 1.000000 1.000000 1.001108 374092738 1382433804 1679221857 7078.798 4557.301 3600.461 40464.700 19746.828 12732.766 1.003456 1.000000 1.000000
vam_devi_2006AH4520 116568565 1496661475 3035692429 10864.873 7172.654 4767.833 66488.520 31869.196 17066.701 1.000000 1.011207 1.000000 1183425876 2778284744 4040888000 15612.950 9261.690 5776.148 109470.081 53603.010 25657.986 1.003108 1.000000 1.045587 379893225 1669550760 2736701066 6234.691 3668.063 2218.897 60093.688 28156.275 12025.091 1.000033 1.000000 1.031324 1198694765 3369551149 5052193044 36364.814 37927.576 51056.641 115394.146 82330.346 54487.446 1.001361 2.618277 1.000000 560884010 3349752816 5990590100 11220.184 19758.398 41824.866 132977.253 88315.177 51343.119 1.001940 1.231643 1.000000 337575773 1291471441 1942151291 9622.535 6222.490 3541.973 50320.306 24876.146 11979.112 1.000013 1.000000 1.000000
vam_devi_2006AH4522 146801607 1539038517 2467102803 7707.050 4944.882 3560.047 51267.579 22490.739 13185.451 1.000013 1.000000 1.000000 1149634583 3331731393 4555919189 11566.517 6393.738 4238.736 85701.935 36639.067 18433.861 1.000000 1.000000 1.000000 440362938 1973159314 2683804969 5264.413 3041.560 2074.256 47561.850 20426.835 10159.758 1.000000 1.000000 1.000000 1357121079 3575576470 4692689082 64311.082 64223.758 46196.331 102316.086 68159.846 48381.712 1.000426 1.000000 1.534530 666909326 3786820286 5463599221 57370.400 57791.403 39090.929 117679.395 71784.913 46280.668 1.000000 1.000000 1.000000 387123296 1520756860 1954122743 7360.207 4632.235 3158.602 40178.236 18847.508 10733.045 1.000957 1.000227 1.025431
vam_devi_2006AH4523 82843058 1175385112 2276439019 15644.933 10446.399 6674.930 74829.853 38582.067 21160.795 1.000000 1.000000 1.000000 993927827 2453777940 3698927368 18450.748 11714.478 6680.525 102304.632 51420.514 23185.386 1.000279 1.000000 2.873875 308576114 1467962484 2291000976 4077.431 2513.426 1736.986 44966.927 20862.292 9940.882 1.001854 1.041067 1.044773 825094130 3724773833 6166133100 59490.781 64765.086 39338.184 116485.172 78211.590 45713.123 1.013447 1.000000 1.108886 438017240 3677969510 6493822019 58168.856 63112.922 37304.086 130399.256 85052.526 47665.317 1.000000 1.000000 1.085301 273583531 1017366932 1464716034 3720.840 2275.228 1884.566 33834.539 15303.463 8378.371 1.000000 1.000000 1.044204
vam_devi_2006AH4524 88953260 1212652300 2271231029 5480.935 3262.361 2562.790 53856.566 20713.348 11241.437 1.000000 1.008668 1.000000 812426240 2686013271 4558409148 10352.514 5889.379 3559.406 102195.441 46241.593 18686.528 1.000000 1.004166 1.000000 275650556 1281295042 1649506970 3937.055 2440.078 1767.975 44889.978 20451.335 8933.567 1.000000 1.006214 1.000000 723340384 3480531550 4888947959 54878.315 59711.705 40405.574 102975.330 66359.128 43628.565 1.000000 1.000000 1.199507 410087095 3005027814 4605784800 41623.965 53250.865 32139.213 105388.384 63954.712 37693.525 1.000000 1.047675 1.000000 257823755 1102500801 1475958246 8681.371 5123.798 3954.418 39909.563 19183.491 10772.453 1.000000 1.000000 1.080062
vam_devi_2006AH4529 113728043 1294895395 1894250768 10339.140 6704.577 4692.574 62210.874 27747.380 16285.731 1.000007 1.000000 1.000000 1223569578 3096108428 4057834415 10646.741 5759.150 4066.066 85546.994 34288.783 17931.427 1.000000 1.000000 1.000000 305004772 1942237505 2743051896 5029.650 2819.663 1995.603 49182.510 19886.321 9922.385 1.000000 1.000000 1.000000 1228401570 3498656227 4659647267 27825.197 45573.358 32849.713 87234.930 51699.638 36080.484 1.000000 1.055589 1.184447 528117807 3729204177 5443182359 12731.520 40644.195 26465.322 109173.894 59644.477 36811.549 1.000014 1.000000 1.010735 235006143 1250513554 1683585733 8217.382 4928.498 3410.154 43738.075 19950.418 11525.381 1.011273 1.000000 1.000000
vam_devi_2006AH4531 72842364 982007752 1714043143 10571.819 6428.965 5054.500 64919.958 27249.396 17822.536 1.006324 1.000000 1.005404 946672076 2702663236 4402381229 11997.797 6842.162 4372.478 88803.463 37162.168 17035.484 1.007512 1.000000 1.000000 257201251 1561161723 2466666068 3964.349 2376.334 1862.593 40937.204 17373.560 8668.009 1.000454 1.000000 1.000000 931212857 3877520867 4841950971 64314.573 39533.747 25344.292 81247.880 45997.227 29477.628 1.000000 1.000580 1.000000 366325539 3197858393 5014633957 61365.172 36861.578 21869.159 105650.586 55368.934 32698.863 1.060565 1.001816 1.000000 214303488 1041811660 1653102766 5748.642 3338.548 2528.202 35495.936 15880.891 9471.614 1.000000 1.000683 1.000000
vam_devi_2006AH4532 68350868 1022677140 2185860948 7938.780 4758.371 3709.825 67676.504 26598.811 15472.583 1.000000 1.000000 1.031256 838308772 2485846972 4523564990 15061.076 9404.351 5767.623 104656.365 52759.819 26065.785 1.000000 1.000000 1.396906 463515229 1263329994 1599428734 3564.305 2397.516 1887.749 36148.680 17970.312 9606.626 1.024390 1.000000 1.000000 760433846 3184066843 4938266646 47760.139 32826.037 19185.757 72759.263 43264.383 25002.311 1.026053 1.000000 1.219498 465941968 2483168490 4585222697 41654.434 28678.137 14898.552 73683.567 42824.462 22109.374 1.000000 1.000130 1.000000 474371208 1339321277 1597261886 6914.542 3650.049 2503.264 34067.777 16768.605 9728.949 1.057919 3.043059 1.007651
vam_devi_2006AH4533 86602484 1120382554 1545262203 12977.668 8465.358 6094.148 67819.859 32031.769 20219.634 1.000001 1.001182 1.000000 1095822463 2787735944 3927038762 13723.470 7158.921 4740.063 84789.764 34652.590 17105.306 1.149448 1.039174 1.000000 528180725 1873353861 2403129271 4829.479 2837.270 2115.601 43639.170 18671.325 10355.857 1.000000 1.000000 1.014192 1245470389 4132288968 5094673667 39068.792 49693.938 36589.432 98042.996 58464.155 41449.585 1.000000 1.035835 1.055147 480566753 3542813440 4840927412 33653.673 45771.762 32852.373 117869.250 66852.374 45009.910 1.000015 1.000000 1.000000 495237692 1440028405 1690109932 6831.522 4196.775 3072.036 38333.213 17372.744 10767.738 1.000000 1.000000 1.000000
vam_devi_2006AH4534 79100712 939029007 1582393381 8067.659 5025.654 3664.586 61156.083 26237.640 14422.836 1.000000 1.000000 1.009536 1124658139 3101840311 4727268889 11386.254 7112.105 4312.643 92925.962 44611.023 19885.617 1.000527 1.021591 1.000000 369034584 1732450554 2566737342 4295.845 2618.488 1825.563 47385.656 21694.667 10057.873 1.000000 1.084504 1.000000 1130804922 3925273730 5304132316 46498.607 57522.302 37610.431 96688.455 63584.165 41140.882 1.001468 1.000000 1.000000 562825820 3573015956 5659188291 39680.351 53375.436 31923.778 105561.533 65181.568 37689.914 1.000000 1.126558 1.000000 328081396 1328636192 1930862110 5381.719 2890.840 2105.281 38795.794 17302.111 8789.802 1.000000 1.000000 1.000000
vam_devi_2006AH4535 81368824 1073856795 1860226187 6315.624 3842.599 2854.117 55325.800 22758.523 12168.474 1.000000 1.000000 1.002568 650977712 2178316430 4049067168 15650.975 9986.916 5922.423 105047.359 52824.719 24752.093 1.007535 1.000000 1.499150 425393016 1274910169 2131343622 4789.742 3074.593 2140.210 43945.691 22020.911 10546.012 1.000000 1.067554 1.055659 798742525 3577737668 4625195194 52709.423 60071.421 38315.446 99725.394 66666.804 41935.432 1.000000 1.000000 1.000000 493066844 2934423461 4847340437 46729.194 56907.733 33841.609 108488.473 69758.798 39991.027 1.005018 1.000000 1.000000 433143633 1339037112 2016123965 5920.888 3825.230 2601.837 37065.921 19119.589 10102.491 1.000616 1.000000 1.000000
vam_devi_2006AH4539 101764889 1308306024 1697617391 9382.274 6190.988 4743.230 50395.826 23462.304 15875.354 1.000000 1.000044 1.022353 973008421 2251288889 3266638919 11576.622 6477.899 4850.226 82835.328 34583.584 19078.599 1.001010 1.007283 1.000000 412926734 1914702999 2491618947 4018.236 2576.816 1862.945 34581.174 14952.848 8113.638 1.000000 1.000000 1.000000 1260223963 4724651670 5394083810 32313.956 43063.104 31144.017 86324.691 48219.472 34329.627 1.000000 1.021126 1.000000 535925491 4330067410 5321521487 7577.301 35876.549 24433.890 99269.464 52103.420 34453.553 1.000000 1.000000 1.000000 358117416 1349800772 1850980444 9479.857 6718.564 4150.763 31724.402 16366.904 10127.040 1.000156 1.000393 1.019567
vam_gainsborough_2006AG3404 7779062 110405734 440042072 32989.607 24868.419 18198.335 130697.013 71255.610 45091.249 1.000000 1.000000 1.014639 296507574 722797205 984985100 40566.629 30220.426 22719.784 185518.716 116820.332 80815.712 1.000039 1.003146 1.000000 8483579 72045137 296880570 25987.632 18835.288 15209.240 125403.771 75268.624 52057.426 1.000357 1.003873 1.000000 301867255 1055342618 1815350704 46905.731 35793.367 26735.002 98367.768 65686.777 46318.024 1.000000 1.000000 1.000000 255645262 964261112 1787381707 35822.656 26840.113 20045.648 94897.364 59538.960 41792.039 1.000000 1.189666 1.000000 12468208 153287828 651378782 28936.541 21764.764 16621.996 124540.025 74946.776 50744.071 1.000000 1.012696 1.000000
vam_gainsborough_2006AG4469 6196606 53571661 113833930 10335.493 6200.171 4839.807 98884.157 43165.688 26381.130 1.000001 1.007940 1.000000 64695653 71778820 75540433 35743.866 23033.096 17143.830 154216.605 94561.764 65384.087 1.000000 1.000000 1.000000 36895518 251453852 395235279 15930.945 10406.624 8238.651 116229.294 59703.650 38553.184 1.000000 1.000000 1.000000 251856289 646689429 1055341320 54366.089 57371.694 51999.157 193684.275 175115.933 157791.756 1.007174 1.000000 1.000000 149932526 556668565 835171401 53670.233 55862.031 50084.947 195162.652 175500.463 157815.141 1.000000 1.000000 1.000000 36734431 265360223 465455518 8940.212 5532.722 4359.624 80597.747 36761.101 22464.152 1.000001 1.000000 1.000000
vam_gainsborough_2006AH3941 5537719 50538934 113123804 10809.854 6747.498 5561.774 107575.091 48404.242 32546.575 1.000030 1.000000 1.000000 32967689 156910452 259666988 18948.569 12720.514 10408.999 124388.051 65295.720 47077.375 1.000000 1.000915 1.000000 55569644 286665314 528454892 7576.920 4968.076 3995.283 68479.768 35913.585 24493.780 1.000000 1.000921 1.000000 329066808 1071794520 1627192914 40671.372 31230.171 24176.312 62142.252 40775.032 30721.489 1.000000 1.000000 1.000000 205097207 745215833 1091274159 30618.755 23415.149 18713.936 57453.924 34597.170 25968.487 1.000000 1.000000 1.000000 57264997 321664405 609998728 11952.304 9097.999 6687.986 68829.399 37590.774 25439.804 1.000419 1.000000 1.000000
vam_gainsborough_2006AM1874 9624032 64619350 144029349 11359.434 7481.104 5952.966 99154.076 46953.812 32135.386 1.000072 1.003235 1.000000 8914015 22793461 41425454 18449.503 12123.621 9540.530 166605.038 90322.078 60755.394 1.000100 1.000000 1.000000 46757137 212893796 438927891 5966.067 4531.538 3464.428 55204.930 29724.853 19545.133 1.000000 1.050375 1.000000 185517785 546897881 921709657 46435.318 38483.803 31700.347 76233.955 57251.622 44908.736 1.001113 1.000000 1.000000 102810884 389894392 697780398 25114.025 21141.451 17995.334 80487.056 48281.669 36492.161 1.000000 1.000000 1.000000 45071468 204873797 433302540 22966.445 18504.565 14261.536 68164.911 45659.792 32905.921 1.004541 1.086315 1.000000
vam_gainsborough_2006AP3706 5246748 48854801 126982952 17606.689 12760.023 9868.373 121352.649 60842.887 41292.498 1.000000 1.000000 1.000000 749669142 1744177413 2251410657 21698.468 15107.729 11744.955 127369.760 67525.076 45818.943 1.000000 1.000000 1.102836 52142696 233947780 616330241 8890.679 7045.014 5071.869 59805.136 31773.115 19867.765 1.000000 1.000000 1.020994 203375920 553024814 933000370 13954.489 10911.601 7786.327 54833.077 31814.924 21035.690 1.000000 1.000000 1.006617 162775320 462407241 723572364 12054.809 9799.175 7427.172 53431.826 28216.273 19238.594 1.000000 1.000000 1.021704 53850242 263881048 716763336 11285.104 8821.512 5767.421 62748.083 34047.668 20646.190 1.000000 1.000667 1.000000
vam_gainsborough_2006AP9141 13290104 93876817 199545640 9033.848 5882.090 4697.863 86713.129 38422.087 25799.639 1.000000 1.000000 1.000796 103039576 255412353 353913842 16733.385 10967.070 9036.088 120193.213 60783.982 42112.126 1.000790 1.000000 1.253671 36735470 131134869 264815089 6902.855 4546.335 3544.863 73388.128 35317.122 22400.817 1.000000 1.000000 1.001599 434822674 1093222705 1458254580 30976.075 22847.074 17363.573 54966.498 34093.952 25179.178 1.000280 1.000000 1.000000 344351803 878902479 1155988021 19847.641 13148.137 9194.409 52186.634 26923.097 18058.154 1.000424 1.000000 1.374347 40081357 174869348 372201685 13278.011 11298.733 9584.276 72566.828 38007.857 26192.165 1.040164 1.000000 2.961050
vam_gainsborough_2006AP9849 79847267 390750897 719666583 11006.703 8320.247 6719.336 68808.443 37637.298 27132.045 1.000000 1.000005 1.000557 313785545 626203388 786713966 16683.394 12247.770 9629.413 109808.309 66122.072 46982.303 1.000000 1.000000 1.005026 64933180 316965721 643553738 14537.695 12005.724 9591.794 63423.610 40496.365 30039.011 1.000005 1.000004 1.002872 547233281 962896400 1219583281 42053.735 32694.595 27113.785 55393.430 39958.521 32524.632 1.019712 1.003612 1.000000 320894258 785903853 1283239725 23003.849 16141.597 12779.773 65040.265 40940.174 30778.063 1.000000 1.008136 1.000000 93901905 434950721 775536375 22065.729 19128.520 15979.450 63718.143 44584.083 35159.924 1.000014 1.000134 1.000000
vam_gainsborough_2006AP9850 24720463 133558622 275051299 6999.970 4359.416 3149.425 71223.673 30857.707 19785.702 1.000178 1.001585 1.000000 28364404 58592487 79284968 27176.443 19501.709 17255.771 148611.404 89923.214 71517.634 1.000000 1.000000 1.000000 41406011 164758588 325873396 7020.984 4740.696 3600.538 72217.814 37682.952 24926.302 1.091693 1.000000 1.000000 303348864 670483384 905589621 39890.943 16085.670 59600.906 96913.429 78702.232 67410.119 1.000077 1.021027 1.000000 166788817 469782957 746439920 61504.671 55455.975 48987.421 114674.857 78964.195 64035.769 1.000000 1.014761 1.000000 43124410 184054777 369370634 18856.229 15256.496 13514.957 80661.169 54486.490 43706.578 1.000000 1.000000 1.051886
vam_gainsborough_2006AP9851 55598971 373982727 662760155 17945.863 13488.935 11471.583 92512.092 56118.738 41687.125 1.000000 1.000013 1.000446 134617758 302707702 422419256 13442.747 9033.032 7031.657 102376.923 52638.046 35839.420 1.000000 1.000000 1.000000 48448719 302524949 668519926 13644.665 10333.625 8597.518 83687.672 53824.611 39963.995 1.000000 1.000000 1.000000 606912285 1399710828 1779022639 25011.559 55974.200 46184.656 85273.297 63704.363 51804.132 1.000008 1.000000 -0.174400 398167030 1087916018 1591875806 38091.186 27431.902 21155.676 98877.760 67764.529 50646.760 1.000000 1.000000 1.000929 64769621 420993540 824872029 35515.144 30897.415 26564.396 83808.367 59075.527 48058.864 1.000000 1.053757 1.000000
vam_gainsborough_2006AP9852 26058952 242685537 581053303 5984.260 3662.046 2447.160 67149.829 26256.654 15116.351 1.000000 1.004856 1.000000 12032451 22768803 35178881 30677.818 22110.261 18504.220 182965.157 120176.082 90682.247 1.000000 1.000000 1.000009 13578571 97127708 256598529 7025.421 4444.840 3180.747 91723.118 39861.288 23579.812 1.008075 1.000000 1.002411 114586387 298340082 456802591 45387.622 53854.983 9471.869 207028.055 190970.230 180260.740 1.000000 1.000000 1.008431 107095042 377687884 731653743 61893.694 47650.787 13701.088 170871.673 140860.085 124751.942 1.000000 1.000000 1.000000 20571471 185458308 465529919 62526.083 56253.930 52037.957 118660.511 87815.774 76017.351 1.006412 1.081322 1.000000
vam_gainsborough_2006AP9854 13266580 130406421 294464517 17581.687 12452.998 9985.100 105988.826 58109.089 41986.923 1.000000 1.000000 1.000000 190326732 467034050 643758580 25259.997 19854.860 16733.591 126067.332 65904.786 47053.155 1.000008 1.000694 1.000000 33191395 197146876 501767890 18386.088 14176.846 11564.695 97504.753 59172.945 42601.046 1.000000 1.000000 1.050270 274841449 877746247 1309625696 57282.121 49037.760 42287.463 82504.850 59931.005 49601.105 1.000000 1.000000 1.079107 187247828 654392032 1083601964 20750.736 14175.088 10826.256 97512.433 58014.823 41838.441 1.000000 1.000000 1.000000 32123272 192883407 476740813 45060.397 41891.108 37531.258 100371.358 69641.805 55797.548 1.000000 1.462308 1.000000
vam_gainsborough_2006AP9856 3676080 40449780 115528210 11042.202 6737.792 5000.183 116980.758 48623.928 28943.723 1.000083 1.009887 1.000000 92704522 286621258 451404569 15217.430 9970.919 7885.392 139546.478 71293.184 49461.503 1.000000 1.000471 1.001550 16436994 131133562 322310519 6750.415 4312.910 3035.243 88595.687 35018.007 20076.547 1.020626 1.000000 1.000000 142215957 606063586 1083659278 15403.370 10184.354 6602.470 75628.254 35039.296 22138.699 1.000000 1.000951 1.000000 79756107 290140848 502465227 9153.644 5747.634 4045.814 90234.569 35457.689 21041.962 1.009900 1.000000 1.758288 17186939 142165945 356507170 12000.214 8526.338 5815.896 90976.260 39434.947 23364.531 1.000000 1.000000 1.000000
vam_gainsborough_2006AP9857 32700473 309970896 685915998 25877.071 19592.308 16189.597 117761.673 76293.723 58672.267 1.000105 1.000101 1.000000 75699161 182559494 268162432 48678.732 41271.812 37103.161 161063.282 103698.760 82317.324 1.000000 1.000000 1.002585 36340330 217868652 474517512 38073.303 31636.639 27614.243 130653.803 93874.335 77382.712 1.073599 1.000000 1.000000 334167761 754430995 967930187 11408.078 19537.857 44456.405 171851.235 153263.985 142115.970 1.002468 1.000000 1.000000 227588707 642394197 945959196 50291.725 38982.267 32188.740 144308.438 105536.717 84509.260 1.017821 1.000000 1.000000 46444041 352340035 791165640 33353.879 65310.327 56156.404 145738.562 124935.745 115419.442 1.000000 1.000000 1.023383
vam_jagan_2009BX3651 151679078 771959000 1101134650 5283.953 3268.244 2359.932 47950.946 19779.124 11844.602 1.000000 1.000000 1.000000 705221677 1196999244 1369472568 22906.886 16536.540 13041.139 111893.080 66953.188 45852.324 1.000000 1.000000 1.000109 181781095 767902455 1255976753 4435.483 2793.878 1936.361 39692.152 18405.236 10512.748 1.000000 1.000000 1.000000 841926549 1835462796 2513138300 43041.989 29315.136 16052.721 59196.272 36835.316 20580.562 1.000000 1.000000 1.000000 521749846 1380664702 1803372344 10667.035 5852.871 3513.381 39365.878 18564.356 10643.427 1.001131 1.003431 1.000000 254977345 1115936835 1824921870 36309.745 25770.028 12761.164 60182.361 37063.559 19470.829 1.000000 1.000000 1.000000
vam_jagan_2009BX3661 133250563 710577877 1156305839 6578.259 3670.218 2627.201 66926.506 28607.102 15290.504 1.000000 1.101809 1.000000 544396310 1069519299 1401472773 33718.064 25923.879 19323.532 134428.756 87948.757 62018.797 1.000116 1.000000 1.000000 160193575 805633020 1203958367 5310.079 3136.023 2361.583 44687.817 20669.255 12028.672 1.000000 1.000000 1.000000 655916061 1479883924 2051654365 22552.085 13523.671 8766.925 48602.395 25695.471 15861.027 1.002078 1.000000 1.000000 419258468 1359161097 1952315496 16952.393 10368.391 6164.429 55772.598 27447.504 15345.754 1.002689 1.113427 1.287221 214123887 1007989373 1562541909 9748.824 4750.383 3043.316 47078.375 22287.884 12982.191 1.000000 -2.676499 1.000000
vam_jagan_2009BX3664 159708037 784802603 1145508118 5828.977 3413.078 2570.391 52448.497 21848.964 12657.419 1.000000 1.011408 1.002526 460265200 793106312 1044833586 27803.462 21047.054 16244.180 130172.061 84988.749 58885.788 1.000014 1.000125 1.000153 202857577 841725078 1214005136 4763.694 2941.294 2321.752 38492.416 17853.388 10423.485 1.038967 1.000000 1.000000 732281320 1683402481 2194960932 29383.283 17829.255 11426.774 49343.820 27773.905 17219.959 1.000000 1.000000 1.000000 435058505 1412360742 1926726460 17327.998 9561.405 5770.058 49968.856 24269.817 14181.128 1.007757 1.002150 1.540317 267140807 1107895575 1593514011 14558.709 8587.511 4594.114 45777.147 24002.593 13294.573 1.000000 1.000000 1.000000
vam_jagan_2009BX3665 99324431 598745686 1004012986 7307.316 4702.916 3671.185 71010.603 32210.358 19400.604 1.000000 1.000908 1.000000 465107012 892351941 1245974944 37154.617 29714.160 23654.751 141925.805 98002.688 73391.693 1.000000 1.000000 1.000000 159447216 629224222 996984350 5211.305 3754.436 3125.035 44178.551 22874.380 14592.678 1.038622 1.000000 1.000000 620509864 1317908840 1868069542 24286.258 15895.404 10196.225 51701.864 31146.009 20359.289 1.000000 1.000000 1.000000 392506987 1061803471 1544229391 12789.524 7985.005 4981.281 52752.524 27511.363 17227.609 1.000000 1.000000 1.106968 209646233 865090151 1425192119 15278.010 9623.149 6007.515 52010.672 29082.938 18662.815 1.000000 1.000000 1.000000
vam_jagan_2009BX3698 145952213 720680718 1087083738 5887.713 3594.096 2684.437 56329.307 24298.430 14884.562 1.000000 1.006523 1.000000 632819310 1372839635 1896811962 21346.119 15059.805 11422.487 110061.690 65372.720 45024.981 1.000000 1.000162 1.000733 209207247 901613721 1329659039 4562.807 2879.457 2192.917 41010.572 18562.512 11496.952 1.017803 1.000000 1.000000 835205903 1948842799 2677918330 40951.559 28719.174 19374.971 61244.736 38392.454 25323.360 1.014805 1.000000 1.418394 560964412 1646006112 2163972198 17200.167 10273.722 6919.623 50447.919 24778.526 15804.750 1.000180 1.005828 1.000000 262983403 1146982580 1796059474 26689.386 19509.434 12170.187 55137.531 32978.477 20554.310 1.000000 1.000000 1.000000
vam_jagan_2009BX3703 93183850 541277896 1033094241 6968.306 3966.317 2965.593 72218.794 30039.945 17891.748 1.000000 1.000014 1.000000 162155883 281049460 354736125 31489.675 23717.540 17756.688 141327.981 92031.487 65902.497 1.000124 1.002479 1.025758 115907584 558039078 962792588 5228.176 3149.570 2498.336 43992.563 20323.430 12877.118 1.000000 -0.951590 1.000000 538801526 1304689398 2009498572 30426.019 19871.744 12986.891 56460.843 31999.483 21059.537 1.000000 1.000000 1.000000 349892287 1117742382 1822786328 18365.588 12256.763 7251.540 59233.594 29662.108 18106.247 1.000963 1.000000 1.000000 155056265 705729913 1241457281 15236.350 8290.806 4940.813 51056.742 25260.463 15620.996 1.000000 1.000000 1.000000
vam_jagan_2009BX3747 144885212 850434845 1648039056 8853.384 5348.315 3238.084 71262.067 33132.885 16647.193 1.000000 1.005031 1.000000 867460544 1536901045 1970605528 31426.934 24666.928 18741.524 127931.766 86367.156 58423.452 1.000005 1.000050 1.000000 170954490 837620767 1377772330 7350.108 4520.115 2641.313 53765.476 25140.623 13268.135 1.000000 1.000003 1.000000 803748348 1726421141 2484775294 42136.423 31895.263 22300.828 70239.801 45447.731 30133.516 1.000000 1.000000 1.000000 546892431 1542011478 2390993345 37537.622 27889.918 18576.826 74594.169 44252.395 27458.338 1.000000 1.000000 1.000000 234012809 1185231469 2099877256 12534.808 7502.497 3977.565 52803.351 25944.619 13589.804 1.012115 1.000000 1.000088
