img glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20
nirp_goya_b-m-26 1225055 16143270 48903812 23337.226 15656.935 11343.974 172639.654 99254.268 54255.342 1.000000 1.000000 1.000000 274260328 771680635 1137322522 24488.429 16671.842 12017.623 171728.292 102176.032 50246.459 1.000000 1.000000 1.000046 9936607 115599372 477630418 11468.468 6923.020 5383.444 132083.861 61247.719 36041.793 1.000498 1.201441 1.000000 186471857 553502554 984533310 26600.101 18198.401 14255.368 110547.053 58717.905 34598.036 1.023901 1.000000 -0.785926 125482185 377889794 780376117 22641.257 15311.300 12312.482 103472.734 50634.400 29007.727 1.000000 1.303976 -1.351852 10220615 119506824 482320857 11868.750 7407.980 5480.549 127247.710 58161.180 34802.994 1.000275 1.061047 1.000000
nirp_goya_b-m-29 665840 8399108 26131186 54496.786 42507.013 31880.755 209046.989 156341.318 106533.067 1.000000 1.000000 1.000000 181560073 582218400 1018759726 55903.496 45493.298 31697.371 185890.189 132602.005 75072.809 1.013096 1.015052 1.000000 5084216 61190218 252214683 16845.825 11033.157 8575.068 153151.903 75385.773 45757.650 1.000000 1.000374 1.154855 127581646 463627209 802823096 31430.577 22998.791 15013.576 155073.458 89244.692 47959.689 1.000000 1.000000 1.000000 76985153 307976030 537221971 27744.505 20101.248 12434.998 145585.363 80776.914 42720.754 1.000000 1.000000 1.000000 5410496 68289144 271508060 17042.104 11954.648 9390.359 153209.938 77234.222 48062.611 1.000000 1.000708 1.000000
nirp_goya_brm_bifa_40_5 10098124 143136877 447146487 13044.613 8336.424 6208.545 120805.684 59323.163 35797.209 1.000000 1.000000 1.000000 27724880 77839307 136338835 29278.143 19115.128 15302.910 166057.698 92298.560 60864.584 1.000000 1.000000 1.252496 20580421 230900913 684824751 9751.761 6450.873 5194.078 99552.063 46719.927 28877.879 1.000203 1.063783 1.000000 243202400 845236862 1360079746 27008.126 54639.812 42899.074 110731.448 69291.178 51254.259 1.000000 1.000000 1.000000 178396067 561474344 853318783 29495.536 23213.493 18589.831 80443.656 41406.416 29260.631 1.345458 1.000000 1.000000 25601505 344430175 1109746663 42350.412 31985.804 24438.558 120108.902 67273.512 44841.738 1.000000 1.332020 1.000000
nirp_goya_pc_24 2993063 41257908 101942552 18984.453 11434.800 8749.377 153512.696 75680.867 46496.931 1.000000 1.000000 1.000000 203889410 627489883 981523754 20698.201 13068.278 10267.275 145766.356 75185.349 49811.549 1.000008 1.000516 1.000000 8822124 134103657 432792316 7760.639 4383.176 3236.436 111486.684 44350.473 25771.120 1.000010 1.001652 1.000000 230361522 795048919 1238760965 12588.139 7191.190 5140.438 80205.863 31526.564 18828.624 1.000030 1.000000 1.023889 131639381 528670595 985320915 12777.095 7473.945 5566.738 97403.493 43133.014 26422.436 1.000000 1.000015 1.005613 9998322 150953613 452089064 7523.289 4366.035 3241.821 107498.180 41961.483 24398.923 1.000000 1.000000 1.000000
nirp_goya_pc_27 4639002 66134393 155958186 14287.207 8174.844 6224.424 137299.463 61664.192 35962.774 1.000005 1.000184 1.003436 290842115 850767924 1209028336 16514.536 9704.430 7793.632 142616.687 67725.753 44362.303 1.000000 1.000000 1.158790 10999566 160577878 398074606 7066.382 3949.498 2912.688 115220.240 45760.721 26805.909 1.000012 1.000000 1.165555 238388517 900868733 1302307744 17058.956 8229.779 6128.488 103389.117 41279.272 24491.976 1.000200 1.035378 1.000000 134902886 589457557 978016403 15027.428 7108.931 5262.815 104406.300 41501.095 24256.434 1.000000 1.000000 1.000000 14085122 210561537 509210798 7510.343 4569.778 3470.290 108392.667 42333.367 25523.828 1.000008 1.000000 1.000000
nirp_goya_wm_1566_1948 1785284 28281358 102605886 18518.446 12278.037 8277.910 163909.949 93467.495 46473.423 1.001381 1.000000 1.000000 317049294 1071537840 1796926643 41157.497 31417.852 22900.650 192815.442 128038.186 75999.881 1.000000 1.000000 1.000000 10683130 127346595 405539667 9527.599 5718.987 4259.677 114278.731 52274.759 31556.579 1.000000 1.000000 1.000000 63382709 346508626 669588844 35888.063 30374.056 24674.468 102051.965 56535.903 38678.565 1.001417 1.000000 -0.122762 35194778 199216681 379660311 24312.635 20329.189 17586.745 94387.421 46779.991 31598.424 1.000000 2.967515 1.000000 12081946 161103006 538211435 14046.272 11046.985 7833.416 114666.666 53909.659 32024.195 1.000395 1.000000 1.000000
nirp_greco_b-m-642 5225508 80093764 228256030 38705.607 28822.231 18600.638 151998.751 85862.584 48348.587 1.000466 1.064795 1.000000 165714613 514974203 785500347 38872.085 28322.583 17070.706 163901.906 90536.315 45306.528 1.000000 1.000000 1.000000 26298031 277647773 862393895 16229.867 9339.488 6430.564 116152.861 52506.625 26598.580 1.000000 1.000000 1.000000 425010145 1440040155 2188270013 37744.029 25984.672 15819.854 106518.168 51820.689 28225.799 1.001132 1.000000 1.000000 318757244 1173529432 2099206510 35990.735 25158.838 15270.411 107949.555 51658.390 27811.822 1.000000 1.000421 1.036810 30146292 336405018 1008042232 15068.327 8439.731 5392.908 111140.727 48545.520 23478.136 1.000000 1.000000 -0.291089
nirp_greco_hhtp_2001_1_10 11198608 128994722 338159545 11743.500 7195.498 5580.193 109164.276 46724.587 28601.379 1.000000 1.000107 1.041400 14621613 44412053 62531283 31342.965 19811.764 17047.585 160352.382 86121.040 66172.541 1.000000 1.000000 1.000000 55925868 419711805 892853272 19160.121 12537.668 9781.602 117198.806 62374.393 41975.143 1.000000 1.000000 1.004800 197916261 825041700 1259335082 49788.790 24455.522 16287.826 188289.049 164837.257 149023.041 1.000000 1.006854 1.462841 96348026 536861244 998932487 56214.609 51349.710 46338.096 181601.704 159170.928 141447.397 1.000223 1.044994 1.000000 62810022 564935895 1298632527 14707.427 8337.043 5710.276 95370.531 44135.569 27455.437 1.000000 1.000000 1.000000
nirp_greco_pc_17 1180628 16090979 51432482 54029.522 40538.803 33842.512 190035.175 120003.331 86512.334 1.000000 1.000000 1.000000 445217318 1397247860 1929384555 52223.460 37292.639 24926.643 168714.384 92932.043 52190.131 1.000054 1.000000 1.000142 16442890 215539841 616954785 40341.795 26772.432 24203.504 171895.394 96377.905 76259.990 1.000000 1.000000 1.000000 410376936 1464757345 1942516456 30673.615 17262.902 14433.418 101457.610 38467.267 23065.506 1.000677 1.000000 1.000000 257472472 1083681830 1679001188 30197.435 17124.719 14341.038 106798.202 41241.729 24943.266 1.253314 1.000000 1.000000 16630175 221889322 635658811 33654.594 21404.889 18972.643 163451.794 84693.037 62730.971 1.000000 1.000000 1.000000
nirp_greco_pc_18 1714365 18294894 40418309 28965.462 18559.001 15442.025 154844.207 81232.273 58051.896 1.000000 1.000000 1.000000 260780814 873308967 1216824479 13627.777 7613.056 5271.749 109519.703 42466.495 22394.760 1.000000 1.054425 1.000000 18984564 287877080 945757054 17143.033 11162.568 8974.737 101749.653 48499.891 33595.624 1.000000 1.000000 1.064018 262278408 981105335 1572001274 25374.758 17678.451 12626.356 86495.117 37800.107 24691.770 1.000000 1.000000 1.000000 145584797 632831351 1201510972 22992.037 16418.532 12334.442 99815.852 44621.528 30910.616 1.000000 1.083318 1.000000 18956497 284260909 925521526 15430.280 9506.088 7486.070 98845.816 44165.257 29895.100 1.000000 1.000300 1.000000
nirp_hondecoeter_1899_1_41 3335071 60245565 238460000 14001.250 7668.509 5362.752 133950.641 52513.309 27286.530 1.001750 1.000000 1.000000 156971204 505868183 768881503 22001.450 12240.750 9199.765 157115.593 71718.496 40362.500 1.000025 1.001100 1.053132 32205078 302477153 702344438 7040.877 4086.183 3172.080 75915.381 28562.133 17091.204 1.000000 1.001290 1.000000 316714344 1161995597 1507150047 22691.555 13740.766 9825.580 65646.747 28906.400 18613.420 1.000000 1.027907 1.000000 240647389 926820952 1166063204 12373.596 5920.279 4127.046 52941.931 18781.969 11601.461 1.000000 1.019341 3.034012 35604701 383673651 1026548355 12054.542 8652.841 6005.471 78151.382 32645.698 19420.911 1.000001 1.056439 1.000000
nirp_hondecoeter_1900-1 7695222 39108947 89438932 14893.848 8477.589 6088.297 118067.806 56071.744 28125.710 1.000055 1.005950 1.000000 3312761 11938338 16066505 48183.629 31849.641 25167.420 189324.751 118699.674 78824.885 1.000000 1.000017 1.000333 35707579 216674198 505977590 5902.422 3837.806 3085.246 63312.794 29194.600 18744.292 1.002843 1.000000 -0.266274 274252251 897564960 1354347470 40678.503 52062.246 31335.420 121888.817 91977.133 77343.803 1.000210 1.000000 1.000000 173588456 583357086 981443903 45457.707 65231.761 57557.939 122750.322 83847.119 68632.182 1.000000 1.000000 1.000000 41894026 251814348 591930035 21953.174 18765.162 15357.471 64817.630 37613.310 26890.188 1.000000 1.000000 1.000000
nirp_hondecoeter_190_1912 2225068 24725750 58798572 19188.201 11775.335 8895.541 147414.133 68176.064 41034.426 1.000000 1.000000 1.000000 440415309 1437148785 2150580398 17563.746 11263.834 7784.653 143495.717 65632.522 35994.392 1.000000 1.017027 1.000000 28043026 168696646 467554779 9335.529 5906.738 4819.546 82947.458 40263.972 27694.263 1.000000 1.033891 1.000000 377327267 1199023904 1727972774 26905.016 17692.795 12009.233 68585.994 32671.143 20439.779 1.006441 1.000000 1.000000 207845545 628146677 809550827 13508.133 8193.383 6174.386 90921.336 37441.115 22874.207 1.000173 1.000000 1.168775 29170446 190997511 532851316 18210.858 12656.057 8611.388 87729.003 44296.204 29548.460 1.377001 1.000000 1.000000
nirp_hondecoeter_1904-90 3437402 49432527 168638661 16030.041 9911.004 6586.224 147949.712 76725.971 38226.996 1.000000 1.000000 1.001972 61279190 134886437 161968559 37583.710 25110.455 18791.078 188184.099 115569.576 73313.984 1.000000 1.000000 1.000000 22412558 199208608 493358261 6703.479 4030.940 3097.865 87942.120 37638.007 22270.052 1.000000 1.000000 1.000000 282689182 1006676979 1443239356 28291.674 16618.860 12294.157 87356.668 43851.830 28093.393 1.000000 1.050958 1.000000 181120923 663068367 1049656189 23545.216 13147.548 10042.554 84503.101 39297.364 24576.343 1.000000 1.000000 1.000000 24552114 242791247 640832270 7447.207 4912.113 3241.783 85358.015 36531.234 20768.772 1.000879 1.000000 1.000000
nirp_hondecoeter_1939-1 3635280 44290352 136059690 13077.154 7058.371 4882.294 134800.186 57489.374 27155.008 1.000000 1.000000 1.000000 59160019 138086768 148437424 32335.467 19610.799 15198.242 176434.907 96639.760 61389.463 1.000000 1.000000 1.000000 34501993 274429806 650764962 7099.798 4329.532 3330.680 73815.448 31382.281 18008.407 1.000908 1.302744 1.000000 398848671 1391216122 1874322420 34634.969 19623.091 14187.122 68214.788 32793.111 20826.982 1.000904 1.000000 1.000000 260839621 933311309 1381699627 29536.591 16316.169 12358.091 66876.014 30473.969 19589.706 1.000847 1.000000 1.000000 37278583 322630074 812264571 7635.540 4683.168 2698.470 70411.571 29701.570 15370.215 1.000000 1.000000 -1.786059
nirp_hondecoeter_26_1912 2039417 27468374 71118831 22036.522 13357.550 9961.246 157512.520 81010.103 46282.686 1.000000 1.000000 1.000000 596537540 2125513965 3506701183 14897.833 8380.696 5557.892 141748.514 63704.858 28426.112 1.036809 1.042656 1.000000 26549847 211501038 521393567 10926.113 6848.101 5420.203 102539.674 48879.266 30455.908 1.000543 1.086447 1.000000 258696378 761704960 1000455617 12066.417 7364.663 5560.328 67470.398 28272.639 18337.122 1.001312 1.000000 1.000000 167538368 547711348 767188136 9966.848 6263.890 4951.332 63246.713 25415.192 16349.311 1.000000 1.000000 1.000000 28090868 242699351 601811270 9382.383 5729.707 4232.122 98584.617 44541.593 26361.832 1.000397 1.068544 1.000000
nirp_hondecoeter_b-m-904 11343857 119833745 344613246 12770.976 7557.103 4684.735 123904.595 57373.364 23914.401 1.000014 1.000335 1.000000 396437838 1161359455 1583180282 32880.158 19433.558 14237.180 177090.989 97246.981 53872.927 1.000000 1.000006 1.075064 19544860 159323259 418737880 9343.528 5554.840 4343.388 85812.893 34694.541 21595.209 1.000000 1.000000 1.000000 289653419 984864009 1362027671 53549.254 35311.615 31230.372 84566.707 45722.822 36601.796 1.000000 1.000000 1.000000 175660989 659650038 1022023234 49365.480 32133.529 28639.653 81413.678 43134.876 34695.935 1.052468 1.000000 1.000000 22989053 228906636 666790095 8861.468 5373.150 3196.473 78124.252 30464.798 16767.091 1.000000 1.000000 1.029060
nirp_hondecoeter_brm_bifa_2001_2 19526904 189737136 366460126 14139.110 9205.816 7070.827 99424.902 46560.399 29903.621 1.000098 1.007294 1.000000 19886591 84764204 141793946 39980.811 28138.308 20630.739 142706.424 81001.919 55063.754 1.000000 1.000000 1.000000 21353735 212380354 555372076 25292.009 17181.538 13133.746 116455.243 64167.633 42986.504 1.000067 1.003965 1.205035 217500824 643413089 1012089060 37101.211 21498.682 23346.994 164328.233 138327.781 118986.192 1.007481 1.000000 1.000000 81386253 322176128 647764307 21710.775 65035.178 15563.744 164770.767 138136.464 118849.313 1.048376 1.000000 1.000000 36112393 366502563 862925674 14319.139 9580.779 7055.429 91416.695 44976.422 28446.209 1.000760 1.209046 1.000000
nirp_hondecoeter_twcms_b8426 13179995 136050184 285721127 17374.273 10997.239 7347.018 134025.681 69391.059 34948.089 1.000000 1.000000 1.000000 56365300 106777298 131187051 25745.840 16375.367 11701.568 161709.780 90746.155 53694.807 1.000000 1.000000 1.000372 25949112 211769806 459354428 8549.022 5246.768 4225.022 81913.312 34716.392 21817.711 1.005127 1.000000 1.000000 346046786 914644170 1208154996 16411.574 10254.337 7619.451 66221.191 29970.557 19228.097 1.000652 1.000000 1.000000 279769222 714070868 916603263 9011.629 5110.091 4171.890 62526.777 26468.645 16219.065 1.001400 1.000000 1.000000 35494901 350523580 776372127 10631.469 6999.900 4756.173 82316.552 35037.771 21058.914 1.002057 1.000000 1.000000
nirp_hondecoeter_twcms_g1189 11839209 132398397 362030130 13207.329 7545.943 4804.423 131343.667 60136.928 26403.637 1.000054 1.003414 1.000000 140746790 427496499 599346450 29795.155 18244.573 14340.404 174785.478 96686.374 60571.012 1.000007 1.000313 1.008023 24645515 179007560 414358651 8619.665 5255.736 3957.046 91175.264 38211.087 23252.035 1.002254 1.000000 1.000000 234462695 736657353 1106266015 28094.951 20480.953 16497.360 74509.747 36996.448 25972.290 1.000022 1.000000 1.000000 176344696 549900960 842568178 21037.159 15688.219 13808.743 69091.907 33091.553 24051.520 1.000042 1.000000 1.000000 31563326 299482958 770901082 10108.083 6397.171 3937.699 88983.647 35766.481 19672.454 1.000000 1.000000 1.000000
nirp_kauffmann_1956_88 5919787 85149413 330269399 10450.734 6347.220 4591.774 109481.328 45134.362 23062.947 1.000021 1.049572 1.000000 394092263 821043785 907532580 35156.710 59123.714 47570.407 191443.557 113833.082 75912.213 1.000000 1.000000 1.000000 22458132 222470117 637858336 14438.631 9535.413 7162.064 97107.235 48055.584 28983.879 1.000000 1.000003 1.000904 181578773 760316475 1100523689 52942.833 36793.826 54865.862 139135.536 104286.433 87900.077 1.000000 1.000000 1.000000 78845018 410687819 752583963 15832.236 64368.136 44391.163 134469.136 98427.583 82742.150 1.003773 1.000000 1.015202 27767552 315781742 1006929583 13384.321 8962.524 5207.304 80593.845 38677.011 21055.548 1.000002 1.000414 1.000000
nirp_kauffmann_1956_89 3596301 81042682 368298387 29705.950 23022.283 14421.666 150924.047 73807.890 39008.520 1.000000 1.000000 1.000000 633754663 2065955150 2849543058 55583.186 40245.164 29126.176 193968.265 102283.740 61711.765 1.000075 1.002798 1.036141 10507388 166916504 487875572 27881.577 19426.340 12178.893 148320.290 73335.469 40368.725 1.000000 1.001553 1.090530 268984123 1287813178 2058089743 54720.970 61440.176 46755.037 139442.240 87062.498 61349.197 1.000453 1.061370 1.000000 207884363 983777344 1719327983 28868.174 49988.714 38161.013 133938.690 77429.878 53785.415 1.000220 1.143354 1.000000 14083814 265677799 926977939 28325.819 21573.429 13559.965 140947.962 71261.777 38550.847 1.001026 1.000000 1.000000
nirp_kauffmann_1956_90 2538630 33870267 141855055 18405.790 12365.638 8462.184 153808.557 74037.713 38900.664 1.000015 1.000958 1.930762 28634456 93257684 138279911 44018.033 30253.026 23311.088 199885.484 120450.481 80595.841 1.000000 1.000000 1.000000 17947697 242354266 674966413 11327.545 6221.988 4456.599 112197.782 45060.076 24586.685 1.000000 1.000000 2.606360 159864748 939317035 1540919113 41828.613 26844.694 16641.902 93703.918 43345.048 25167.349 1.000005 1.000032 1.000000 108211862 621494067 1025256996 32013.135 20612.443 14066.269 90339.667 38998.696 23732.771 1.000045 1.000000 1.079078 19274893 279295916 884765978 13373.562 7852.207 3999.509 110047.948 44845.057 21972.073 1.000000 1.000000 1.000000
nirp_kauffmann_1956_91 3169724 51039226 213748681 15928.983 9457.237 6218.317 144561.442 66318.373 32536.588 1.001943 1.000000 1.000000 396820911 1294100078 2167825460 25490.147 14588.508 9021.651 169904.311 84613.077 41079.016 1.027834 1.000000 1.000000 17913328 252502054 758891901 7699.611 3992.167 2693.803 100242.347 34214.824 16142.653 1.000255 1.000000 1.000000 159441253 765938244 1265069378 26158.694 16259.426 9201.017 93332.094 40078.538 21170.260 1.000007 1.000000 1.076514 103193150 534642760 892898877 18681.887 11080.618 6169.400 85408.969 32994.168 16654.107 1.000001 1.000000 1.000000 19916126 313336101 1066562525 10316.840 6311.222 3859.111 98398.221 34683.721 16822.931 1.000000 1.001758 1.000000
nirp_kauffmann_1966_029 2643973 34321803 104581373 18443.448 11295.896 8253.882 147968.749 76769.074 42322.909 1.000000 1.000000 1.000000 68703067 206649429 365610134 13736.273 7928.681 5101.727 141320.394 70761.243 32501.288 1.000065 1.004650 1.000000 25270910 188207271 522988733 7933.851 5059.613 3717.300 87002.266 42106.798 26783.686 1.000000 1.000000 1.000000 298168257 897538668 1615164747 35937.939 26828.207 21233.733 98593.747 55175.209 36923.791 1.000000 1.000000 1.000000 142736710 586403134 1299477404 35271.140 26482.344 20952.828 109813.400 61286.886 39430.102 1.000000 1.000000 -0.474260 25499440 181244446 480996098 7050.151 4513.920 3071.071 79672.309 36795.782 22699.636 1.000000 1.281383 1.000000
nirp_kauffmann_44s 8104044 121564639 367302566 12465.957 6957.333 5062.602 105664.009 40631.057 22669.476 1.000000 1.000000 1.000072 1034730376 2911748992 4136218567 15626.461 8495.498 6212.905 127440.091 51526.319 28787.154 1.000000 1.004062 1.000000 44244942 315944484 862636068 4461.443 2990.742 2293.604 42984.599 19299.607 11830.877 1.000001 1.000103 1.000000 399844989 1031773910 1532798333 14274.465 8238.189 5510.917 43478.127 21258.676 13679.561 1.000000 1.000000 1.000000 260732925 698434908 1112122269 9548.549 5564.752 4099.943 42258.620 19415.288 11912.005 1.040184 1.001011 1.000000 49469952 405913858 1097786687 7917.740 5106.372 2860.994 43566.788 20069.564 11547.613 1.000019 1.022135 1.002453
nirp_kauffmann_bsems__1992_9_348 2650070 28712524 75488397 21951.552 14145.680 10312.822 149177.852 79756.713 45998.019 1.000000 1.000000 1.000000 263839625 720154121 916843099 15366.069 9281.838 5981.894 136945.615 66797.507 32717.296 1.000035 1.000025 1.000000 106934288 410142434 825397298 4954.163 3266.211 2501.676 42628.679 21715.391 14167.464 1.000000 1.000000 1.105316 684603488 1182716268 1360139426 10113.738 6118.945 4442.210 58660.253 28540.413 17556.814 1.000496 1.034495 1.000000 426068450 810640021 1025411548 8123.934 4873.067 3387.712 55403.172 23945.504 13967.943 1.000000 1.000000 1.000000 107343289 426197395 892055720 5724.392 3476.740 2615.664 43280.226 21803.427 14260.792 1.000000 1.000000 1.000000
nirp_kauffmann_bsems__1992_9_349 6262141 37087339 129914758 31755.621 14614.514 56373.569 176878.529 129705.080 90407.066 1.000125 1.006594 1.000000 569726928 1490039883 2024332274 52319.251 36088.369 63529.491 200511.260 150631.325 109723.432 1.000000 1.000000 1.000168 100823051 277463672 547584261 56098.631 50319.960 42465.697 110895.558 81915.995 65211.533 1.000000 1.000000 1.000000 687930120 1469161672 2024880402 34900.908 16285.914 56546.818 105077.674 84735.763 68268.977 1.000000 1.121643 1.000122 467083426 1204545375 1907157573 31260.476 12446.971 56050.405 100937.662 80501.551 65265.149 1.011460 1.000000 1.268599 102638936 301217633 686851803 56445.576 50577.094 42479.470 112959.033 83914.266 65238.385 1.000000 1.000000 1.038275
nirp_kauffmann_fa000123 6296055 82469030 305041282 14629.920 8956.710 6525.078 131587.078 63281.524 33964.246 1.000000 1.000000 1.000105 136887804 483528238 881150225 20605.033 13197.342 9829.696 161485.797 89477.819 54576.208 1.000304 1.000000 1.000000 50793632 344656309 875319524 14097.950 10378.457 8949.926 92379.150 51248.542 35706.757 1.000951 1.000000 1.000000 422977739 1018014817 1424892585 30716.733 54308.455 44049.843 89330.126 61311.710 48263.273 1.000000 1.000000 1.000000 237907241 712413037 1129531198 43363.494 29709.467 24639.862 74838.418 43682.985 33144.126 1.000000 1.000000 1.000000 54022738 430189022 1314974588 30844.062 24719.850 16554.554 98982.644 60966.454 41149.686 1.000000 1.000000 1.017926
nirp_kauffmann_fah1975_32 8366886 89826451 259525669 11392.497 6303.943 4609.862 115278.390 44023.856 22841.738 1.000000 1.001928 3.004829 537399846 1798795255 2677943817 17352.234 9919.891 7701.126 153601.341 67112.552 40602.324 1.000000 1.000000 1.000000 102148802 279771291 463589667 4285.605 3180.930 2719.483 32991.574 18525.768 13813.785 1.000000 1.000000 1.000000 486156783 1009383449 1343240350 14772.228 8938.408 6971.251 44846.182 23690.101 16370.534 1.000000 1.650461 1.000000 333436904 749580832 1055818510 11722.596 7022.846 5726.237 36929.127 19283.656 13809.884 1.000000 1.001555 1.000000 106054874 337092171 626574954 5826.108 4339.583 2950.382 33703.168 19337.326 13311.161 1.075022 1.000000 1.000000
nirp_kauffmann_fah1975_33 6394546 28891958 77304073 34146.424 25386.758 17835.088 174708.856 109256.833 63630.259 1.000000 1.000000 1.000000 156759305 496373943 819445114 22567.524 15996.644 9888.755 148898.605 84748.701 42590.109 1.000179 1.049821 1.000000 56493225 206271410 421824826 13266.445 8397.211 6643.635 101052.245 51630.223 33919.973 1.000066 1.001642 1.060915 414276055 1121969480 1668598010 23037.723 14917.898 9426.910 85713.670 43803.693 24713.631 1.000000 1.075737 1.000000 281449596 895404453 1422611409 21459.561 13918.704 8680.774 76071.188 37660.028 20689.647 1.000000 1.000000 1.000000 59966411 232281608 497258348 11242.421 6946.969 5255.127 98587.665 48665.185 30372.383 1.000111 1.003447 1.266248
nirp_kauffmann_lducs_pc5559 2579832 35052611 92004905 13062.567 7772.288 5423.940 148317.357 69687.474 34426.558 1.000000 1.000000 1.000000 148425907 532243286 903525544 18643.926 11570.369 7961.255 175607.470 95440.077 50251.781 1.000000 1.099415 1.050961 8153873 138947067 460792586 9207.938 5332.729 4019.228 125694.910 50957.867 28460.836 1.000000 1.000000 1.000000 95604971 536527389 1159852607 30855.587 24866.095 17376.937 107071.348 53067.127 32924.681 1.003632 1.007250 1.000000 76153602 375517604 686313711 20022.475 16118.260 12712.661 103869.494 46913.804 30130.536 1.000639 1.013128 1.000000 9564422 166607412 551749015 13404.823 9870.942 5651.583 122170.181 50025.387 25562.780 1.000000 1.000000 1.000000
nirp_kauffmann_op197 4868543 74948723 232894907 59420.435 53586.559 44284.759 167668.164 107504.559 73686.723 1.000000 1.000000 1.000000 79464470 201004625 302552784 62586.656 54926.524 45269.486 197140.059 134654.082 96577.887 1.000000 1.000000 1.000000 25481735 284111897 885531994 48054.903 44046.736 36215.533 145637.601 93419.415 67509.549 1.000000 1.000000 1.000000 329549979 891557976 1366307028 59593.767 53369.331 44061.347 110281.121 77737.959 59249.175 1.000188 1.089053 1.031429 206200994 691172458 1245758924 59467.110 53315.566 43997.442 114680.198 81083.116 62819.462 1.000001 1.000000 1.000000 28155287 338018181 1040959767 48356.331 44625.204 36772.039 136902.372 87199.228 63076.044 1.000001 1.000852 1.000000
nirp_kauffmann_op531 4137294 40485247 109841813 58835.945 54073.134 42809.147 159561.131 102583.432 69235.574 1.000000 1.000000 1.000000 53122783 143762819 222748508 29648.114 62468.113 50209.801 193232.493 132562.416 95901.034 1.000000 1.000000 1.000000 43253723 430432036 1274785714 56388.530 51393.381 40350.590 146668.231 97739.081 69308.043 1.000000 1.000000 1.007515 249732967 782687310 1693796565 62790.074 73351.269 50914.165 172363.488 142146.381 116552.790 1.001144 1.000000 1.010434 117956724 632555034 1622351642 62296.311 72868.014 49971.524 176503.576 143737.095 117178.900 1.001334 1.000000 1.015827 44076185 428661466 1244710169 56098.958 51532.495 40555.857 128847.010 84438.982 59911.843 1.000047 1.000000 1.000000
nirp_kauffmann_som_hm_a240 41082985 256820618 624786442 6279.590 4362.489 3889.530 48470.290 20467.905 16218.664 1.000062 1.000440 1.000000 1173959453 2569728214 3173197452 7791.946 4874.958 4224.674 70858.997 29029.279 20717.128 1.000000 1.000000 1.000000 55036446 209847331 360102196 4911.859 3788.756 3379.599 38974.955 22649.853 17369.683 1.000000 1.000000 1.000000 510394569 1237670305 1437460249 37410.481 27177.319 21566.672 52683.453 35030.586 27905.871 1.003450 1.000000 1.370612 338305237 853363307 935030848 14086.977 7467.196 6896.564 32333.726 16920.324 14671.616 1.000000 1.000000 1.005924 65834096 354585244 818010457 25753.404 20070.889 13619.277 54884.051 36758.359 26600.158 1.000000 1.000000 1.000000
nirp_kauffmann_strpg_1993_3 7393352 88576470 264475996 10628.036 6015.990 4018.602 124236.177 56325.682 27186.056 1.000018 1.000000 1.023610 2397922 11108745 21990335 38445.937 26028.907 19796.023 201993.849 125374.709 82375.031 1.000000 1.000000 1.000000 20108925 187485473 486056823 6994.383 3814.660 2698.359 97022.899 37213.201 19286.637 1.000000 1.005692 1.000000 190797090 805757575 1348051297 61032.847 25392.464 54310.581 130981.483 85652.893 62403.534 1.000000 1.000000 1.000000 127248732 506690851 843748677 46705.753 63189.838 50127.729 129956.605 81724.958 60122.992 1.000000 1.000000 1.000000 25637054 275430867 752642394 10483.623 7636.408 4527.842 88388.059 35234.339 18368.835 1.000000 1.007954 1.000000
