img artist school country nofilter-cs60 nofilter-cs40 nofilter-cs20 nofilter-h60 nofilter-h40 nofilter-h20 nofilter-l60 nofilter-l40 nofilter-l20 nofilter-shsv60 nofilter-shsv40 nofilter-shsv20 nofilter-shsl60 nofilter-shsl40 nofilter-shsl20 nofilter-v60 nofilter-v40 nofilter-v20 sobel-cs60 sobel-cs40 sobel-cs20 sobel-h60 sobel-h40 sobel-h20 sobel-l60 sobel-l40 sobel-l20 sobel-shsv60 sobel-shsv40 sobel-shsv20 sobel-shsl60 sobel-shsl40 sobel-shsl20 sobel-v60 sobel-v40 sobel-v20 canny-cs60 canny-cs40 canny-cs20 canny-h60 canny-h40 canny-h20 canny-l60 canny-l40 canny-l20 canny-shsv60 canny-shsv40 canny-shsv20 canny-shsl60 canny-shsl40 canny-shsl20 canny-v60 canny-v40 canny-v20 glcm-cs-ct1 glcm-cs-ct6 glcm-cs-ct20 glcm-cs-en1 glcm-cs-en6 glcm-cs-en20 glcm-cs-hm1 glcm-cs-hm6 glcm-cs-hm20 glcm-cs-cr1 glcm-cs-cr6 glcm-cs-cr20 glcm-h-ct1 glcm-h-ct6 glcm-h-ct20 glcm-h-en1 glcm-h-en6 glcm-h-en20 glcm-h-hm1 glcm-h-hm6 glcm-h-hm20 glcm-h-cr1 glcm-h-cr6 glcm-h-cr20 glcm-l-ct1 glcm-l-ct6 glcm-l-ct20 glcm-l-en1 glcm-l-en6 glcm-l-en20 glcm-l-hm1 glcm-l-hm6 glcm-l-hm20 glcm-l-cr1 glcm-l-cr6 glcm-l-cr20 glcm-shsl-ct1 glcm-shsl-ct6 glcm-shsl-ct20 glcm-shsl-en1 glcm-shsl-en6 glcm-shsl-en20 glcm-shsl-hm1 glcm-shsl-hm6 glcm-shsl-hm20 glcm-shsl-cr1 glcm-shsl-cr6 glcm-shsl-cr20 glcm-shsv-ct1 glcm-shsv-ct6 glcm-shsv-ct20 glcm-shsv-en1 glcm-shsv-en6 glcm-shsv-en20 glcm-shsv-hm1 glcm-shsv-hm6 glcm-shsv-hm20 glcm-shsv-cr1 glcm-shsv-cr6 glcm-shsv-cr20 glcm-v-ct1 glcm-v-ct6 glcm-v-ct20 glcm-v-en1 glcm-v-en6 glcm-v-en20 glcm-v-hm1 glcm-v-hm6 glcm-v-hm20 glcm-v-cr1 glcm-v-cr6 glcm-v-cr20 it12-r it12-or it12-o it12-oy it12-y it12-gy it12-g it12-gb it12-b it12-pb it12-p it12-pr r3-cs-avg r3-cs-std r3-h-avg r3-h-std r3-l-avg r3-l-std r3-shsl-avg r3-shsl-std r3-shsv-avg r3-shsv-std r3-v-avg r3-v-std itct-sat-sl-r3 itct-sat-sl-r7 itct-sat-sl-sg itct-sat-sv-r3 itct-sat-sv-r7 itct-sat-sv-sg itct-lightdark-l-r3 itct-lightdark-l-r7 itct-lightdark-l-sg itct-lightdark-v-r3 itct-lightdark-v-r7 itct-lightdark-v-sg itct-hue-h-r3 itct-hue-h-r7 itct-hue-h-sg itct-hue-cs-r3 itct-hue-cs-r7 itct-hue-cs-sg itct-warmcold-h-r3 itct-warmcold-h-r7 itct-warmcold-h-sg itct-warmcold-cs-r3 itct-warmcold-cs-r7 itct-warmcold-cs-sg itct-comp-h-r3 itct-comp-h-r7 itct-comp-h-sg itct-comp-cs-r3 itct-comp-cs-r7 itct-comp-cs-sg cs-avg cs-std h-avg h-std l-avg l-std shsl-avg shsl-std shsv-avg shsv-std v-avg v-std
nirp_bassano_hhtp_2001_2_43 bassano renaissance italy 10.135 13.218 21.055 28.303 42.633 88.754 14.747 20.089 34.007 69.106 84.068 118.140 43.639 55.152 80.823 10.652 13.834 21.944 8.919 12.267 21.714 6.811 9.096 15.338 10.520 14.664 26.845 42.776 53.341 74.188 33.180 42.197 63.868 7.880 10.507 17.680 2.678 3.259 4.776 47.583 56.867 76.267 4.940 6.058 8.846 29.162 34.539 46.802 15.599 18.687 26.318 2.814 3.427 5.027 16389422 208203033 652451411 33596.466 25857.732 16700.117 96800.447 44296.253 27170.371 1.053543 1.000000 1.000000 722086 7532969 14480768 46779.484 30517.168 25903.478 185178.608 91366.357 69420.224 1.000000 1.000000 1.000000 4889250 66967624 197480793 34751.021 26414.604 17215.091 132410.906 59517.797 36624.779 1.000011 1.001553 1.000000 1927137 12056997 20042878 54361.055 22765.900 22786.588 291632.132 286833.885 279193.749 1.000000 1.000025 1.000028 4330615 32445310 54411154 63421.749 65100.566 55864.988 280475.532 271181.387 260760.082 1.000000 1.000069 1.000018 13703113 206436002 667753147 46399.473 38813.433 28416.014 106616.979 56186.487 38474.346 1.003870 1.000000 1.000000 57148 31230 15207 16981 0 2399 0 0 0 0 0 0 212.224077 50.613097 15.806193 7.649597 108.606983 26.971729 254.860514 2.318348 252.827106 9.356380 214.372435 51.393662 1.347862 3.175245 0.281065 2.350475 6.770315 2.977941 16.272172 26.165291 32.673436 31.814751 49.674376 60.243877 6.105160 3.948253 7.756332 26.754962 4.902972 11.287449 17.859018 8.095164 34.189918 24.207453 49.996353 25.732842 17.384616 29.267960 0 53.475193 149.797770 595 146.338637 63.321939 9.744230 8.227388 75.905090 35.219082 254.018945 7.566369 252.411582 13.095086 148.803084 65.708906
nirp_bassano_l_f34_1939_0_0 bassano renaissance italy 11.306 15.984 28.698 18.541 27.955 55.635 8.573 11.592 19.840 4.184 5.410 8.326 5.167 6.704 10.516 7.524 9.955 16.616 9.130 13.031 24.944 26.213 40.957 86.936 8.869 12.467 22.655 4.416 5.872 9.532 5.483 7.360 12.353 7.742 10.815 19.541 4.260 5.196 7.573 10.895 13.171 18.661 3.160 3.838 5.574 2.083 2.501 3.594 2.177 2.617 3.778 2.478 3.002 4.379 12818645 107881551 321075468 9737.848 5908.211 4452.715 94849.229 42428.524 22389.291 1.000000 1.000000 1.005192 11184161 29297993 38160856 28586.603 18510.100 15346.720 154843.437 86438.131 58142.579 1.000000 1.000000 1.000000 38898908 233260468 457204383 10707.108 6987.412 5759.353 78827.630 38205.344 25971.697 1.000000 1.000000 1.000000 400768047 1093048070 1312194042 51446.438 61400.177 42104.210 150216.073 114741.320 103842.605 1.000000 1.003903 1.012502 259570280 720493012 912806191 28377.480 50167.974 26945.091 145789.044 110214.601 99656.571 1.000000 1.000000 1.000000 46707047 332422471 768724907 9444.924 6437.291 4494.201 61533.958 29408.734 18955.034 1.000423 1.014678 1.000000 0 229115 0 0 0 0 0 0 0 0 0 0 53.814715 30.944846 22.074384 7.079753 47.368829 47.552195 210.904354 58.512839 218.221982 51.704860 74.168498 59.026762 15.881212 23.089633 26.658901 15.152859 23.327889 22.867081 12.335717 24.177633 31.201787 16.396997 34.021533 46.379915 3.163715 22.621441 4.906430 27.310769 6.043796 22.837574 13.867454 2.823096 31.789554 21.008339 44.908857 26.130719 9.875549 23.657895 0 51.857605 177.310691 302 56.967574 36.889410 24.080633 9.474928 42.714956 41.268416 217.461287 56.452885 224.755827 49.250651 71.077722 55.995050
nirp_bassano_souag_b64 bassano renaissance italy 12.414 17.451 31.251 35.130 56.698 109.266 11.776 16.883 31.650 9.401 12.639 20.950 11.613 15.678 27.129 9.341 12.961 23.801 11.675 17.045 34.236 10.415 15.200 29.784 13.295 20.265 41.300 10.517 14.530 25.188 13.518 19.347 34.905 10.142 14.844 29.959 4.219 5.148 7.480 43.808 51.687 68.944 4.904 5.997 8.697 4.012 4.823 6.913 4.361 5.260 7.550 3.147 3.827 5.563 13242555 116437240 357085663 8632.246 5924.554 4247.392 99292.659 53668.263 28237.997 1.000000 1.001226 1.000000 1661360 6446670 13292641 28251.097 20417.398 16158.486 180609.104 119600.722 82426.217 1.000000 1.000000 1.000000 15588326 121787063 335729661 7736.266 4920.007 3817.996 87370.368 40181.863 25348.742 1.000008 1.001073 1.000000 102064141 319016987 541925708 58456.956 56994.260 16225.718 194484.358 169334.022 155237.805 1.000000 1.936962 1.000000 59619108 234596479 480314282 27488.906 33822.662 52751.739 187080.802 162290.177 149069.828 1.000000 1.000000 1.000000 22776133 193041904 579316248 9753.970 7271.578 4618.212 69691.036 33431.805 20578.955 1.000000 1.000000 1.009574 0 14804 35253 0 22001 36138 0 0 0 0 0 0 94.768451 30.919570 21.218084 8.337343 63.814515 44.255611 238.547878 37.238221 234.029570 51.071615 111.021383 45.743030 56.519783 62.799035 65.719661 46.918334 52.212745 55.553437 23.446890 29.404604 38.037351 29.655646 39.722968 51.750110 13.370581 24.730451 15.083255 23.189620 3.252954 15.209361 41.938880 11.991203 53.985926 18.982672 63.872169 26.635226 41.674231 60.001743 0 150.991985 179.092466 748 88.899777 48.295513 20.781490 12.092532 66.516525 41.688970 209.686313 71.545223 215.792389 62.036979 110.827368 55.747000
nirp_bassano_va_pc_2006bh7729 bassano renaissance italy 15.748 22.391 39.522 17.847 25.265 44.830 12.209 17.182 30.795 5.388 6.955 10.719 6.254 8.078 12.630 10.449 14.390 25.398 11.271 16.219 30.849 15.077 21.795 40.408 15.619 23.306 44.643 5.853 7.796 12.801 6.912 9.352 15.920 13.287 19.473 37.177 6.684 8.164 11.900 7.034 8.594 12.338 5.134 6.263 9.044 2.455 2.940 4.220 2.516 3.018 4.334 4.178 5.099 7.421 6536915 86726916 354341856 26773.614 19796.574 14400.076 139824.429 77850.205 45222.475 1.000067 1.000086 1.046677 11534937 44261254 91500129 30756.305 21413.594 14109.284 173111.815 103609.185 55700.424 1.000000 1.000049 1.000611 43771034 164676996 363442278 17366.925 10628.292 8470.190 118283.049 55348.798 36762.489 1.000000 1.000000 1.000000 235272356 758892305 1018223139 33478.393 45166.562 64135.430 149298.092 112627.248 96984.359 1.204403 1.000000 1.000000 165355592 528098812 690371716 65485.111 35006.615 58933.013 146506.540 109547.920 94264.504 1.000000 1.000000 1.000000 47393890 241336719 715537498 14033.245 8329.378 6314.556 102584.719 44464.441 28176.074 1.017699 1.000000 1.000000 0 33373 150444 14102 0 0 0 0 0 0 0 0 49.596347 49.738084 47.291769 13.604854 43.243236 48.183365 180.556962 57.045824 199.118873 42.040019 68.030716 71.353182 36.434570 49.432420 53.993772 28.120699 37.406699 39.044802 14.788765 22.482354 29.153005 20.637625 33.605558 43.435173 6.070499 25.286030 11.761595 27.344395 17.587909 27.244857 17.351338 1.162693 33.182516 25.955119 42.132505 26.936714 18.640968 61.669183 0 58.117055 157.290713 114 39.256408 36.464309 49.830980 16.190840 34.494487 36.874764 187.924261 70.471357 205.378960 55.359344 54.036986 52.421021
nirp_bassano_va_pc_2007bm3158 bassano renaissance italy 12.188 16.778 28.676 23.323 35.190 71.977 8.306 11.478 20.396 4.945 6.488 10.365 5.766 7.595 12.346 7.576 10.312 17.869 14.628 21.932 43.565 34.580 56.869 112.987 9.103 13.064 24.635 5.655 7.772 13.409 6.775 9.428 16.959 8.212 11.593 21.442 4.467 5.457 7.940 18.022 21.803 30.754 2.833 3.451 5.033 2.135 2.555 3.657 2.149 2.571 3.672 2.415 2.935 4.285 19585247 160626428 473955954 10719.744 5683.045 3716.229 105042.048 42426.146 17606.035 1.000113 1.004566 1.000000 7844045 21657561 29312685 36852.928 22631.338 18183.075 170073.583 93207.852 60337.998 1.000000 1.000000 1.000000 37420760 252182506 530489554 6799.289 4310.130 3391.705 61984.542 27187.721 17488.394 1.000000 1.000000 1.093565 214133848 686408506 959789226 51534.953 14829.930 57602.235 101707.313 74564.499 62248.456 1.000000 1.000000 1.000000 127440730 446626055 591586586 37345.733 61353.672 53681.468 95203.201 69449.685 59318.765 1.001684 -0.992484 0.960247 43022479 380490856 987585612 9368.617 5376.604 2898.972 56189.351 23879.018 13097.153 1.000000 1.000000 1.000000 0 0 0 111644 71420 0 0 0 0 0 0 0 82.564280 32.869619 25.157756 5.387790 85.579058 51.616493 167.398204 48.897217 180.009131 41.449610 126.852517 62.586345 47.721135 53.071077 56.082531 37.728275 42.732149 42.510294 16.716121 24.704620 33.015255 19.256466 31.602962 48.226646 6.412479 16.576406 6.833122 25.295065 5.603424 19.331560 14.108185 3.006775 26.224259 16.025482 42.397854 26.066604 22.582963 40.007766 0 50.161240 108.696388 352 60.944261 37.054852 22.654662 8.949507 56.682276 41.665890 177.320117 69.148859 195.413666 55.107105 87.090239 56.175181
nirp_bassano_va_pc_2007bp0700 bassano renaissance italy 8.744 12.110 21.217 21.566 32.825 66.897 6.888 9.362 15.839 4.416 5.838 9.439 5.395 7.154 11.749 6.030 8.054 13.334 8.476 12.014 22.889 30.801 48.717 96.152 7.645 10.717 19.241 4.949 6.678 11.162 6.027 8.214 13.947 6.829 9.439 16.756 2.665 3.248 4.762 15.628 18.851 26.589 2.570 3.107 4.502 2.215 2.659 3.816 2.392 2.875 4.134 2.122 2.553 3.700 27606514 208920816 605637020 6023.058 3543.895 2357.568 66902.816 24173.477 11354.316 1.000000 1.000000 1.000000 12331439 28777599 42713153 27394.951 17781.831 14291.453 157134.596 87270.527 60064.202 1.000000 1.000000 1.000000 63566072 308426082 621860965 6755.633 4301.958 3089.974 57447.186 25798.422 14456.599 1.000000 1.000000 1.163356 339113457 879883396 1235865396 56946.007 32992.288 54752.083 152409.138 122633.795 109946.719 1.000000 1.000000 1.000000 220576836 637016290 968004723 22291.290 58082.151 31787.559 145294.630 115496.561 101705.524 1.000000 1.000000 -0.624461 77548710 489723003 1187614105 10806.386 6744.458 3670.730 47931.953 22548.394 11938.136 1.000000 1.000002 1.016420 0 221592 4357 0 0 0 0 0 0 0 0 0 98.737458 38.721863 20.638594 8.137656 61.706370 35.070914 229.395789 44.979492 235.312109 36.672822 110.924077 51.201489 11.035611 22.285975 32.519592 9.532880 19.661889 24.034243 14.390916 21.705913 31.916355 22.832307 32.935865 48.019181 4.889467 27.448838 7.139227 27.476780 7.417580 25.062907 25.924473 6.886519 35.388340 10.664614 52.935021 26.197812 14.505932 34.379605 0 79.158131 176.855382 1070 90.319772 46.069681 25.043850 10.468487 62.814261 43.553829 219.669934 55.276396 224.621715 48.786169 107.847611 62.364704
nirp_bassano_wm_1544_1948 bassano renaissance italy 19.070 26.072 42.826 6.517 8.368 12.945 9.207 12.623 21.615 6.395 8.500 13.850 8.508 11.493 19.346 8.838 12.058 20.405 9.057 12.415 21.340 7.029 8.946 13.354 9.359 13.197 23.933 7.684 10.681 18.918 10.517 15.124 28.061 9.032 12.701 22.809 8.263 10.091 14.512 5.120 6.279 9.061 3.431 4.165 6.036 2.643 3.192 4.617 3.190 3.870 5.601 3.235 3.931 5.709 4024965 75850051 292757699 14043.428 8424.172 5772.692 133606.525 64663.154 30648.047 1.000090 1.005360 1.688330 526114190 1805921513 3047782370 22170.108 13681.373 9462.030 161442.624 88475.187 47926.758 1.000000 1.000000 1.000000 31785151 272273442 713484373 7178.460 4396.382 3171.262 80630.916 36117.954 19277.216 1.000000 1.000000 -1.539173 191450054 573717812 1024582183 30359.342 24354.745 17802.720 83822.680 45827.042 29723.295 1.000000 1.032440 -1.547511 68293024 271380811 698012250 26931.784 22294.872 16406.828 94612.520 50480.175 30504.685 1.000733 1.000000 1.000000 34708928 334123952 913511882 7599.770 5020.890 3644.898 75140.990 32284.771 17112.368 1.000000 1.000000 1.000000 113667 48209 0 0 0 0 0 0 0 0 0 32422 39.341712 31.590038 100.842162 112.608742 129.687568 64.840509 87.076727 69.556669 84.431742 67.920227 149.383273 60.586196 48.185443 58.843626 68.014098 57.728638 70.027163 78.551210 35.952782 52.710637 61.293425 33.122952 52.741017 63.564561 50.624644 3.709359 88.000747 11.534246 104.739404 27.231513 30.389665 17.208036 41.730933 26.497852 52.575423 26.147050 135.528604 179.911228 122 86.275368 133.749630 159 48.883791 38.833127 145.543129 111.074509 101.150735 66.463907 117.257581 76.154014 126.732271 81.944532 125.594907 69.309128
nirp_berchem_1266 berchem baroque netherlands 17.861 25.791 47.045 7.255 9.734 16.134 9.426 13.005 22.520 5.589 7.305 11.637 7.435 9.838 15.823 9.119 12.456 21.121 10.046 14.343 26.903 8.283 11.295 19.036 10.502 14.987 27.658 6.605 8.999 15.222 9.224 12.825 22.397 10.014 14.173 25.867 6.902 8.426 12.269 3.437 4.187 6.106 3.549 4.319 6.290 2.617 3.152 4.546 3.632 4.359 6.248 3.359 4.081 5.955 4800061 35150839 69810149 21359.238 13541.236 10728.038 144735.244 77017.512 49277.280 1.000000 1.000000 1.000000 243274861 561139119 756638352 13530.459 7758.456 5622.595 129323.941 60826.501 35002.065 1.000000 1.000000 1.004801 34232166 240432140 565358654 7810.967 4935.207 3740.235 92354.401 47296.318 30664.476 1.173768 1.000000 1.000000 348165644 780387107 1144307041 23855.974 18070.908 14143.870 92612.178 48935.875 33764.094 1.000000 1.026808 1.000000 240641208 508603684 689998686 14086.278 8616.094 6595.862 111157.474 58068.820 35845.410 1.000488 1.000000 1.000000 36741698 267720162 619100205 22663.557 17899.937 13847.160 95821.988 53148.451 36497.735 1.000000 1.000000 1.000000 6401 53216 32794 4088 0 2885 21316 0 0 0 0 0 28.236752 17.718594 52.080123 58.880489 161.962229 65.456087 75.335142 57.838248 53.717068 44.609867 176.124405 64.422425 36.560991 49.822338 63.625648 29.331573 32.186674 36.351891 62.871687 68.626105 74.953781 62.569334 68.805504 75.815046 36.040250 17.744975 44.416521 19.787199 57.065620 27.325137 6.675227 3.812733 12.583307 10.260822 17.897339 26.604932 102.440231 150.701147 149 22.124495 59.364283 0 22.097874 15.976286 64.287307 50.255897 141.523213 78.648581 81.312238 75.822701 53.217041 49.004275 152.607004 80.133598
nirp_berchem_1923-16 berchem baroque netherlands 20.026 28.332 49.320 8.318 10.765 16.666 14.297 21.046 40.471 5.234 6.782 10.696 6.978 9.217 14.858 13.329 18.889 34.468 9.666 13.503 24.710 9.328 11.878 17.496 10.843 15.796 31.254 5.944 8.080 13.603 8.188 11.250 18.885 11.638 16.865 32.585 9.574 11.754 17.060 7.252 8.789 12.583 7.734 9.426 13.636 2.421 2.903 4.171 3.496 4.187 5.951 5.461 6.715 9.772 2843344 45770036 146075198 16833.015 11440.108 7763.529 150355.969 77161.980 41259.468 1.000000 1.001889 1.331664 422720572 1085137065 1294318251 40493.339 28269.870 22451.073 200087.066 128530.481 92062.350 1.000001 1.000003 1.001448 7253813 60484066 188938118 13087.651 8221.188 6493.706 128393.982 62701.431 42784.652 1.000339 2.574083 1.000000 265667419 904551065 1334132756 36498.440 56530.922 49835.394 122257.243 77160.926 62150.871 1.000000 1.000000 1.000000 191106950 665226422 1089566492 42228.502 26816.083 23379.793 134343.962 73072.530 50611.117 1.000096 1.000000 1.000000 9394766 103358081 332594296 35726.171 31927.433 28196.847 131663.204 75045.965 55653.746 1.003576 1.000000 -0.685621 61037 128884 25786 0 0 0 0 0 0 0 0 0 80.528067 43.644318 22.692880 30.705057 104.268592 72.500496 186.748745 49.678606 173.423511 60.234812 144.523195 89.757855 38.904995 44.031806 51.592590 62.196293 67.968957 75.292285 78.751506 83.137605 86.056117 86.890759 92.243883 96.004221 10.202251 27.483309 12.007442 27.426152 17.514742 4.183072 32.774553 13.576615 41.780921 26.404710 47.256115 26.262480 27.133546 42.067379 12 117.154583 165.743024 344 55.860010 36.139618 31.412615 49.555941 106.383829 87.508441 182.714851 68.473681 149.294942 83.605949 134.276009 98.425084
nirp_berchem_1932p117 berchem baroque netherlands 11.713 16.117 27.875 19.119 28.213 53.892 10.081 13.799 24.377 5.154 6.634 10.185 6.151 7.980 12.526 9.298 12.486 21.535 9.073 12.777 23.674 22.891 34.488 64.416 10.241 14.865 28.814 5.510 7.397 12.367 6.770 9.249 16.123 9.396 13.399 25.629 3.648 4.455 6.514 12.598 15.233 21.682 3.592 4.370 6.373 2.191 2.621 3.748 2.245 2.690 3.870 2.718 3.311 4.846 10096483 91860452 207993532 9634.819 5142.853 3737.574 113579.406 47003.331 21326.371 1.000000 1.000000 1.000000 11336342 56066968 119532524 30924.319 19233.041 15811.282 175348.028 98484.222 68818.080 1.000003 1.000094 1.001356 17023393 126590133 271645468 8211.778 4927.831 4096.697 92249.783 37658.411 25026.169 1.000000 1.000000 1.185536 198136188 762722000 1089269764 61495.238 31157.531 8078.496 116334.920 80874.140 70820.156 1.000403 1.000485 1.000000 122683400 494446544 761508106 35772.141 58700.649 53329.257 111260.885 71319.322 60802.377 1.000000 1.000000 1.000000 19068482 161746353 371503931 16204.881 14097.261 12418.811 86605.495 39728.625 28064.846 1.000000 1.000000 -1.634046 0 189516 27534 0 0 0 0 0 0 0 0 0 72.155333 38.221809 25.941258 4.427368 76.566438 64.738104 192.419853 48.627900 190.205628 54.679324 112.609999 76.029009 33.171242 45.903119 53.689352 41.133340 54.759183 59.054155 41.068590 54.318305 59.777079 47.521279 60.686888 65.995461 17.380029 17.218506 27.840753 27.457891 35.617019 27.470447 28.267502 3.103842 34.976658 20.922998 42.524490 25.707023 55.596309 164.414956 32 91.531658 134.989371 480 58.386589 34.319524 31.846240 27.176452 68.521949 62.604443 186.612552 68.407111 189.731692 70.449619 97.660205 70.475484
nirp_berchem_1974_433 berchem baroque netherlands 15.771 22.188 38.785 9.548 12.930 21.826 10.490 14.331 25.262 5.166 6.610 10.247 5.869 7.531 11.653 9.976 13.506 23.133 13.058 18.475 34.292 11.228 15.346 25.667 12.516 17.716 32.056 6.044 8.070 13.362 6.860 9.241 15.494 11.820 16.650 30.405 5.447 6.685 9.740 4.732 5.740 8.265 3.991 4.845 7.037 2.836 3.393 4.838 2.848 3.405 4.852 3.464 4.208 6.116 6697076 61020912 161122156 58033.881 48498.796 21071.621 159725.993 112811.989 87755.353 1.000000 1.000000 1.000025 129331670 283853666 467590391 58099.475 48098.628 20375.952 176371.437 125354.319 97271.142 1.000000 1.000000 1.000000 34590038 276149238 868160479 50369.848 42483.213 8754.528 130588.959 102118.875 82197.974 1.000000 1.000000 1.000000 512244000 1121262756 1654479842 58275.721 47910.969 19636.149 129227.918 100982.774 81508.793 1.000000 1.000000 1.000000 348357546 875555588 1461393921 58048.793 47779.134 19395.758 128022.411 100541.564 81199.795 1.000000 1.000000 1.000036 35888942 277285218 824424653 51933.100 44462.608 15248.292 127104.629 99776.592 80598.338 1.000000 1.000000 1.000000 67069 0 8275 0 0 5325 65542 0 0 0 0 0 29.128151 17.048730 100.297359 32.237809 66.772149 48.351212 87.055972 68.240410 114.156753 64.972578 81.341417 53.949735 21.176783 42.855169 52.638597 28.053597 51.365242 66.176357 51.547525 74.140213 93.724512 52.747362 72.023877 89.438173 42.338936 19.690221 58.145844 27.496095 67.149330 27.306324 22.956762 3.734344 32.849413 27.493415 45.441181 27.281402 126.932843 179.090183 3 84.336073 125.205688 539 27.697192 34.023191 64.334322 54.800366 124.598629 95.277815 74.094967 78.193760 89.694135 83.328930 138.449898 91.587939
nirp_berchem_1985_645 berchem baroque netherlands 12.213 16.800 28.644 8.055 10.434 16.057 11.738 15.927 26.234 8.949 11.663 18.301 9.660 12.939 21.612 11.086 14.487 22.801 8.257 11.390 20.284 8.232 10.499 15.537 10.320 14.230 24.272 8.896 11.892 19.485 10.191 14.243 24.887 10.405 14.033 23.419 4.061 4.975 7.308 7.130 8.718 12.617 4.770 5.802 8.373 3.983 4.788 6.866 3.725 4.506 6.515 4.190 5.094 7.371 10784249 137646366 436464416 7880.579 4059.049 2905.022 108620.848 40151.657 21294.811 1.000295 1.000000 3.089506 423167705 970510643 962768845 43161.241 58638.315 36474.637 233844.948 170191.865 132070.996 1.000000 1.000000 1.000000 24610690 175034531 421160818 13396.606 7252.432 5222.076 135471.934 62001.270 36485.344 1.000000 1.000000 1.000000 92325274 281690251 332048613 38851.987 49431.382 42782.023 224827.513 204268.242 191352.078 1.007123 1.081146 1.000000 43014673 168999834 251545293 5644.134 20923.194 47778.430 172299.053 132596.783 115534.939 1.000000 1.194378 -1.125103 33374836 319434954 880853395 61531.473 55144.775 44364.170 152931.922 108503.982 90280.389 1.000000 1.000000 1.000000 148875 97497 0 0 0 0 0 0 0 0 0 0 87.459837 51.226163 13.014583 40.160160 62.252558 54.797369 243.428751 25.139922 233.743271 34.756768 105.813905 78.665772 5.528619 10.032508 7.300667 34.436158 38.685495 41.225344 55.299766 60.261926 66.219327 75.449450 81.882875 91.136422 9.541245 27.440180 10.778758 27.473459 1.092118 0.002964 58.187470 19.879542 64.687907 26.468937 75.985991 25.541818 26.497999 42.269174 0 153.886987 179.689970 3283 95.676789 57.581594 15.755013 41.593712 82.788368 69.149215 243.582127 26.829551 217.376366 45.541438 130.452232 95.713761
nirp_berchem_210_1892 berchem baroque netherlands 19.976 28.226 49.398 26.869 38.097 68.658 11.563 15.584 26.738 6.939 8.961 13.978 8.087 10.574 16.949 11.106 14.826 25.164 9.747 13.825 25.934 33.161 49.244 87.102 9.634 13.736 26.404 7.771 10.579 18.167 9.491 13.251 23.693 9.784 13.907 26.850 9.770 11.997 17.288 14.062 16.979 23.950 3.408 4.153 6.060 2.489 3.002 4.348 2.843 3.441 4.976 3.242 3.948 5.756 2663207 31983187 121222914 11391.093 7371.352 5473.898 139717.682 67024.139 37568.075 1.000000 1.000000 1.019152 6801438 24514475 38344248 29512.040 18372.858 13443.753 195220.932 117565.104 72842.777 1.000000 1.000091 1.001706 8245016 83921754 190450890 6440.774 3613.379 2772.049 98232.880 37805.780 23687.170 1.000000 1.056697 1.000000 141448245 577341238 856373638 34335.684 25599.631 20584.791 99192.102 52943.783 37371.197 1.011400 1.023707 1.000000 113731526 414766339 603545787 27050.818 19753.962 16644.000 102956.601 49064.564 33791.158 1.000000 1.773791 1.000000 9529625 107855929 288206629 9486.932 6762.425 4607.699 96663.402 39409.682 24759.303 1.005465 1.000000 -3.819955 0 88996 116918 0 0 0 0 0 0 0 0 0 69.912444 26.079985 39.283904 5.485929 91.720692 48.758906 130.262608 49.270726 151.606434 35.104754 126.675668 59.926039 31.393182 52.607092 60.780300 30.591736 51.582307 58.076266 43.278838 52.208012 57.137062 54.608868 64.630388 70.678831 8.139365 20.460450 15.999097 27.197561 17.966286 27.424841 38.932969 16.308985 47.664693 24.688047 53.642008 26.187861 31.674916 83.681017 0 120.599285 171.316481 290 62.684417 39.600416 41.627387 16.223821 99.879032 58.838085 128.537728 71.121048 136.104817 65.391856 131.216072 72.787620
